.,"Nepal Stock Exchange Limited
Singhadurbar Plaza, Kathmandu, Nepal
Phone: 977-1-4250758, 4250735, Fax: 977-1-4262538
Email: info@nepalstock.com",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
11,2023-07-31,1303.3545,5672.7528,1543.5992,2305.5422,3933.5624,5737.1245,3893.9384,11491.6369,14.8657,72.3670,11076.3502,1853.9646,2893.0103,145.9708,132.6848,401.8582,2106.1871
12,2023-08-01,1291.1239,5549.7467,1528.4089,2275.5751,3857.3123,5660.3462,3839.8483,11269.1012,14.9182,71.6506,10801.7066,1808.8731,2848.1756,143.9992,131.1660,396.7207,2077.5896
13,2023-08-02,1301.6367,5627.8286,1533.0779,2269.8938,3896.6477,5678.1874,3828.7711,11311.9162,14.9295,71.6639,10867.1552,1840.6159,2846.3877,144.6997,131.7340,398.2862,2086.8403
14,2023-08-03,1307.6624,5594.6064,1541.9983,2256.7496,3888.6238,5694.2379,3841.4324,11375.3925,14.9667,71.7781,10811.3502,1812.5279,2901.4953,144.9092,132.2818,399.5458,2089.8479
15,2023-08-06,1285.3213,5393.2199,1523.4596,2212.2515,3791.1057,5610.2186,3779.6039,11137.4240,14.8081,70.8984,10588.7461,1750.2489,2833.2219,142.1641,129.7203,392.0237,2051.4753
16,2023-08-07,1273.1225,5469.6840,1517.8804,2204.9076,3844.6684,5614.3708,3790.6231,11197.5721,14.8193,70.8653,10596.3805,1779.1284,2860.3776,141.8536,129.2337,390.4313,2048.2610
17,2023-08-08,1259.8628,5385.3196,1491.0849,2166.3859,3777.9828,5540.7563,3729.6360,11001.5569,14.7121,70.3537,10484.1264,1731.1103,2783.0217,139.9114,127.5941,385.5688,2019.8549
18,2023-08-09,1272.0582,5573.8272,1535.3627,2228.8017,3872.8329,5626.6359,3781.8691,11348.3058,14.6506,71.5747,10794.6525,1789.7599,2883.7831,142.6506,129.8531,393.0522,2060.9189
19,2023-08-10,1271.8199,5722.7423,1542.9078,2235.7695,3861.7127,5660.0554,3776.0754,11338.6081,14.7475,71.7045,10929.8669,1782.7044,2915.6135,142.8653,129.8714,394.1591,2066.0515
20,2023-08-13,1285.4313,5830.2476,1542.7235,2254.2891,3883.0198,5649.7070,3762.5185,11396.7467,14.7493,72.0050,11171.4434,1781.4043,2915.7002,144.0586,131.3448,398.0719,2080.8624
21,2023-08-14,1292.3066,5737.5621,1532.5579,2218.2408,3884.1583,5686.9013,3776.7607,11391.0358,14.8315,71.8317,11065.1301,1775.9421,2874.3947,143.7826,131.4833,398.1330,2077.2439
22,2023-08-15,1280.3351,5613.8688,1518.6605,2166.9066,3810.9754,5444.1980,3736.5949,11186.7520,19.1187,71.0119,10880.9142,1736.0927,2859.9749,141.5579,129.2166,391.8430,2045.4421
23,2023-08-16,1270.9215,5613.2257,1499.5349,2126.8037,3791.8604,5358.0770,3691.4147,11084.9231,18.8922,70.6616,10783.5031,1712.5218,2824.2681,140.2019,127.8019,386.3004,2025.1240
24,2023-08-17,1274.1073,5725.6890,1499.7905,2134.9719,3805.1240,5360.5022,3701.9004,11175.1127,18.8474,70.8166,10843.0345,1727.9726,2895.7612,140.8024,128.2752,387.3858,2033.1378
25,2023-08-20,1270.5038,5619.4193,1476.2204,2084.8757,3769.5213,5271.9569,3669.6688,11040.2086,18.8067,70.1220,10670.2946,1716.9036,2878.3208,139.4286,127.4095,384.1288,2011.2228
26,2023-08-21,1266.5823,5569.6432,1467.9299,2055.5023,3755.9087,5213.7556,3654.0237,10955.9662,18.7720,69.5902,10620.5557,1693.1133,2844.5878,138.5336,126.7414,382.6206,1998.2897
27,2023-08-22,1271.3513,5640.2248,1489.6704,2089.8062,3799.0096,5297.6710,3670.5376,11006.0210,18.7761,70.1853,10743.0554,1730.6996,2861.3122,139.6400,127.7074,385.9862,2015.9859
28,2023-08-23,1280.8992,5708.7320,1503.0426,2147.0958,3842.5639,5340.4756,3732.3471,11282.3123,18.9028,71.2563,10975.2832,1764.5254,2916.8086,141.7059,129.2317,390.2868,2045.4566
29,2023-08-24,1269.6015,5607.3878,1486.2214,2093.2354,3756.5417,5274.3553,3676.0243,11039.9140,18.7961,70.3684,10731.3513,1712.8958,2873.6371,139.5388,127.5500,385.5618,2013.9301
30,2023-08-27,1259.2256,5530.8706,1469.4475,2056.4587,3732.5176,5236.5146,3635.4864,10935.2904,18.8426,69.9086,10602.6728,1695.2387,2850.4177,138.1360,126.3556,382.1152,1993.3834
31,2023-08-28,1265.8405,5576.1017,1466.4862,2054.5697,3758.8176,5234.3588,3635.2343,10959.6018,18.8959,70.1161,10616.8225,1697.4685,2868.9916,138.5705,126.9457,383.5682,1998.4814
32,2023-08-29,1263.6491,5540.5134,1463.3569,2043.1523,3737.6379,5202.9299,3634.6335,10909.5903,18.9441,70.2064,10622.4393,1692.5819,2869.7994,138.1748,126.6856,382.8565,1993.4228
33,2023-08-30,1262.8095,5612.6724,1457.2099,2037.7190,3735.7573,5166.3158,3619.0881,10900.2615,18.8726,70.0740,10618.4997,1687.8708,2907.3558,137.9887,126.3992,381.7173,1990.5998
34,2023-09-03,1251.7058,5448.2518,1438.0412,1990.0853,3677.5670,5117.2504,3555.1874,10681.2576,18.6761,69.1087,10406.0879,1665.7299,2870.1754,136.0017,124.7151,376.6252,1960.7885
35,2023-09-04,1253.6919,5478.1094,1444.7755,2006.4851,3693.8282,5123.8104,3573.8267,10737.1854,18.7482,69.1495,10438.8764,1665.2892,2900.6985,136.4128,124.9972,377.7168,1967.8353
36,2023-09-05,1250.7727,5434.3792,1441.3552,1993.4428,3689.7100,5143.5312,3566.3188,10668.9000,18.6346,68.9911,10380.0079,1652.4971,2914.2199,135.9036,124.7129,377.2400,1961.3790
37,2023-09-07,1237.2786,5340.9848,1411.8718,1943.0489,3645.4582,5054.5115,3516.8028,10518.3701,18.4530,68.1693,10238.3138,1633.1911,2901.2924,133.9745,122.9907,371.5824,1932.4525
38,2023-09-10,1245.3123,5408.8855,1418.6950,1940.1985,3668.3364,5063.2995,3545.6686,10555.8827,18.4855,68.3756,10327.3184,1649.5700,2949.9579,134.6847,123.8146,373.9069,1942.6884
39,2023-09-11,1269.7601,5595.5140,1438.4073,1998.2746,3754.4636,5177.0935,3605.0690,10860.4517,18.5814,69.7557,10625.0480,1709.8847,3057.2641,137.9757,126.6179,381.6436,1986.9931
40,2023-09-12,1264.2850,5484.6382,1434.9533,1966.9991,3700.3721,5121.0788,3554.5003,10752.1603,18.5900,68.8410,10475.6480,1676.9866,3033.2344,136.6089,125.6125,379.1420,1967.5714
41,2023-09-13,1276.8095,5642.2718,1465.9357,2038.3910,3807.0661,5223.8229,3623.5235,11025.6145,18.5931,70.0125,10716.4371,1730.6972,3096.2605,139.3587,128.1795,386.8112,2007.0609
42,2023-09-17,1258.5788,5456.5138,1436.6659,1981.4091,3708.1055,5139.8197,3556.4849,10697.8166,18.5266,68.6689,10438.4849,1673.4579,2992.9310,136.4486,125.4392,378.6864,1964.9176
43,2023-09-18,1253.5384,5496.6237,1443.7082,2002.2030,3722.7289,5159.6528,3563.5940,10732.0308,18.5903,68.7645,10498.0633,1689.3781,3041.0027,136.6572,125.2602,378.7335,1969.1861
44,2023-09-19,1257.6330,5495.9863,1445.4148,2066.6132,3777.9333,5198.3345,3582.1070,10771.9326,18.6114,69.3072,10578.7614,1722.4293,3012.7122,137.8400,126.1715,381.1715,1985.4358
45,2023-09-21,1268.6541,5578.2683,1480.4753,2176.4800,3920.6747,5345.4206,3664.4350,10952.0054,18.8392,71.0350,10765.7592,1797.9562,3022.9423,140.8103,128.4442,388.7251,2029.7839
46,2023-09-24,1262.8851,5485.8348,1464.5805,2137.0395,3856.5859,5284.3288,3700.8020,10791.7153,18.7689,69.8781,10609.1247,1762.3296,2968.0244,139.6298,127.5640,385.6226,2010.3560
47,2023-09-25,1258.3426,5451.2545,1461.3730,2156.8852,3852.5289,5261.3011,3677.8796,10712.4537,18.8409,69.2136,10553.7159,1760.4881,2961.7091,139.2093,126.8331,383.6794,2004.4598
48,2023-09-26,1260.4577,5441.1557,1473.8606,2223.5843,3872.3617,5281.3689,3721.0080,10847.2389,18.9606,69.9862,10612.9204,1785.9937,2961.7269,140.4570,127.7426,386.2421,2022.9111
49,2023-09-27,1253.1419,5393.1357,1456.1860,2190.0010,3818.7795,5254.7766,3691.9946,10758.3243,18.9401,69.1266,10512.2352,1760.5291,2947.2433,139.2274,126.6396,382.9445,2004.3052
50,2023-10-01,1239.6313,5308.5005,1433.7297,2117.2191,3765.7305,5185.0747,3636.0694,10546.4127,18.7024,68.1336,10345.2023,1722.1795,2892.5626,136.9150,124.8498,377.3942,1971.1001
51,2023-10-02,1239.8427,5259.2146,1439.5785,2136.0098,3815.8319,5180.3418,3654.5600,10556.7523,18.8903,68.1600,10363.5403,1735.1413,2901.6805,137.3003,125.0931,378.0616,1976.2956
52,2023-10-03,1232.2508,5194.4397,1424.4249,2106.3341,3768.9251,5142.6799,3623.1512,10469.4778,18.7381,67.5198,10291.8507,1713.0624,2858.7918,136.1049,123.7656,374.3932,1958.7268
53,2023-10-04,1232.1786,5273.3983,1429.2031,2135.1949,3791.4795,5159.1108,3641.1185,10521.9654,18.7475,67.7558,10353.7441,1731.0254,2882.3215,136.7427,123.8215,374.9042,1967.9718
54,2023-10-05,1227.1522,5211.6827,1424.1327,2117.1478,3762.8899,5110.8773,3623.6319,10459.8875,18.7939,67.4353,10301.4580,1722.0485,2878.0368,135.9553,123.3052,373.3723,1956.9234
55,2023-10-08,1209.8583,5088.8215,1401.1970,2059.3951,3691.5021,5054.4908,3565.0968,10221.3090,18.5905,66.0774,10109.7237,1687.7460,2821.5869,133.4630,121.2278,367.5753,1921.2493
56,2023-10-09,1200.9028,5039.0652,1389.2175,2052.3644,3672.5416,5057.9622,3536.8659,10118.7100,18.4918,65.8374,10028.2083,1679.8757,2835.4814,132.5179,120.1209,364.7719,1908.6632
57,2023-10-10,1191.2997,4959.3710,1378.9630,2015.5548,3635.1482,5051.4783,3511.7719,10010.6988,18.3404,65.4303,9858.6282,1656.4613,2810.3536,131.1285,118.8779,361.3138,1889.5988
58,2023-10-11,1192.2593,5048.9357,1383.0097,2026.6966,3644.4566,5044.4854,3528.6302,10053.3465,18.5377,65.4425,9852.6276,1665.5095,2806.6431,131.4699,119.1010,362.0894,1894.7653
59,2023-10-12,1183.2843,4897.2571,1373.5692,1994.4037,3599.2965,5011.1838,3501.1042,9911.9788,18.5677,65.0127,9702.8614,1641.9759,2792.6750,130.0195,118.0354,359.1352,1874.6024
60,2023-10-16,1174.1785,4796.9241,1363.3065,1954.0183,3564.5944,4982.1779,3445.7444,9704.0682,18.3737,64.1778,9613.0274,1621.4148,2737.6712,128.4304,116.7195,355.7480,1851.4383
61,2023-10-17,1187.1443,4783.8405,1374.4352,1969.5514,3574.1116,4992.9431,3473.8152,9792.3670,18.5690,64.4673,9561.4191,1642.5089,2703.2653,129.4374,117.8201,358.8309,1864.6213
62,2023-10-18,1216.4112,4886.3990,1399.2510,2019.5290,3672.2963,5062.0368,3552.3517,10013.9792,18.6400,65.9082,9836.2622,1666.4192,2753.0607,132.5908,120.7590,366.9780,1907.8965
63,2023-10-19,1217.6167,4870.4041,1399.6359,2000.0210,3663.0287,5061.7470,3538.6656,9979.0197,18.7078,66.0240,9793.9358,1651.2706,2752.8971,132.2687,120.7873,367.1132,1903.8462
64,2023-10-29,1200.5740,4742.2985,1385.9624,1970.7814,3607.5401,5003.5839,3504.5521,9781.8928,18.5369,64.9482,9601.2112,1627.7398,2678.8848,130.3140,118.9664,361.9466,1875.6573
65,2023-10-30,1201.1560,4722.1886,1387.9013,1974.9836,3634.5835,4963.1578,3508.2217,9808.8344,18.4508,65.1155,9684.4263,1641.3841,2700.8357,130.5404,119.5051,363.1344,1878.7037
66,2023-10-31,1192.2449,4696.6467,1384.2291,1959.4702,3603.5653,4932.0225,3478.4292,9666.9480,18.3833,64.7222,9625.9443,1628.3033,2692.7520,129.4388,118.5515,360.7874,1864.4042
67,2023-11-01,1191.9994,4648.8049,1381.0828,1950.2302,3589.7561,4883.4735,3453.9487,9628.0267,18.2860,64.7752,9590.4170,1622.1695,2678.2939,128.9913,118.2519,359.9548,1858.5651
68,2023-11-02,1181.4961,4847.4026,1371.7326,1928.6637,3576.8541,4887.1541,3428.4838,9590.2252,17.4390,64.6052,9499.6548,1605.0080,2596.4208,128.1555,117.3591,357.7624,1847.7032
69,2023-11-05,1163.6761,4866.1561,1361.2087,1907.1077,3518.1659,4822.4554,3394.3262,9524.8721,17.2631,63.8495,9387.4710,1587.6654,2541.4060,126.5448,115.2598,352.3978,1826.2362
70,2023-11-06,1170.0677,5047.8094,1388.1859,1932.9072,3560.9599,4889.0786,3403.3480,9638.4827,17.3109,64.7333,9609.0271,1600.8101,2611.2057,127.8621,116.2211,355.7312,1847.5410
71,2023-11-07,1172.4718,5088.4319,1406.5134,1940.0629,3576.5054,4936.1495,3424.4003,9751.6427,17.3221,65.7124,9591.6652,1620.6055,2631.2148,128.4838,116.9313,358.1967,1858.7658
72,2023-11-08,1175.4705,5055.4175,1416.8364,1952.6791,3562.7469,4993.6526,3432.8258,9801.9659,17.3217,65.4248,9568.9339,1625.9950,2636.7231,128.7561,116.9460,358.4095,1863.9409
73,2023-11-09,1172.9114,5016.3214,1394.7546,1936.1374,3547.2363,4980.8633,3404.0902,9700.1865,17.2804,65.0094,9529.3087,1604.6462,2632.8377,128.0762,116.4871,357.0434,1852.0869
74,2023-11-20,1175.3309,4924.4803,1392.8209,1942.2440,3592.1361,4885.5464,3355.6080,9794.4518,17.3588,65.4885,9600.7808,1609.8040,2670.2519,128.1839,116.1851,356.5422,1853.4820
75,2023-11-21,1169.0413,4795.2174,1372.1060,1915.1487,3559.8480,4732.8918,3258.4343,9680.0428,17.4323,65.1044,9466.5901,1585.2231,2640.2721,126.5620,114.6668,352.0527,1829.6527
76,2023-11-22,1172.4479,4962.6516,1397.4544,1960.4882,3566.1525,4820.1192,3282.1272,9789.1039,17.4261,65.9304,9589.5769,1606.1175,2668.7005,127.7977,115.1585,354.2115,1850.3315
77,2023-11-23,1163.9516,4993.3459,1395.9972,1981.8980,3628.7372,4864.1303,3272.6709,10119.7682,17.4395,66.2094,9768.6499,1624.4971,2699.7064,128.4884,116.1666,356.9805,1860.2021
78,2023-11-26,1185.7405,5083.5539,1421.8939,2042.7230,3724.4054,5018.1043,3339.9997,10569.6370,17.6862,67.4721,10127.4637,1688.1678,2796.5179,131.7897,118.5412,364.8134,1907.9534
79,2023-11-27,1175.7639,5096.3269,1420.0479,2026.4736,3716.6977,4977.5424,3314.1384,10475.5169,17.6890,67.8030,10072.8962,1675.1649,2806.9162,130.9776,117.8257,362.7134,1896.7177
80,2023-11-28,1169.5749,5266.1749,1417.3365,2030.2896,3697.2179,5010.8365,3294.8109,10468.2702,17.8388,67.6412,10070.6179,1680.7543,2779.1127,130.8425,117.6688,361.8530,1894.5396
81,2023-11-29,1160.7026,5210.7087,1419.7275,2001.3461,3650.5157,4903.8703,3286.3293,10309.0177,17.7259,67.3632,9915.9798,1658.8330,2749.8675,129.5120,116.6362,358.8906,1876.6015
82,2023-11-30,1150.0444,5129.2214,1411.9625,1966.7072,3628.7185,4865.8372,3264.9243,10208.4429,17.7471,66.7882,9850.8984,1632.2986,2740.2851,128.2022,115.4769,356.0888,1858.5336
83,2023-12-03,1144.4193,5101.3758,1404.3886,1957.7497,3611.9381,4854.6462,3267.1190,10182.6646,17.5238,66.5432,9808.8579,1623.2983,2727.3213,127.7104,114.8686,354.4377,1851.2377
84,2023-12-04,1137.2579,5092.0290,1395.5645,1955.3861,3612.9563,4837.6452,3267.2683,10281.9332,17.5505,66.2475,9843.1779,1632.2583,2715.0395,127.4664,114.2714,353.2168,1847.8162
85,2023-12-05,1134.5100,5004.5094,1388.5751,1943.6529,3597.9407,4713.0827,3237.3549,10298.8724,17.5239,65.8938,9801.1437,1619.0720,2684.6981,126.9133,113.8038,351.0711,1837.7111
86,2023-12-06,1133.4741,4984.6233,1395.2382,1942.1576,3601.1579,4679.8309,3254.1820,10424.1736,17.5341,65.9013,9879.1663,1615.6653,2696.2751,127.1139,113.7850,350.7046,1841.0411
87,2023-12-07,1140.4204,5017.0682,1396.9514,1962.2514,3621.4306,4711.6414,3256.9421,10433.0210,17.5951,66.4536,10088.4159,1626.9095,2682.6227,127.9779,114.2831,352.2896,1852.7792
88,2023-12-10,1205.2250,5354.2588,1459.9965,2131.6514,3860.1473,4938.0502,3441.1126,10986.3772,17.6338,70.7703,10615.9595,1734.2116,2840.2542,135.8470,121.7487,373.7552,1963.9871
89,2023-12-11,1189.9915,5278.1507,1442.0440,2117.0836,3779.4551,4951.4894,3456.5727,10905.7114,18.0151,69.8147,10762.3237,1711.5047,2808.6779,134.7490,120.2243,369.4165,1948.5774
90,2023-12-12,1192.5771,5506.9642,1481.0087,2186.9839,3845.3383,5075.0879,3510.2010,11239.0802,18.2603,71.2149,11019.2854,1766.9030,2868.9072,137.0135,121.5735,374.3650,1985.4411
91,2023-12-13,1197.4527,5417.4046,1486.0059,2195.9369,3889.5674,5117.6262,3539.3310,11109.9729,18.4028,71.3903,10874.8166,1773.0389,2866.4381,137.1703,122.1447,375.3035,1988.0474
92,2023-12-14,1197.1058,5426.5738,1508.5305,2220.5907,3941.6847,5146.0523,3522.2836,11094.9351,18.4366,71.2773,10930.5297,1779.4694,2839.8857,137.5392,122.5196,376.3697,1994.6033
93,2023-12-17,1188.9869,5513.7548,1539.8727,2343.9620,4046.2234,5195.8875,3562.5745,11119.5860,18.3590,73.5072,11043.1913,1811.7007,2833.1319,139.2460,123.8580,381.0712,2022.3536
94,2023-12-18,1213.4409,5693.2561,1565.4099,2336.1319,4119.3536,5342.3847,3759.5981,11225.3724,18.6711,75.7909,11056.7241,1858.5177,2857.2142,141.8694,126.9518,390.6374,2060.4977
95,2023-12-19,1243.3314,6088.4390,1579.6905,2355.1069,4176.8279,5596.0476,3818.3236,11575.9253,18.9400,77.6353,11284.7926,1866.3392,2886.5208,145.0590,129.4334,397.6917,2106.4829
96,2023-12-20,1251.1050,5973.2584,1595.4063,2400.2377,4182.9968,5996.4298,3854.0331,11807.4640,19.0262,83.0138,11274.6499,1880.2853,3065.6910,147.1565,130.9619,402.6316,2141.8776
97,2023-12-21,1227.6688,5794.6449,1572.2103,2392.2996,4047.8280,6138.4379,3775.8971,11478.4083,18.7469,81.6544,11192.3601,1821.9229,3083.0214,144.5231,128.5157,396.6233,2109.1065
98,2023-12-24,1208.6599,5708.7657,1587.5362,2394.4017,3991.5672,5969.0535,3723.5094,11538.5786,18.7233,78.4776,11255.4750,1791.8877,2987.0830,142.9392,126.3555,391.3315,2088.0750
99,2023-12-27,1197.9611,5619.8829,1566.9277,2393.7134,3975.8658,5857.1195,3678.4800,11412.0862,18.8233,77.2467,11386.5085,1778.4924,2917.6638,142.5077,126.6853,387.0749,2070.8421
100,2023-12-28,1191.9446,5730.1807,1565.3041,2387.0030,3946.5084,5935.8338,3670.3103,11369.9843,18.8946,77.8178,11412.6173,1773.4764,2867.7549,142.2460,126.1072,385.4483,2068.9094
101,2024-01-01,1192.1037,5633.9578,1560.1579,2346.2602,3950.7033,5999.7603,3664.6027,11184.7510,18.8347,78.6545,11326.3661,1759.1219,2880.8623,141.5264,125.9833,385.0770,2060.1589
102,2024-01-02,1178.3418,5452.6113,1549.7204,2315.0227,3900.2203,5923.6971,3616.9090,10850.1394,18.6373,78.5006,11012.8009,1735.2809,2849.6330,139.3367,124.4047,380.5311,2030.1028
103,2024-01-03,1182.5803,5600.2238,1573.3277,2386.5330,3943.9499,6047.3609,3637.8307,10932.0284,18.7082,80.1826,11234.2176,1766.2402,2854.6607,141.1957,125.4818,384.2961,2058.0057
104,2024-01-04,1176.0793,5573.6919,1515.1100,2430.8651,3911.4613,6009.3826,3626.7452,10794.9462,18.8514,81.0766,11129.3286,1750.0547,2921.6173,140.7664,124.6675,379.1679,2049.2899
105,2024-01-07,1154.7470,5499.9902,1486.8785,2456.0288,3865.1705,5911.1114,3610.4125,10535.2572,18.8349,79.5020,10942.9248,1725.8395,2858.8335,139.0172,122.9382,373.0071,2022.9226
106,2024-01-08,1161.6452,5588.4477,1525.1001,2525.2009,3953.3088,5944.6650,3653.0055,10927.3563,18.8326,81.5790,11098.8630,1770.1642,2887.7641,141.4247,124.3691,377.2844,2059.4967
107,2024-01-09,1169.4361,5740.7289,1554.0487,2513.7085,4159.3647,5942.1860,3693.8393,11028.4262,18.8027,82.5926,11166.5108,1834.6282,2914.6246,142.9305,126.1856,382.9298,2080.1241
108,2024-01-10,1182.6266,5692.4576,1588.3979,2501.1109,4139.7337,6008.7892,3731.5356,11000.3868,18.8641,82.0684,11158.9077,1832.7240,2915.1311,143.5149,127.1845,386.3319,2089.6249
109,2024-01-11,1181.4103,5635.3237,1592.2788,2540.1991,4101.2964,5981.9184,3762.5491,10885.6110,18.7429,81.3515,11093.9897,1816.3694,2926.6070,143.5466,126.9081,384.1405,2088.9950
110,2024-01-14,1186.9739,5634.2281,1636.5291,2656.7786,4152.2805,6043.8831,3836.3143,10932.3223,18.8958,82.3674,11095.2114,1844.5348,2898.9527,145.6489,128.2597,388.1700,2120.6247
111,2024-01-16,1211.1594,5692.8819,1679.5303,2750.2163,4261.8576,6194.9666,3952.4080,11127.3388,19.0436,85.4223,11308.6764,1932.2849,2961.3423,149.6241,131.5927,397.4321,2175.1717
112,2024-01-17,1216.0861,5611.9639,1712.1353,2673.1783,4270.2563,6074.4621,3963.8185,10994.3732,18.9517,84.3327,11275.7728,1864.4498,2913.5271,148.8883,131.1413,396.3133,2163.0669
113,2024-01-18,1208.4863,5532.1851,1734.4004,2694.5502,4242.1805,5996.4859,3922.8640,10936.5456,18.8580,83.6919,11155.2151,1868.3007,2887.3189,148.2696,130.2694,393.6292,2155.8247
114,2024-01-21,1179.1840,5438.7800,1758.3597,2700.0590,4131.2905,5919.5981,3867.1349,10855.8895,18.8185,82.0599,11056.5453,1820.5778,2854.1333,146.2228,127.5133,386.2098,2130.1848
115,2024-01-22,1166.0710,5407.9040,1726.5079,2639.5230,4067.3795,5841.5962,3791.7318,10774.8375,18.8154,80.5361,10919.2817,1788.0583,2864.1379,144.0175,125.7677,381.3643,2098.6932
116,2024-01-23,1161.1225,5664.7389,1736.2628,2624.0427,4070.4929,5827.8961,3786.7760,10703.1517,18.7748,80.8292,10999.7596,1793.0872,2839.4855,143.9005,125.5360,381.1707,2098.2931
117,2024-01-24,1162.2529,5657.7845,1726.3499,2590.6074,4029.8719,5815.1378,3782.7820,10665.0975,18.8016,79.4939,10967.4770,1784.1995,2808.5365,143.1912,125.3119,380.4344,2088.0406
118,2024-01-25,1164.5198,5598.9466,1716.7261,2590.1886,4035.8317,5809.5356,3764.3876,10619.1951,18.8172,78.9997,10920.1439,1786.8517,2823.1953,142.9441,125.0345,379.4680,2084.0923
119,2024-01-28,1163.4293,5494.6337,1739.5415,2624.6910,4085.1804,5780.9904,3785.3709,10673.1414,18.8078,79.7368,10977.1629,1801.5676,2828.6323,143.5550,125.2828,380.2021,2094.4665
120,2024-01-29,1162.6867,5500.8355,1768.0742,2653.1293,4088.0953,5807.9588,3783.1839,10750.7025,18.8354,80.5191,10964.5955,1810.5743,2841.3428,144.0820,125.4025,381.0651,2104.7281
121,2024-01-30,1160.6746,5588.7631,1831.1544,2692.3105,4100.8885,5846.9439,3771.5633,10787.6167,18.9044,81.0332,10960.5453,1810.5507,2891.5017,144.8096,125.4961,381.7169,2119.6113
122,2024-01-31,1153.8240,5474.5842,1819.3334,2653.4398,4021.5877,5855.3332,3731.1901,10640.1948,18.4455,79.9880,10844.0335,1775.8112,2841.6729,143.2391,124.2790,378.6362,2097.9391
123,2024-02-01,1139.7020,5432.4153,1782.7767,2591.0376,3968.9675,5777.3345,3676.2584,10504.1821,18.3958,78.9517,10718.9224,1779.5718,2841.1937,141.1588,122.6966,373.9378,2067.0164
124,2024-02-04,1137.0127,5404.6534,1764.1087,2580.0857,3995.2222,5767.6081,3668.9677,10446.7178,18.3090,79.0305,10774.5318,1786.7920,2839.3071,140.8044,122.4953,373.3284,2061.7025
