Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
12,2023-08-01,996985.06,,,137314.58,,,100305.81,254567.71,392026.05,16578.44,,203489.19,141981.97,,58416.05,290262.5,246885.92,214812.39,,3053625.67
13,2023-08-02,1005102.9,,,137747.39,,,101717.05,255345.37,391047.31,16568.03,,204722.15,143429.85,,59441.16,289425.15,247823.91,214852.13,,3067222.4
14,2023-08-03,1009755.82,,,138136.76,,,101116.6,256831.13,388782.88,16888.8,,203670.86,143134.5,,58534.08,290382.24,249214.57,215194.62,,3071642.86
15,2023-08-06,992504.35,,,136098.53,,,97476.75,256407.86,381116.95,16491.4,,199477.31,139545.01,,56522.83,285708.49,267297.1,212557.11,,3041203.69
16,2023-08-07,983084.68,,,136199.26,,,98858.76,255468.84,379851.77,16649.47,,199621.13,141516.57,,57455.47,284927.33,268740.66,212457.9,,3034831.84
17,2023-08-08,972845.72,,,134413.44,,,97333.96,250958.99,373215.42,16199.2,,197506.42,139061.97,,55904.76,280343.15,264036.31,210924.21,,2992743.55
18,2023-08-09,982262.79,,,136496.8,,,100741.03,258411.23,383968.13,16785.7,,203356.3,142553.26,,57798.8,284269.32,272358.25,214584.78,,3053586.39
19,2023-08-10,982078.78,,,137307.53,,,103432.52,259681.11,385168.52,16970.98,,205903.55,142143.94,,57570.95,283833.83,272125.51,214974.02,,3061191.24
20,2023-08-13,992589.31,,,157273.46,,,105375.56,259650.09,401031.77,16971.48,,210454.52,142928.23,,57528.97,282814.81,273520.83,215874.94,,3116013.97
21,2023-08-14,997898.29,,,158308.85,,,103700.37,257939.17,394618.88,16731.06,,208451.73,142970.13,,57352.57,283885.34,273383.77,215355.19,,3110595.35
22,2023-08-15,988654.08,,,151552.61,,,101464.75,255600.13,385486.67,16647.12,,204981.35,140276.38,,56065.67,280866.22,268480.97,212897.41,,3062973.36
23,2023-08-16,981385.09,,,149155.22,,,101453.12,252381.19,378352.47,16439.28,,203146.26,139572.78,,55304.46,275940.62,266037.09,211847.28,,3031014.86
24,2023-08-17,983845.09,,,149222.73,,,103485.78,252424.21,379805.56,16855.42,,204267.75,140061,,55803.43,276724.44,268201.63,212312.13,,3043009.17
25,2023-08-20,981062.55,,,146757.86,,,101565.06,248457.2,370893.6,16753.91,,201013.57,138750.52,,55445.97,274315.07,264963.95,210229.62,,3010208.88
26,2023-08-21,978034.46,,,145137.68,,,100665.41,247061.86,366310.27,16557.56,,200076.56,138249.46,,54677.68,273145.57,262942.14,208635.3,,2991493.95
27,2023-08-22,981716.98,,,147473.67,,,101941.1,250720.93,372423.54,16654.91,,202384.28,139835.94,,55891.5,274380.01,264143.45,210419.31,,3017985.62
28,2023-08-23,989089.74,,,148665.24,,,103179.3,252971.56,382633.11,16977.93,,206759.13,141439.11,,56983.88,279000.4,270774.41,213630.25,,3062104.06
29,2023-08-24,980365.81,,,146824.62,,,101347.61,250140.44,373034.66,16726.65,,202163.8,138272.76,,55316.54,274790.15,264956.88,210968.14,,3014908.06
30,2023-08-27,972353.72,,,145771.24,,,99964.64,247317.28,366480.71,16591.49,,199739.67,137388.46,,54746.32,271759.86,262445.92,209589.77,,2984149.08
31,2023-08-28,977462.39,,,145711.22,,,100782.14,246818.87,366144.07,16699.61,,200006.23,138356.53,,54818.33,271741.02,263029.39,210211.78,,2991781.58
32,2023-08-29,975770.22,,,144836.32,,,100138.92,246292.2,364109.37,16704.31,,200112.05,137576.93,,54660.52,271696.11,261829.12,210482.62,,2984208.69
33,2023-08-30,975121.85,,,143817.08,,,101443.12,245257.62,363141.12,16922.91,,200037.83,137507.71,,54508.38,270534.06,261605.23,210085.68,,2979982.59
34,2023-09-03,966547.77,,,142451.22,,,98471.39,242031.4,354652.34,16706.5,,196036.28,135365.81,,53793.36,265757.36,256349.16,207191.6,,2935354.19
35,2023-09-04,968081.41,,,142633.84,,,99011.04,243164.83,357574.94,16884.16,,196653.97,135964.36,,53779.13,267150.69,257691.42,207313.8,,2945903.59
36,2023-09-05,965827.21,,,143182.81,,,98220.66,242589.18,355250.67,16962.87,,195544.97,135812.78,,53366.02,266589.45,256052.58,206839.09,,2936238.29
37,2023-09-07,955407.28,,,140704.73,,,96532.65,237626.94,346269.99,16887.62,,192875.65,134183.94,,52742.55,262888.04,252439.87,204375.18,,2892934.44
38,2023-09-10,961610.78,,,140949.37,,,97759.89,238775.32,345762.02,17170.89,,194552.37,135026.05,,53271.49,265045.81,253340.17,204993.76,,2908257.92
39,2023-09-11,980488.97,,,144117.1,,,101133,242093.02,356111.74,17795.49,,200161.19,138196.26,,55219.3,269486.11,260649.8,209131.24,,2974583.22
40,2023-09-12,976261.24,,,142557.79,,,99129.04,241511.7,350538.15,17655.62,,197346.7,136205.23,,54156.88,265705.99,258050.81,206389.18,,2945508.33
41,2023-09-13,985932.48,,,145417.93,,,101978.1,246726.23,363260.86,18022.47,,201882.83,140132.48,,55891.42,270865.62,264613.69,209901.12,,3004625.23
42,2023-09-17,971855.01,,,143079.5,,,98620.72,241799.93,353106.14,17421.02,,196646.6,136489.89,,54042.93,265854.35,276546.57,205872.95,,2961335.61
43,2023-09-18,967962.88,,,143631.6,,,99345.66,242985.2,356811.82,17700.83,,197768.97,137028.15,,54557.06,266385.76,277431.03,206159.68,,2967768.64
44,2023-09-19,971124.68,,,144708.4,,,99334.14,243272.43,368290.33,17536.16,,199289.21,139060.15,,55624.42,267769.65,278462.53,207786.59,,2992258.69
45,2023-09-21,979635.01,,,148802.9,,,100821.3,249173.33,387869.66,17595.71,,202811.99,144314.25,,58063.5,273923.84,298157.54,212966.88,,3074135.91
46,2023-09-24,975180.21,,,147102.26,,,99150.66,246498.13,380840.98,17276.05,,199861.22,141955.23,,56912.96,276642.34,293793.8,209498.23,,3044712.07
47,2023-09-25,971672.91,,,146461.23,,,98525.66,245958.29,387523.55,17239.29,,198817.39,141805.9,,56853.5,274928.84,291635.98,207505.97,,3038928.51
48,2023-09-26,973306.12,,,147019.86,,,98343.14,248060.03,399507.25,17239.39,,199932.72,142535.92,,57677.18,278152.78,295305.37,209822.42,,3066902.18
49,2023-09-27,967656.98,,,146279.6,,,97475.23,245085.28,393473.4,17155.09,,198035.95,140563.64,,56854.82,275983.97,292884.76,207245.37,,3038694.09
50,2023-10-01,957224.34,,,144339.28,,,95945.54,241305.75,380396.82,16836.81,,194889.28,138610.98,,55616.35,271803.45,304260.68,204268.22,,3005497.5
51,2023-10-02,957387.57,,,144207.53,,,95054.75,242290.15,383772.91,16889.88,,195234.75,140455.14,,56034.94,273185.66,304558.97,204347.23,,3013419.48
52,2023-10-03,951525.72,,,143159.11,,,93884.01,239739.7,378441.14,16640.24,,193884.21,138728.57,,55321.92,270837.78,302041.13,202427.92,,2986631.45
53,2023-10-04,951469.98,,,143616.51,,,95311.1,240543.89,383626.49,16777.2,,195050.2,139558.76,,55902.02,272180.88,303555.38,203135.57,,3000727.98
54,2023-10-05,947588.64,,,142273.81,,,94195.66,239690.52,380384.02,16752.26,,194065.2,138506.42,,55612.12,270873.72,301764.45,202174.77,,2983881.59
55,2023-10-08,934234.59,,,140704.16,,,91975.07,235830.3,370961.64,16423.68,,190453.19,135878.74,,54504.35,266498.1,294881.54,198103.76,,2930449.12
56,2023-10-09,927319.13,,,140800.79,,,91075.78,233814.06,369695.19,16504.55,,188917.56,135180.84,,54250.19,264387.79,291921.59,197384.08,,2911251.55
57,2023-10-10,919903.77,,,140620.3,,,89635.39,232088.17,363064.63,16358.29,,185722.9,133804.44,,53494.04,262511.96,288805.5,196163.56,,2882172.95
58,2023-10-11,920644.76,,,140425.63,,,91254.18,232769.26,370669.25,16336.69,,185609.86,134147.07,,53786.24,263772.15,290035.87,203540.6,,2902991.56
59,2023-10-12,913714.38,,,139498.6,,,88512.75,231180.36,369505.05,16255.39,,182788.47,132484.79,,53026.24,261714.53,285957.46,202203.71,,2876841.73
60,2023-10-16,906683.03,,,138691.15,,,86699.33,229453.09,362022.81,15935.23,,181096.12,131207.46,,52362.24,257576.27,279959.3,199607.1,,2841293.13
61,2023-10-17,916695.05,,,138990.82,,,86462.86,231326.11,364900.64,15734.96,,180123.89,131557.77,,53043.46,259674.63,282506.69,200507.43,,2861524.31
62,2023-10-18,939294.49,,,140914.22,,,88316.5,235502.77,374160.03,16024.8,,185301.56,135171.81,,53815.62,265545.38,288900.14,204988.95,,2927936.27
63,2023-10-19,940225.32,,,140906.15,,,88027.41,235567.56,370545.78,16023.85,,184504.19,134830.68,,53326.41,264522.32,287891.57,205349.24,,2921720.48
64,2023-10-29,927065.21,,,148973.44,,,85712.03,233266.21,366304.21,15593.05,,180873.52,132788.23,,52566.5,261972.27,282204.52,202003.36,,2889322.55
65,2023-10-30,927514.64,,,147769.83,,,85348.57,233592.55,367085.27,15720.82,,182441.18,133783.65,,53007.13,262246.58,282981.77,202523.42,,2894015.41
66,2023-10-31,920633.64,,,146842.82,,,84886.93,232974.49,364201.83,15673.76,,181339.46,132641.92,,52584.7,260019.53,278888.4,201300.42,,2871987.9
67,2023-11-01,920444.05,,,145397.36,,,84022.24,232444.95,362484.43,15589.61,,180670.17,132133.62,,52386.61,258189.56,277765.53,201465.14,,2862993.27
68,2023-11-02,912333.54,,,145506.94,,,87611.68,230871.24,358475.9,15113.05,,178960.34,131658.72,,51832.39,256286.01,276674.97,200936.37,,2846261.15
69,2023-11-05,898573.22,,,143580.64,,,87950.63,229100.01,354469.35,14792.82,,176846.95,129498.49,,51272.33,253732.66,274789.55,198586.05,,2813192.7
70,2023-11-06,903508.7,,,145564.24,,,91233.82,233640.45,359264.65,15199.1,,181020.76,131073.68,,51696.83,254407.06,278067.18,201334.82,,2846011.29
71,2023-11-07,905365.13,,,146965.7,,,91968.03,236725.07,360594.65,15315.57,,180693.69,131645.89,,52336.1,255980.76,281331.81,204379.94,,2863302.34
72,2023-11-08,907680.67,,,148677.76,,,91371.33,238462.5,362939.6,15347.63,,180265.46,131139.46,,52510.15,256610.58,282783.62,203485.54,,2871274.3
73,2023-11-09,905704.57,,,148296.98,,,90664.71,234745.99,359865.02,15325.02,,179518.98,130568.53,,51820.71,254462.54,279847.31,202193.59,,2853013.95
74,2023-11-20,907572.85,,,145459.07,,,89004.78,234420.55,363596.06,15542.8,,180865.41,132221.23,,51987.28,250838.4,282566.84,203683.76,,2857759.03
75,2023-11-21,902716.19,,,140914.04,,,86668.49,230934.09,358523.71,15368.29,,178337.45,131032.75,,51193.46,243574.47,279266.18,202489.09,,2821018.21
76,2023-11-22,905346.7,,,143511.09,,,89694.68,235200.39,367011.44,15533.77,,180654.35,131264.81,,51868.23,245345.56,282412.55,205057.97,,2852901.54
77,2023-11-23,898785.98,,,144821.45,,,90249.45,234955.14,371019.45,15714.24,,184027.84,133568.46,,52461.78,244638.66,291952.12,205925.8,,2868120.37
78,2023-11-26,915611.02,,,149405.77,,,91879.86,239313.7,382406.14,16277.76,,190787.39,137089.87,,54517.97,249671.62,304930.69,209852.98,,2941744.77
79,2023-11-27,907907.22,,,148198.1,,,92110.72,239003.01,379364.18,16338.28,,189759.41,136806.02,,54098.05,247738.43,302215.35,210882.22,,2924420.99
80,2023-11-28,903128.2,,,149189.38,,,95180.55,238546.68,380078.55,16176.45,,189716.49,136089,,54278.56,246293.67,302006.29,210378.91,,2921062.73
81,2023-11-29,896276.81,,,146004.64,,,94178.05,238949.09,374660.2,16006.22,,186803.33,134369.96,,53570.63,245659.65,297411.9,209514.35,,2893404.83
82,2023-11-30,888046.7,,,144872.27,,,92705.26,237642.2,368175.67,15950.44,,185577.28,133567.64,,52713.72,244059.58,294510.35,207726.1,,2865547.21
83,2023-12-03,883703.1,,,144539.07,,,92201.98,236367.46,366498.79,15874.98,,184785.3,132949.98,,52423.07,244223.64,293766.66,206964.08,,2854298.11
84,2023-12-04,878173.16,,,144032.9,,,92033.04,234882.3,366056.31,15803.49,,185431.84,132987.46,,52712.42,244234.8,296630.52,206044.43,,2849022.67
85,2023-12-05,876051.32,,,140324.25,,,90451.22,233705.95,363859.82,15626.88,,184639.97,132434.75,,52286.58,242116.99,297119.21,204944.09,,2833561.03
86,2023-12-06,875251.41,,,139334.23,,,90091.8,234827.39,363579.88,15694.27,,186109.81,132553.17,,52176.56,243375.47,300734.11,204967.46,,2838695.56
87,2023-12-07,880615.25,,,140281.34,,,90678.2,235115.74,372802.7,15614.8,,190051.78,133299.38,,52539.69,243581.89,300989.36,206685.46,,2862255.59
88,2023-12-10,930656.32,,,147022.29,,,96772.57,245726.62,399053.9,16532.33,,199989.97,142086.18,,56004.92,257355.78,316953.51,220111.13,,3028265.52
89,2023-12-11,918893.29,,,147422.42,,,95396.99,242705.1,396326.73,16348.54,,202747.27,139116.02,,55271.62,258512.01,314626.33,217138.99,,3004505.31
90,2023-12-12,920889.83,,,151102.36,,,99532.56,249263.11,409084.44,16699.11,,207588.08,141541.08,,57060.66,262522.8,324243.91,221494.0,,3061021.94
91,2023-12-13,924654.7,,,152368.87,,,97913.86,250104.17,410759.15,16684.74,,204866.48,143169.09,,57258.81,264701.39,320519.21,222039.72,,3065040.19
92,2023-12-14,924386.84,,,153215.21,,,98079.59,255271.4,415370.74,16530.19,,205915.96,145087.48,,57466.48,263426.43,320085.37,221688.15,,3076523.84
93,2023-12-17,918117.43,,,154698.97,,,99655.29,260575.09,438447.85,16490.88,,208038.35,148935.39,,58507.36,266439.74,320796.54,228623.57,,3119326.46
94,2023-12-18,937000.41,,,159060.68,,,102899.59,264896.44,436983.2,16631.05,,208293.29,151627.2,,60019.28,281174.84,323848.45,235726.31,,3178160.74
95,2023-12-19,960081.36,,,166613.07,,,110042.1,267312.98,440532.56,16801.64,,212589.78,153742.75,,60271.87,285566.84,346673.74,241462.83,,3261691.52
96,2023-12-20,966084.04,,,178533.79,,,107960.33,269972.39,448974.45,17844.54,,212398.71,153969.81,,60722.24,288237.49,353607.82,258191.28,,3316496.89
97,2023-12-21,947986.96,,,182761.85,,,104732.34,267625.71,456494.03,17945.41,,210848.48,148994.45,,58837.48,282393.82,343753.32,253963.31,,3276337.16
98,2023-12-24,933308.58,,,177718.71,,,103180.16,270234.52,456895.3,17386.98,,212037.48,146923.58,,57867.52,278475.82,345555.29,244082.48,,3243666.42
99,2023-12-27,925047.17,,,174386.06,,,101573.69,266726.49,456763.96,16982.91,,214505.97,146345.63,,57434.93,275108.14,341767.11,240254.4,,3216896.46
100,2023-12-28,920401.34,,,176729.64,,,103567.12,266450.11,455483.49,16692.41,,214997.82,145265.03,,57272.94,274497.19,340506.26,242030.71,,3213894.06
101,2024-01-01,920524.18,,,178632.89,,,101827.99,265574.11,447709.03,16768.7,,213372.97,145419.44,,56809.38,274070.51,334958.92,244632.79,,3200300.91
102,2024-01-02,909897.47,,,176368.24,,,98550.34,263797.42,441748.35,16586.92,,207465.84,143561.33,,56039.45,270503.44,324938.03,244154.2,,3153611.03
103,2024-01-03,913170.34,,,180050.12,,,101218.28,267815.92,455393.85,16616.19,,211637.02,145170.95,,57039.25,272068.17,327390.43,249385.53,,3196956.05
104,2024-01-04,908150.66,,,178919.55,,,100738.75,257905.95,463853.21,17005.93,,209661.06,143974.82,,56516.56,271239.11,323285.12,252166.25,,3183416.97
105,2024-01-07,891678.21,,,175993.68,,,99406.66,253100.31,470119.94,16640.48,,206149.47,142270.93,,55734.55,270017.6,315508,247268.85,,3143888.68
106,2024-01-08,897004.87,,,176992.69,,,101005.44,293616.49,483360.49,16808.87,,209087.13,145515.16,,57165.98,273203.07,327250.51,253728.93,,3234739.63
107,2024-01-09,903020.85,,,176918.88,,,103757.77,299189.76,481160.67,16965.22,,210361.52,153099.76,,59247.79,276256.98,330277.34,256881.43,,3267137.97
108,2024-01-10,913206.39,,,178901.88,,,102885.31,305802.76,478749.32,16968.17,,210218.29,152377.17,,59186.29,279076.23,329437.61,255250.96,,3282060.38
109,2024-01-11,912267.2,,,178101.85,,,101852.68,306549.91,486231.36,17034.97,,208995.32,150962.35,,58658.14,281395.68,326000.33,253021.27,,3281071.06
110,2024-01-14,916563.33,,,179946.74,,,101832.88,315069.12,508546.39,16874,,209018.34,152839,,59567.71,286912.48,327399.25,256180.8,,3330750.04
111,2024-01-16,935238.96,,,184445.01,,,102892.98,323347.82,526431.74,17237.15,,213039.72,156872.37,,62401.53,295594.96,333239.57,265682.3,,3416424.11
112,2024-01-17,939043.33,,,180857.18,,,101430.47,329625.03,511685.53,16958.83,,212419.86,157181.51,,60210.85,296448.34,329257.54,262293.38,,3397411.85
113,2024-01-18,933174.84,,,178535.57,,,99988.55,333911.57,515776.44,16806.28,,210148.72,156148.08,,60335.21,293385.41,327525.73,260300.39,,3386036.79
114,2024-01-21,910548.04,,,176246.36,,,98300.35,338524.27,516830.89,16613.12,,208289.92,152066.39,,58794.04,289217.51,325110.26,255224.5,,3345765.65
115,2024-01-22,900422.37,,,173923.98,,,97742.3,332392.08,505243.42,16671.35,,205704.07,149713.93,,57743.85,283578.22,322682.93,250484.99,,3296303.49
116,2024-01-23,896601.27,,,173516.08,,,102384.33,334270.12,502280.26,16527.86,,207220.16,149828.53,,57906.26,283207.58,320536.09,251396.62,,3295675.16
117,2024-01-24,897474.08,,,173136.23,,,102258.63,332361.66,495880.25,16347.71,,206612.0,148333.33,,57619.24,282908.87,319396.45,247243.65,,3279572.1
118,2024-01-25,899224.56,,,172969.43,,,101195.2,330508.86,495800.1,16433.04,,205720.31,148552.7,,57704.89,281533.18,318021.78,245706.65,,3273370.7
119,2024-01-28,898382.52,,,172119.54,,,99309.85,334901.35,502404.36,16464.68,,206794.55,150369.15,,58180.13,283102.49,319637.35,247998.99,,3289664.96
120,2024-01-29,897809.08,,,172922.48,,,99421.94,340394.53,509736.08,16538.67,,206557.79,150476.44,,58470.99,282938.93,321959.91,250432.35,,3307659.19
121,2024-01-30,896255.39,,,174083.2,,,101011.14,352538.92,517263.8,16830.63,,206481.49,150947.34,,58470.23,282069.85,323065.41,252031.24,,3331048.64
122,2024-01-31,890965.45,,,174332.98,,,98947.48,350263.11,509795.73,16540.59,,204286.57,148028.4,,57348.34,279050.39,318650.45,248780.46,,3296989.95
123,2024-02-01,880060.66,,,172010.69,,,98185.32,343225.12,497806.62,16537.8,,201929.65,146091.53,,57469.79,274942.12,314577.17,245557.43,,3248393.9
124,2024-02-04,877984.05,,,171721.11,,,97683.55,339631.09,495702.48,16526.82,,202977.26,147057.93,,57702.96,274396.86,312856.24,245802.44,,3240042.79
125,2024-02-05,879214.42,,,171532.56,,,97482.25,355538.68,499121.15,16550.16,,202144.1,148014.67,,57903.44,275740.44,313441.84,247041.85,,3263725.56
126,2024-02-06,880832.48,,,173391.92,,,98221.67,353577.24,503001.89,16459.48,,204309.36,149294.36,,58087.6,278039.1,315812.12,247543.04,,3278570.26
127,2024-02-07,883142.5,,,173142.91,,,99702.03,348117.09,507777.3,16439.65,,203511.94,149745.94,,58064.11,278059.01,320070.51,248535.5,,3286308.49
128,2024-02-08,882709.52,,,173608.77,,,100064.73,345817.55,514996.08,16624.42,,204308.05,150702.75,,58170.58,279613.32,319698.25,248928.6,,3295242.62
129,2024-02-11,875747.15,,,168606.72,,,98472.63,345737.7,516153.31,16365.24,,203505.14,150841.68,,57878.82,278413.39,318784.55,248227.41,,3278733.74
130,2024-02-12,876251.29,,,172356.15,,,98835.8,345557.14,525621.68,16438.42,,206965.17,151693.8,,58551.7,279312.33,319927.38,251330.94,,3302841.8
131,2024-02-13,866645.04,,,170574.01,,,97050.19,337694.5,522524.45,16351.96,,203235.61,148040.26,,57259.81,274980.76,314305.05,246132.57,,3254794.21
132,2024-02-14,865399.1,,,170751.02,,,96868.2,341315.07,521801.02,16289.95,,204058.87,151576.76,,61020.35,275921.7,313444.75,245642.72,,3264089.51
133,2024-02-15,860425.9,,,171022.89,,,96248.91,335785.09,520226.31,16141.93,,202558.9,149444.68,,59362.08,274620.77,311294.82,244212.72,,3241345
134,2024-02-18,854772.18,,,169859.32,,,95132.81,331325.99,509007.61,15903.22,,198670.72,146893.18,,57757.11,271708.42,307117.9,240421.34,,3198569.8
135,2024-02-20,851115.94,,,171077.09,,,94955.91,334986.03,507388.06,15847.41,,198604.91,147262.83,,58174.25,269673.77,305844.3,240866.29,,3195796.79
136,2024-02-21,848774.49,,,175948.63,,,94262.08,332044.21,502878.18,15783.96,,197991.35,146362.66,,58024.86,268948.19,304959.11,239661.06,,3185638.78
137,2024-02-22,840555.72,,,177959.76,,,92863.42,329048.75,493298.24,15688.75,,195093.53,145083.56,,58221.74,267546.1,301683.8,235957.29,,3153000.66
138,2024-02-25,826772.73,,,179391.14,,,91442.08,324316.38,481316.29,15507.17,,193973.75,143537.92,,59040.92,263935.78,300073.84,231547.78,,3110855.78
139,2024-02-26,828453.02,,,183905.8,,,92775.31,326774.63,487888.81,15715.04,,194410.75,144327.38,,58892.5,263777.1,301024.1,233792.68,,3131737.12
140,2024-02-27,832420.83,,,190381.21,,,92723.16,326597.59,490166.83,15888.88,,195863.37,144530.97,,58727.23,264740.42,300783.91,233594.9,,3146419.3
141,2024-02-28,826689.9,,,199836.35,,,92762.97,327086.14,486042.06,16765.94,,195156.38,142921.47,,58159.47,264329.27,299247.88,236053.64,,3145051.47
142,2024-02-29,819346.55,,,198913.03,,,90555.57,322148.41,473294.21,16344.24,,193785.21,140494.31,,56290.32,260970.02,295295.3,232424.86,,3099862.03
143,2024-03-03,814238.61,,,200226.83,,,91049.91,318841.07,469329.79,15930.74,,192716.42,139838.24,,55838.54,259620.77,292543.96,231161.29,,3081336.17
144,2024-03-04,862644.99,,,210545.77,,,96134.83,340382.82,506227.22,16513.6,,201170.62,148811.75,,59266.34,267645.23,311050.23,245955.87,,3266349.27
145,2024-03-05,836677.49,,,201693.19,,,92579.44,325552.7,484427.17,16156.95,,195939.84,143375.41,,57633.7,264239.06,300175.46,237376.72,,3155827.13
146,2024-03-06,835793.64,,,203313.7,,,93377.6,329374.71,489025.55,16367.2,,196486.29,143566.13,,58601.98,266110.65,300097.64,238391.61,,3170506.7
147,2024-03-07,840402.8,,,203643.74,,,93144.66,331650.83,494649.28,16324.92,,199560.45,144656.15,,58763.93,268282.31,301219.94,239458.9,,3191757.91
148,2024-03-10,846704.23,,,205509.92,,,94197.13,332598.61,494053.15,16432.51,,202241.6,146218.22,,59590.9,279585.91,306863.37,242502.41,,3226497.96
149,2024-03-12,872972.27,,,210335.75,,,97902.34,338042.1,498981.53,16710.68,,208621.22,149399.56,,60941.36,293726.64,323864.22,247044.54,,3318542.21
150,2024-03-13,872090.7,,,210036.72,,,96786.15,339625.45,493533.75,16727.83,,207462.4,149936.81,,62360.06,295036.29,324181.18,246852.34,,3314629.68
151,2024-03-14,862100.03,,,207790.21,,,95936.34,336466.8,490427.18,16606.42,,203917.03,147925.02,,61683.06,288865.03,315586.23,243555.51,,3270858.86
152,2024-03-17,856696.24,,,208406.55,,,94437.01,332871.32,484728.31,16533.81,,203455.37,149144.68,,62068.8,288751.8,314965.99,242097.29,,3254157.17
153,2024-03-18,856409.42,,,206688.09,,,95298.46,334123.68,486412.27,16617.41,,203241.52,151087.15,,62739.49,290565.92,315148.36,240980.99,,3259312.76
154,2024-03-19,849663.91,,,232270.81,,,95180.3,331934.03,484034.01,16398.12,,202603.04,149971.51,,64060.25,296477.88,315361.02,239988.17,,3277943.05
155,2024-03-20,848149.55,,,228898.27,,,94625.39,329665.32,482319.78,16411.52,,202597.2,149443.93,,63722.62,303934.27,313767.73,239107.56,,3272643.14
156,2024-03-21,842434.4,,,228748.33,,,93657.54,326950.17,478264.87,16519.36,,200905.46,148772.93,,63614.9,299921.36,311187.3,237280.72,,3248257.34
157,2024-03-25,832103.53,,,233763.49,,,94086.15,325165.79,472879.96,16570.23,,199348.62,146544.41,,63072.97,293143.42,308184.82,236418.29,,3221281.68
158,2024-03-26,832487.41,,,238712.7,,,94529.21,325566.18,480393.76,16546.82,,199388.79,147223.18,,63035.1,294387.43,307605.02,237487.09,,3237362.69
159,2024-03-27,827760.26,,,240886.72,,,93822.82,323834.02,478591.79,16280.99,,198232.21,145449.05,,61948.56,292343.47,305169.74,235856.28,,3220175.91
160,2024-03-28,826705.14,,,246682.03,,,93597.02,324720.35,480148.36,16256.88,,196917.07,145688.83,,62250.74,290934.76,306047.49,237811.09,,3227759.76
161,2024-03-31,822244.77,,,237660.11,,,92877.01,322388.71,479726.49,15973.28,,197164.55,144086.26,,61861.01,287425.19,302991.12,235919.81,,3200318.31
