Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,2006-10-30 00:00:00,67551.19,2513.51,3027.41,3623.34,1051.2,77766.65,
,2006-10-31 00:00:00,68147.78,2513.51,3027.41,3624.99,1056,78369.69,
,2006-11-01 00:00:00,66210.31,2513.51,3027.41,3624.99,1068,76444.22,
,2006-11-02 00:00:00,68704.5,2513.51,3027.41,3628.99,1080,78954.41,
,2006-11-05 00:00:00,69137.27,2513.51,2969.91,3626.3,1082.4,79329.39,
,2006-11-06 00:00:00,70071.01,2513.51,2969.61,3625.52,1089.6,80269.26,
,2006-11-07 00:00:00,71119.08,2513.51,2994.61,3627.52,1092,81346.72,
,2006-11-08 00:00:00,73895.86,2531.93,3939.61,3624.17,1104,84095.57,
,2006-11-09 00:00:00,75916.47,2531.93,2992.11,3619.17,1159.2,86218.88,
,2006-11-12 00:00:00,76901.86,2531.93,2994.61,3624,1183.2,87235.59,
,2006-11-13 00:00:00,74579.66,2531.93,2997.61,3629.62,1204.8,84943.62,
,2006-11-14 00:00:00,74821.08,2531.93,3050.11,3635.3,1204.8,85243.22,
,2006-11-15 00:00:00,74622.91,2531.93,3075.11,3641.33,1305.6,85176.87,
,2006-11-16 00:00:00,74453.14,2531.93,3072.5,3648.06,1370.4,85076.02,
,2006-12-14 00:00:00,84509.23,2577.96,3363.4,3752.91,1800,96003.5,
,,,,,,,,
,Sectorwise Classified Companies - Market Capitalization,,,,,,,
, Sectorwise Market Capitalization during Mangsir 2063 (16 Nov 2006 to 16 Dec 2006),,,,,,,
,Date,Com.,  Manufacturing,Insurance,Finance,Dev.,Total,
,Mangsir 063,Bank,& Processing,,,Bank,Rs. Millions,
,2006-11-19 00:00:00,74548.32,2531.93,3075.5,3646.52,1370.4,85172.66,
,2006-11-20 00:00:00,73950.15,2531.93,3075.8,3644.54,1440,86462.42,
,2006-11-21 00:00:00,74042.96,2531.93,3075.8,3645.74,1512,84808.43,
,2006-11-23 00:00:00,75440.28,2531.93,3080.8,3647.74,1562.4,86263.15,
,2006-11-26 00:00:00,77322.21,2531.93,3080.8,3647.74,1716,88298.68,
,2006-11-27 00:00:00,78325.76,2531.93,3088.3,3645.94,1800,89391.93,
,2006-11-28 00:00:00,79801.1,2531.93,3115.8,3657.38,1800,90906.21,
,2006-11-29 00:00:00,82645,2531.93,3115.8,3657.38,1932,93882.11,
,2006-11-30 00:00:00,81261.03,2531.93,3115.8,3656.88,1920,92485.64,
,2006-12-03 00:00:00,79966.93,2531.93,3115.8,3656.88,1860,91131.54,
,2006-12-04 00:00:00,79291.66,2531.93,3115.8,3676.88,1881.6,90497.87,
,2006-12-05 00:00:00,78865.44,2531.93,3115.8,3679.07,1896,90088.24,
,2006-12-06 00:00:00,78471.28,2531.93,3170.4,3660.49,1932,89766.09,
,2006-12-07 00:00:00,78954.58,2536.53,3207.9,3691.9,1944,90334.91,
,2006-12-10 00:00:00,79920.77,2536.53,3207.9,3709.9,1944,91319.09,
,2006-12-11 00:00:00,80873.57,2536.53,3275.9,3715.51,1944,92345.51,
,2006-12-12 00:00:00,82377.82,2536.53,3283.4,3715.51,1944,93857.26,
,2006-12-13 00:00:00,83615.59,2536.53,3358.4,3720.91,1944,95175.43,
,2006-12-14 00:00:00,84509.23,2577.96,3363.4,3752.91,1800,96003.5,
,,,,,,,,
,Sectorwise Classified Companies - Market Capitalization,,,,,,,
, Sectorwise Market Capitalization during Poush 2063 (16 Dec 2006 to 16 Jan 2007),,,,,,,
,Date,Com.,  Manufacturing,Insurance,Finance,Dev.,Total,
,Poush 063,Bank,& Processing,,,Bank,Rs. Millions,
,2006-12-17 00:00:00,85508.73,2577.96,3363.4,3754.71,1833.6,97038.4,
,2006-12-18 00:00:00,85595.69,2577.96,3535.9,3796.71,1807.2,97313.46,
,2006-12-19 00:00:00,84662.18,2577.96,3535.9,3785.23,1807.2,96368.46,
,2006-12-20 00:00:00,83207.17,2577.96,3558.9,3837.95,1944,95125.98,
,2006-12-21 00:00:00,83619.22,2577.96,3586.4,3837.95,1922.4,95543.93,
,2006-12-24 00:00:00,84123.62,2577.96,3618.9,4001.25,1956,96277.73,
,2006-12-25 00:00:00,84337,2577.96,3618.9,4037.25,1932,96503.11,
,2006-12-26 00:00:00,84133.34,2577.96,3627.3,4037.25,1932,96307.85,
,2006-12-27 00:00:00,83889.82,2577.96,3781.9,4087.25,1958.4,96295.33,
,2006-12-28 00:00:00,83207.1,2624,3944.4,4160.25,1965.6,95901.34,
,2006-12-31 00:00:00,82663.53,2624,3952.16,4170.25,1965.6,95375.54,
,2007-01-01 00:00:00,82348.47,2624,4039.66,4212.25,1982.4,95206.77,
,2007-01-02 00:00:00,81367.52,2624,4127.16,4331.29,2080.8,94530.77,
,2007-01-03 00:00:00,80209.69,2624,4392.72,4372.81,2174.4,93773.62,
,2007-01-04 00:00:00,81391.33,2670.03,4505.22,4441.95,2172,95180.53,
,2007-01-07 00:00:00,82641.07,2670.03,4505.22,4577.95,2208,96602.26,
,2007-01-08 00:00:00,83150.47,2670.03,4560.22,4618.35,2280,97279.07,
,2007-01-09 00:00:00,84137.05,2670.03,4559.66,4753.75,2280,98400.49,
,2007-01-10 00:00:00,84442.03,2670.03,4668.16,4905.35,2316,99001.57,
,2007-01-11 00:00:00,83845.7,2670.03,4710.66,5103.15,2328,98657.53,
,2007-01-14 00:00:00,84104,2670.03,4898.16,5306.15,2328,99306.33,
,,,,,,,,
,Sectorwise Classified Companies - Market Capitalization,,,,,,,
, Sectorwise Market Capitalization during Magh 2063 (15 Jan 2007 to 15 Feb 2007),,,,,,,
,Date,Com.,  Manufacturing,Insurance,Finance,Dev.,Total,
,Magh 063,Bank,& Processing,,,Bank,Rs. Millions,
,2007-01-15 00:00:00,84134.65,2670.02,4897.6,5317.04,2328,99347.32,
,2007-01-17 00:00:00,83953.46,2670.03,4899.8,5326.83,2328,99178.12,
,2007-01-18 00:00:00,83581.66,2670.03,4864.1,5333.98,2328,98777.77,
,2007-01-21 00:00:00,82662.79,2670.03,4911.9,5287.78,2268,97800.5,
,2007-01-22 00:00:00,82344.5,2670.03,4949.4,5119.28,2256,97339.21,
,2007-01-24 00:00:00,82262.53,2670.03,4949.4,5014.08,2232,97128.05,
,2007-01-25 00:00:00,84406.9,2670.03,4914.1,5188.2,2232,99411.22,
,2007-01-28 00:00:00,83921.43,2670.03,4914.1,5199.4,2220,98924.96,
,2007-01-29 00:00:00,82615.8,2670.03,4738.5,5196.85,2229.6,97450.78,
,2007-01-31 00:00:00,82864.28,2670.03,4741,5252.24,2229.6,97757.15,
,2007-02-01 00:00:00,83850.17,2670.03,4768.2,5303.34,2215.2,98806.93,
,2007-02-04 00:00:00,83470.76,2670.03,4770.4,5317.43,2215.2,98443.82,
,2007-02-05 00:00:00,83211.99,2670.03,4761.4,5391.83,2244,98279.24,
,2007-02-06 00:00:00,83173.55,2670.03,4711.4,5468.93,2280,98303.9,
,2007-02-07 00:00:00,82976.74,2670.03,4687,5444.29,2280,98158.06,
,2007-02-08 00:00:00,83605.61,2670.03,4706.7,5558.94,2280,98821.27,
,2007-02-11 00:00:00,83865.21,2670.03,4724.6,5632.71,2280,99172.55,
,2007-02-12 00:00:00,83699.09,2670.03,4757,5670.53,2280,99076.64,
,,,,,,,,
,Sectorwise Classified Companies - Market Capitalization,,,,,,,
, During Falgun 2063 (13 Feb 2007 to 14 March 2007),,,,,,,
,Date,Com.,Manufacturing,Insurance,Finance,Hydro,Dev.,Total
,Falgun 063,Bank,& Processing,,,Power,Bank,Rs. Millions
,2007-02-13 00:00:00,85176.59,2670.95,3439.8,6836.33,5873.28,2396.48,106393.43
,2007-02-14 00:00:00,85456.81,2670.95,3440.4,6888.39,5763.84,2399.98,106620.37
,2007-02-15 00:00:00,85574.25,2670.95,3455.1,6902.45,5727.36,2399.98,106730.09
,2007-02-18 00:00:00,84881.13,2670.95,5470.1,7493.3,5654.4,2399.98,108569.87
,2007-02-20 00:00:00,84230.57,2670.95,3697.6,7551.59,5544.96,2399.98,106095.65
,2007-02-21 00:00:00,83501.45,2670.95,3827.75,7496.14,5472,2351.98,105320.27
,2007-02-22 00:00:00,83575.03,2670.95,3834.95,7579.77,5472,2351.98,105484.69
,2007-02-25 00:00:00,83418.13,2670.95,3847.76,7579.77,5472,2351.98,105484.69
,2007-02-26 00:00:00,83334.91,2670.95,3859.37,7636.8,5472,2356.98,105331.02
,2007-02-27 00:00:00,82514.61,2762.1,3873.52,7661.45,5435.52,2360.98,104608.18
,2007-02-28 00:00:00,82394.68,2900.21,3873.52,7676.64,5435.52,2360.98,104641.55
,2007-03-01 00:00:00,81622.98,3038.31,3884.92,7518.08,5435.52,2365.48,103865.3
,2007-03-04 00:00:00,81095.55,3038.31,3899.07,7484.08,5326.08,2326.08,103052.58
,2007-03-05 00:00:00,79416.04,3099.08,3906.57,7368.36,5253.12,2213.98,101257.15
,2007-03-06 00:00:00,76793.5,3099.08,3912.57,7267.65,5216.64,2110.78,98400.22
,2007-03-07 00:00:00,74548.36,3099.08,3912.57,7288.13,5180.16,2050.98,96079.28
,2007-03-08 00:00:00,77217.45,3099.08,3920.12,7296.19,5326.08,2002.98,98861.9
,2007-03-11 00:00:00,79281.36,3099.08,3917.37,7351.49,5472,2000.58,101121.88
,2007-03-12 00:00:00,80153.34,3130.38,3918.58,7396.22,5544.96,2026.98,102170.47
,2007-03-13 00:00:00,79877.11,3176.42,3919.7,7393.22,5544.96,2038.98,101950.39
,2007-03-14 00:00:00,78891.41,3176.42,3626,7391.31,5544.96,2038.98,100669.07
,,,,,,,,
,Sectorwise Classified Companies - Market Capitalization,,,,,,,
, During Chaitra 2063 (15 March 2007 to 12 Apr 2007),,,,,,,
,Date,Com.,Manufacturing,Insurance,Finance,Hydro,Dev.,Total
,Chaitra 2063,Bank,& Processing,,,Power,Bank,Rs. Millions
,2007-03-15 00:00:00,78681.61,3176.42,3622.7,7352.96,5472,2020.98,100326.67
,2007-03-21 00:00:00,78449.13,3176.42,3637.4,7356.99,5406.34,2020.98,100047.25
,2007-03-22 00:00:00,77513.05,3176.42,3625.7,7302.83,5260.42,1996.98,98875.39
,2007-03-25 00:00:00,78166.12,3176.42,3637.4,7336.99,5326.08,2020.98,99663.98
,2007-03-28 00:00:00,76271.81,3176.42,3625.7,7244.83,5180.16,1984.98,97483.89
,2007-03-29 00:00:00,76148.39,3130.38,3623.9,7165.54,5107.2,2008.98,97184.4
,2007-04-01 00:00:00,80784.52,3130.38,3623.9,7190.74,5399.04,1999.38,102127.96
,2007-04-02 00:00:00,82273.04,2950.84,3623.9,7237.02,5326.08,2004.38,103415.26
,2007-04-03 00:00:00,80960.92,2909.41,3623.9,7154.84,5289.6,1965.98,101904.65
,2007-04-04 00:00:00,78563.18,2872.58,3623.9,7145.32,5289.6,1923.48,99418.07
,2007-04-05 00:00:00,78073.24,2854.17,3623.9,7142.72,5216.64,1894.68,98805.36
,2007-04-08 00:00:00,77951.55,2854.17,3623.9,7131.91,5216.64,1875.48,98653.65
,2007-04-09 00:00:00,77875.56,2854.17,3620.6,7111.73,5180.16,1827.48,98469.7
,2007-04-10 00:00:00,82597.2,2808.14,3620.6,7311.05,5180.16,2034.5,103551.65
,2007-04-11 00:00:00,83297.45,2808.14,3612.3,7211.86,5180.16,2034.5,104144.41
,2007-04-12 00:00:00,84736.1,2854.17,3612.3,7188.86,5289.6,1855.03,105536.06
,,,,,,,,
,Sectorwise Classified Companies - Market Capitalization,,,,,,,
, During Baishakh 2064 (15 Apr 2007 to 14 May 2007),,,,,,,
,Date,Com.,Manufacturing,Insurance,Finance,Hydro,Dev.,Total
,Baishakh 064,Bank,& Processing,,,Power,Bank,Rs. Millions
,2007-04-15 00:00:00,85696.61,2854.17,3612.3,7194.61,5326.08,1852.34,106536.11
,2007-04-16 00:00:00,85835.01,2854.17,3612.3,7200.93,5289.6,1847.28,106639.3
,2007-04-17 00:00:00,86156.55,2854.17,3612.3,7213.14,5289.6,1803.14,106928.91
,2007-04-18 00:00:00,86753.16,2854.17,3612.3,7218.75,5289.6,1808.52,107536.51
,2007-04-19 00:00:00,87286.6,2854.17,3612.3,7292.77,5289.6,1820.77,108156.22
,2007-04-22 00:00:00,87185.46,2854.17,3552.9,7306.77,5253.12,1836.9,107989.32
,2007-04-23 00:00:00,86929.54,2854.17,3552.9,7305.27,5253.12,1836.9,107731.9
,2007-04-25 00:00:00,87159.24,2854.17,3554.4,7303.08,5180.16,1874.91,107925.6
,2007-04-26 00:00:00,88022.61,2854.17,3555.5,7403.75,5253.12,1912.54,109001.69
,2007-04-29 00:00:00,88821.52,2854.17,3404.95,7488.29,5362.56,1912.54,109844.03
,2007-04-30 00:00:00,89828.86,2854.17,3412.45,7594.19,5340.67,1899.1,110929.44
,2007-05-03 00:00:00,90321.27,2854.17,3309.95,7618.67,5362.56,1899.1,111365.72
,2007-05-06 00:00:00,90379.62,2854.17,3319.25,7646.31,5369.86,1885.66,111454.87
,2007-05-07 00:00:00,90577.64,2854.17,3319.25,7683.44,5406.34,1872.22,111713.07
,2007-05-08 00:00:00,90635.87,2854.17,3319.25,7681.8,5544.96,1872.22,111908.28
,2007-05-09 00:00:00,90772.05,2854.17,3259.25,7693.52,5654.4,1888.35,112121.74
,2007-05-10 00:00:00,90694.96,2854.17,3259.25,7465.44,5727.36,1901.79,111902.97
,2007-05-13 00:00:00,90323.29,2854.17,3253.25,7460.38,5763.84,1902.06,111557
,2007-05-14 00:00:00,89368.22,2854.17,3259.25,7466.98,576.84,1905.3,110617.77
,,,,,,,,
,Sectorwise Classified Companies - Market Capitalization,,,,,,,
, During Jestha 2064 (15 May 2007 to June 2007),,,,,,,
,Date,Com.,Manufacturing,Insurance,Finance,Hydro,Dev.,Total
,Jestha 2064,Bank,& Processing,,,Power,Bank,Rs. Millions
,2007-05-15 00:00:00,89004.78,2854.17,3234.25,7493.99,5763.84,1911.3,110262.34
,2007-05-16 00:00:00,89314.41,2854.17,3215.75,7504.19,5763.84,1913.99,110566.35
,2007-05-17 00:00:00,89803.57,2854.17,3215.75,7554.56,5727.36,1913.99,111069.4
,2007-05-20 00:00:00,91086.35,2854.17,3215.75,7608.61,5654.4,1919.36,112338.65
,2007-05-21 00:00:00,91217.72,2854.17,3178.25,7618.95,5581.44,1924.74,112375.27
,2007-05-22 00:00:00,90956.66,2854.17,3183.05,7618.85,5508.48,1932.8,112054.02
,2007-05-23 00:00:00,90854.77,2854.17,3183.05,7624.21,5544.96,1948.93,112010.09
,2007-05-24 00:00:00,91094.94,2854.17,3183.05,7664.07,5654.4,1951.62,112402.26
,2007-05-27 00:00:00,91094.94,2854.17,3183.05,7663.77,5654.4,1951.62,112401.96
,2007-05-28 00:00:00,91592.1,2854.17,3186.35,7671.77,5654.4,1986.56,112945.36
,2007-05-29 00:00:00,93135.99,2854.17,3189.65,7678.06,5690.88,2009.38,114558.13
,2007-05-30 00:00:00,95356.28,2854.17,3189.65,7702.22,5705.47,2076.58,116884.38
,2007-05-31 00:00:00,95257.83,2854.17,3186.65,7732.47,5763.84,2248.24,117043.19
,2007-06-03 00:00:00,94777.05,2854.17,3199.85,7739.65,5763.84,2254.74,116589.3
,2007-06-04 00:00:00,95503.72,2854.17,3214.77,7732.47,5763.84,2248.24,117043.19
,2007-06-05 00:00:00,95902.39,2854.17,3209.07,7828.66,5822.21,2209.66,117826.17
,2007-06-06 00:00:00,97200.7,2854.17,3211.88,7833.52,5836.8,2204.37,119141.44
,2007-06-07 00:00:00,97658.78,2992.28,3211.88,7835.72,5800.32,2227.9,119726.87
,2007-06-10 00:00:00,99457.26,2992.28,3209.38,7867.17,5909.76,2227.9,121663.75
,2007-06-11 00:00:00,100697.48,2992.28,3209.38,7867.5,6055.68,2227.9,123050.21
,2007-06-12 00:00:00,102627.25,2992.28,3207.28,7874.14,6055.68,2227.9,124984.53
,2007-06-13 00:00:00,104920.11,2992.28,3217.28,7893.43,6274.56,2241.34,127538.99
,2007-06-14 00:00:00,102949.8,2992.28,3217.28,7893.43,5982.72,2241.34,125276.84
,,,,,,,,
,Sectorwise Classified Companies - Market Capitalization,,,,,,,
, During Ashadh 2064 (15 June 2007 to 16 July 2007),,,,,,,
,Date,Com.,Manufacturing,Insurance,Finance,Hydro,Dev.,Total
,Ashadh 2007,Bank,& Processing,,,Power,Bank,Rs. Millions
,2007-06-17 00:00:00,101609.77,2992.28,3220.28,7905.33,5909.76,2254.78,123892.19
,2007-06-18 00:00:00,99989.71,2992.28,3232.08,7904.01,6092.16,2254.78,122465.01
,2007-06-19 00:00:00,100925.99,2992.28,3232.64,7903.69,6208.9,2250.28,123513.78
,2007-06-20 00:00:00,103622.23,2992.28,3232.64,7909.34,6384,2250.28,126390.76
,2007-06-21 00:00:00,104723.78,2992.28,3232.64,7921.22,6311.04,2277.16,127458.12
,2007-06-24 00:00:00,104492.62,2992.28,3267.64,7930.09,6493.44,2277.16,127453.22
,2007-06-25 00:00:00,105515.26,2992.28,3272.64,7939.27,6493.44,2312.48,128525.37
,2007-06-26 00:00:00,105749.52,3038.31,3280.44,7961.18,6493.44,2325.92,128848.8
,2007-06-27 00:00:00,105395.53,3038.31,3284.64,7965.86,6493.44,2339.36,128517.14
,2007-06-28 00:00:00,Market remain closed due to SEBO brings new regulation which cant be adopted without required amendment.,,,,,,
,2007-07-01 00:00:00,105513.66,3038.31,3305.24,7965.13,6493.44,2339.36,128655.14
,2007-07-02 00:00:00,106671.79,3038.31,3317.74,7959.53,6493.44,2339.36,129820.17
,2007-07-03 00:00:00,107486.26,3038.31,3342.74,7948.38,6347.52,2340.73,130503.94
,2007-07-04 00:00:00,109345.8,3111.97,3342.74,7948.38,6566.4,2313.85,132629.14
,2007-07-05 00:00:00,109954.63,3111.97,3345.24,7963.33,6456.96,2313.85,133145.98
,2007-07-09 00:00:00,110300.81,3130.38,3345.24,7959.58,6566.4,2313.85,133616.27
,2007-07-10 00:00:00,111611.38,3130.38,3345.8,8004.66,6675.84,2313.85,135081.91
,2007-07-11 00:00:00,114601.69,3130.38,3345.8,8029.99,6712.32,2313.85,138134.03
,2007-07-12 00:00:00,117068.02,3130.38,3345.8,8013.11,6675.84,2300.41,140533.56
,2007-07-15 00:00:00,120256.95,3130.38,3345.8,8016.86,6858.24,2300.41,143908.65
,2007-07-16 00:00:00,126891.82,3130.38,3383.3,8046.41,6858.24,2354.61,150664.76
