Nepal Stock Exchange Limited,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,Finance Group,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share, Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Finance & Saving Co. Ltd.,200000,100,20,8.01,1.14,82,164,132,147,29.4
2,NIDC Capital Markets,600000,100,60,36.97,4.9,152,145,112,145,87
3,National Finance Co. Ltd.,420000,100,42,8.66,2.78,50,375,295,295,123.9
4,Nepal Share Market & Finance Ltd.,1200000,100,120,18.49,2.04,51,122,103,120,144
5,Annupurna Finance Co. Ltd.,200000,100,20,5.61,2.14,117,490,300,431,86.2
6,Kathmandu Finance Ltd,300000,100,30,12.33,2.13,126,207,135,138,41.4
7,Peoples Finance Ltd,426255,100,42.63,69.86,7.24,103,115,99,100,42.63
8,Union Finance Ltd,659965,100,66,25.82,3.45,593,150,126,133,87.78
9,Citizen Investment Trust,400000,100,40,1.65,0.3,81,210,160,200,80
10,Nepal Aawas Bikas Beeta Co. Ltd.,363675,100,36.37,20.25,3.54,202,190,165,185,67.28
11,Narayani Finance Ltd,251224,100,25.12,7.27,1.6,79,260,170,260,65.32
12,ACE Finance Co. Ltd.,900000,100,90,25.99,5.7,119,270,173,251,225.9
13,Yeti Finance Ltd.,200000,100,20,2.01,0.41,16,225,191,210,42
14,Gorkha Finance Co. Ltd,250000,100,25,19.05,2.05,332,118,103,108,27
15,Samjhana Finance Co. Ltd,225000,100,22.5,6.69,0.76,36,125,107,110,24.75
16,Universal Finance Ltd,375000,100,37.5,6.81,0.88,83,136,112,130,48.75
17,Nepal Housing & Merchant Fin. Ltd,450000,100,45,1.81,0.39,51,250,195,214,96.3
18,General Fiance Ltd,200000,100,20,3.98,0.59,47,150,143,143,28.6
19,Mahalaxmi Finance Ltd,495320,100,49.53,4.9,1.19,42,280,220,264,130.76
20,Lalitpur Finance Co. Ltd,225000,100,22.5,17.48,3.87,108,252,211,240,54
21,Goodwill Finance Co. Ltd.,337500,95,32.06,6.12,1.14,20,187,180,185,62.44
22,Paschimanchal Finance Co. Ltd.,400000,100,40,3.39,0.79,25,250,220,250,100
23,Pokhara Finance Ltd.,200000,100,20,1.59,0.57,42,375,285,365,73
24,Lumbini Fin. & Leasing Com. Ltd.,600000,85,51,80.92,7.99,382,101,84,90,54
25,Nepal Merchant Bank & Fin. Ltd.,2000000,50,100,287.2,60.43,910,275,175,250,500
26,Siddhartha Finance Ltd,200000,100,20,15.3,2.32,242,165,120,158,31.6
27,Alpic Everest Finance Ltd,400000,100,40,10.13,1.65,244,180,150,170,68
28,Nepal Bangladesh Fin. & Leasing,300000,100,30,5.19,0.53,174,110,90,105,31.5
29,United Finance Limited,600000,100,60,67.05,7.87,836,127,105,117,70.2
30,International Leas & Finance Co. L,1200000,100,120,59.71,7.58,1599,140,112,130,156
31,Shree Investment & Finance Co. Lt,400000,100,40,19.07,3.32,498,200,158,200,80
32,Central Finance Co. Ltd.,200000,100,20,11.67,1.77,319,165,130,160,32
33,Nepal Shreelanka Mer. Bank Ltd,1000000,100,100,47.1,4.51,1478,113,74,103,103
34,Premier Finance Co. Ltd,200000,100,20,4.44,0.51,243,129,105,123,24.6
35,Nawa Durga Finance Ltd.,200000,100,20,13.42,1.56,172,120,103,113,22.6
36,Butwal Finance Ltd,500000,100,50,15.12,1.78,448,125,114,120,60
37,Janaki Finance Co. Ltd,200000,100,20,8.13,1.53,338,200,175,200,40
38,Standard Finance Limited,600000,100,60,60.91,6.38,1871,123,100,100,60
39,Om Finance Limited,200000,100,20,7.09,1.09,351,170,150,170,34
40,Cosmic Merchant & Finance Ltd.,600000,100,60,164,22.14,3987,144,121,132,79.2
41,Fewa Finance Com. Limited,200000,100,20,67.52,12.09,4374,194,160,191,38.2
42,KIST Merchant Bank.&Finance,500000,100,50,87.86,10.69,1655,141,100,140,70
43,World Merchant Banking & Financ,600000,100,60,62.44,6.9,3380,135,102,117,70.2
44,Birgunj Finance Ltd.,600000,100,60,34.35,4.13,1518,150,103,130,78
,,20578939,,1947.21,1443.36,216.37,27576,,,,3471.50094
,,,,,,,,,,,
,Insurance Group,,,,,,,,,,
,,,,,,,,,,,
,Name of the company,Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,  Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Insurance Co. Ltd.,789987,100,79,8.66,3.14,72,375,340,370,292.3
2,Rastriya Beema sasthan,690474,100,69.05,2.35,2.91,64,1561,1150,1561,1077.83
3,National Life & Gen. Insurance,300000,100,30,1.41,0.45,46,431,265,431,129.3
4,Himalayan Ge. Insurance Co.,300000,100,30,2.85,0.52,62,207,170,205,61.5
5,United Insurance Co. Ltd,600000,100,60,32.5,3.93,122,133,102,128,76.8
6,Everest Insurance Co. Ltd,300000,100,30,25.37,6.86,71,350,263,325,97.5
7,Premier Insurance Co. (Nepal ) Ltd.,300000,100,30,2.31,0.46,92,210,195,210,63
8,Neco Insurance Co.,500000,100,50,3.54,0.35,94,112,95,110,55
9,Alliance Insurance Co. Ltd.,500000,100,50,19.43,2.05,49,110,99,110,55
10,Sagarmatha Insurance Company L,561000,100,56.1,8.84,1.27,172,158,130,158,88.64
11,NB Insurance Co. Limited,1000000,100,100,9.65,0.95,148,118,84,88,88
12,Nepal Life Insurance Co. Ltd,2500000,100,250,75.41,19.33,1613,416,150,304,760
13,Life Insurance Corp. Nepal Ltd,2500000,100,250,79.14,14.65,1762,318,130,234,585
14,Prudential Insurance Co. Ltd.,1000000,100,100,56.67,10.75,2973,255,140,230,230
,,11841461,,1184.15,328.13,67.62,7340,,,,3659.86
,,,,,,,,,,,
,Manufacturing & Processing,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Bottlers Nepal Ltd. (Balaju),1948887,100,194.89,0.15,0.09,3,635,581,635,1237.54
2,Gorakhkali Rubber Udyog Ltd.,3833400,75,287.51,5.15,0.25,46,55,29,50,191.67
3,Jyoti Spinning Mills Ltd. (Ord),1270288,100,127.03,0.34,0.01,5,33,30,33,41.92
4,Arun Vanaspati Udyog Ltd.,550343,100,55.03,0.24,0.01,6,58,56,58,31.92
5,Bottlers Nepal (Tarai) Ltd.,1210000,100,121,0.3,0.13,17,456,413,413,499.73
6,Harisddhi Bricks & Tile Fact. Ltd,1865000,10,18.65,6653,9.98,12,1.6,1.5,1.6,2.98
7,Birat Shoes Com. Ltd.,165000,100,16.5,0.08,0,8,31,30,31,5.12
8,Unilever Nepal Ltd.,1210000,100,121,7.14,10.8,91,1635,1350,1631,1973.51
9,Shree Bhrikuti Paper ( Nepal ) Ltd.,3500000,100,350,0.92,0.05,48,58,50,50,175
10,Nepal Bitumin & Barrel Udyog Ltd.,210680,100,21.07,0.02,0,2,63,63,63,13.27
11,Himalayan Distillery Limited,4130000,100,413,935.8,93.58,14,100,100,100,413
,,19893598,,1725.67,7603.14,114.9,252,,,,4585.66
,,,,,,,,,,,
,Hotel,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Soaltee Hotel Ltd.,8697187,10,86.97,6.14,0.35,12,68,46,50,434.86
2,Taragaon Regency Hotel Ltd.,7449875,100,744.99,14.7,0.59,194,44,38,40,298
3,Oriental Hotels Limited,5000000,100,500,75.37,3.46,435,51,41,50,250
4,Taragaon Regency Hotel Ltd. (Pre.),800000,100,80,1.96,0.08,30,42,38,42,33.6
,,21947062,,1411.96,98.17,4.48,671,,,,1016.45
,,,,,,,,,,,
,Trading,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Salt Trading Corporation,247777,100,24.78,0.16,0.05,2,315,315,315,78.05
2,Bishal Bazar Co. Ltd.,373000,100,37.3,4.57,7.4,28,1942,1400,1930,719.89
3,Nepal Welfare Company Ltd.,41000,50,2.05,5.68,0.54,19,100,84,100,4.1
,,661777,,64.13,10.41,7.99,49,,,,802.04
,,,,,,,,,,,
,Development Banking,,,,,,,,,,
,,Outstanding,Paid up,Total Paid,Share,Traded,No.of tr-,High,Low,Closing,Market
,Name of the company,Equity,Value,up value,Quantity,Amount Rs.,ansactions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Indestrail Development Cor.,2978784,100,297.88,0.01,0,1,120,120,120,357.45
2,Nepal Development Bank Limited,1600000,100,160,36.57,3.56,859,111,87,88,140.8
3,Development Credit Bank Ltd,1600000,100,160,53.91,13.25,1049,360,167,305,488
4,Nirdhan Utthan Bank Ltd,100000,100,10,2.19,0.19,128,100,80,100,10
5,Chhimek Development Bank Ltd.,100000,100,10,0.74,0.08,14,115,105,105,10.5
6,Paschimanchal Dev. Bank Ltd.,200000,100,20,32.76,3.81,2388,160,105,142,28.4
7,Deprosc Dev. Bank Ltd.,116000,100,11.6,9.44,1.12,397,122,118,120,13.92
,,6694784,,669.48,135.62,22.01,4836,,,,1049.07
,,,,,,,,,,,
,,,,,,,,,,,
,Other,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value, share,Amount Rs.,actions,,,,Capitali-
,,,,(in million),( in '000),( in million),,,,,
1,Necon Air Ltd,1792000,100,179.2,10.64,0.31,76,27,19,26,46.59
2,Nepal Film Dev. Co. Ltd.,446623,100,44.66,0.01,0,1,51,42,42,18.76
3,NCM Mutual Fund,1000000,10,10,2326,24.05,344,11,10,11,11
4,Butawal Power Co. Ltd.,8390577,100,839.06,61.46,28.12,135,490,460,490,4111.38
,,11629200,,1072.92,2398.11,52.48,556,,,,4187.73
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Nepal Stock Exchange Limited,,,,,,,,,,,
,,,Company wise Transactions,,,,,,,,
,,"16th July, 2004 to 16th Aug., 2004",,,,,,,,,
,Commercial Banks,"Shrawan, 2061",,,,,,,,,
,,,,,Traded,,,,,,
,Name of the company,Outstanding,Paid up,Total Paid,Share,Traded,No.of tran-,High,Low,Closing,Market
,,Equity,Value,,Quantity,Amount Rs.,sactions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nabil Bank Limited,4909950,100,491,17.76,19.42,175,1250,1000,1250,6137.44
2,Nepal Investment Bank Ltd.,2952930,100,295.29,9.05,9,104,1010,940,1005,2967.69
3,Standard Chartered Bank Nepal,3746404,100,374.64,315,532.71,464,1900,1553,1851,6934.59
4,Himalayan Bank Limited,5362500,100,536.25,14.63,13.69,107,950,855,945,5067.56
5,Nepal SBI Bank Limited,4316544,100,431.65,33.58,12.15,156,377,315,355,1532.37
6,Nepal Bangladesh Bank Limited,3600000,100,360,24.55,7.15,244,324,274,320,1152
7,Everest Bank Limited,3150000,100,315,10.78,7.5,207,720,670,710,2236.5
8,Bank of Kathmandu Limited,4635809,100,463.58,92.78,27.82,293,315,290,313,1451.01
9,Nepal Ind. & Commercial Bank Ltd.,5000000,100,500,19.8,4.49,169,252,217,252,1260
10,Macha Puchchhre Bank Ltd,5500000,100,550,35.14,4.5,181,131,122,131,720.5
11,Laxmi Bank Limited,5500000,100,550,88.46,13.61,333,174,152,173,951.5
12,Kumari Bank Limited,5000000,100,500,29.93,7.19,593,257,216,256,1280
,,53674137,,5367.41,691.46,659.23,3026,,,,31691.17
,,,,,,,,,,,
,Finance Group,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share, Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Finance & Saving Co. Ltd,200000,100,20,0.02,0,2,164,164,164,32.8
2,NIDC Capital Markets,600000,100,60,1.56,0.18,3,118,112,118,70.8
3,National Finance Co. Ltd.,420000,100,42,0.16,0.06,2,350,350,350,147
4,Nepal Share Markets & Fin. Ltd.,1200000,100,120,4.4,0.45,5,103,103,103,123.6
5,Annunapurna Finance Limited,200000,100,20,0.04,0.02,2,490,470,490,98
6,Kathmandu Finance Ltd,300000,100,30,0.51,0.11,12,207,205,207,62.1
7,Peoples Finance Ltd,426255,100,20,0.19,0.02,11,107,104,107,45.61
8,Union Finance Ltd,659965,100,60,2.64,0.35,115,150,129,150,98.99
9,Citizen Investment Trust,400000,100,40,0.02,0,2,169,169,169,67.6
10,Nepal Aawas Bikas Beeta Co. Ltd.,363675,100,36.37,4.91,0.82,17,167,165,167,60.73
11,Narayani Finance Ltd,251224,100,25.12,0.07,0.01,2,220,220,220,55.27
12,Ace Finance Co. Ltd,900000,100,90,0.49,0.09,9,181,173,180,162
13,Yeti Finance Co. Ltd,200000,100,20,0.1,0.02,1,191,191,191,38.2
14,Gorkha Finance Co. Ltd,250000,100,25,0.78,0.09,12,112,109,112,28
15,Samjhana Finance Co. Ltd,225000,100,22.5,0.19,0.02,2,124,124,124,27.9
16,Universal Finance Ltd,375000,100,37.5,0.05,0.01,5,135,120,120,45
17,Nepal Housing & Merchant Fin. Ltd,450000,100,45,0.03,0.01,2,230,230,230,103.5
18,General Fiance Ltd,200000,100,20,0.12,0.02,2,150,150,150,30
19,Mahalaxmi Finance Ltd,495320,100,49.53,0.3,0.08,1,280,280,280,138.69
20,Lalitpur Finance Co. Ltd,225000,100,22.5,1.38,0.32,6,232,230,230,51.75
21,Pokhara Finance Ltd,200000,100,20,0.18,0.05,1,285,285,285,57
22,Lumbini Fin. & Leasing Com. Ltd.,600000,85,51,2.24,0.21,65,95,91,95,57
23,Nepal Merchant Bank & Fin. Ltd.,2000000,50,100,3,0.63,66,238,175,235,470
24,Siddhartha Finance Ltd,200000,100,20,0.36,0.04,13,127,120,126,25.2
25,Alpic Everest Finance Ltd,400000,100,20,2.12,0.32,42,155,150,155,62
26,Nepal Bangladesh Fin. Leasing Co.,300000,100,30,0.32,0.03,4,100,95,95,28.5
27,United Finance Limited,600000,100,60,5.17,0.55,65,114,105,114,68.4
28,International Leas & Finance Co. L,120000,100,12,4.38,0.5,173,127,112,127,15.24
29,Shree Investment & Finance Co. Lt,400000,100,40,3.92,0.67,61,172,170,172,68.8
30,Central Finance Co. Ltd.,200000,100,20,1.63,0.22,38,140,130,140,28
31,Nepal Shreelanka Mer. Bank Ltd,1000000,100,100,2.24,0.21,85,98,92,92,92
32,Premier Finance Co. Ltd,200000,100,20,0.34,0.04,10,107,106,107,21.4
33,Nawa Durga Finance Ltd.,200000,100,20,5.26,0.62,18,120,117,118,23.6
34,Butwal Finance Ltd,500000,100,50,0.11,0.01,8,116,115,115,57.5
35,Janaki Finance Co. Ltd,200000,100,20,1.22,0.21,79,180,175,175,35
36,Standard Finance Limited,600000,100,60,26.76,2.75,892,103,100,103,61.8
37,Om Finance Limited,200000,100,20,5.24,0.8,204,160,152,152,30.4
38,Cosmic Merchant & Finance Ltd.,600000,100,60,8.91,1.17,543,142,121,142,85.2
,,16861439,,1529,91.36,11.71,2580,,,,2774.59
,,,,,,,,,,,
,Insurance Group,,,,,,,,,,
,Name of the company,Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,  Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Insurance Co. Ltd.,789987,100,79,0.01,0,1,375,375,375,296.25
2,Rastriya Beema sasthan,574783,100,57.48,0.06,0.07,2,1200,1160,1160,666.75
3,National Life & Gen. Insurance,300000,100,30,0.06,0.02,3,270,265,270,81
4,Himalayan Ge. Insurance Co.,300000,100,30,0.03,0.01,1,170,170,170,51
5,United Insurance Co. Ltd,600000,100,60,1.02,0.1,5,105,102,102,61.2
6,Everest Insurance Co.Ltd.,300000,100,30,0.01,0,1,350,350,350,105
7,Premier Insurance Co. (Nepal ) Ltd.,300000,100,30,0.72,0.14,8,210,200,200,60
8,Neco Insurance Com. Ltd.,500000,100,50,0.01,0,1,112,112,112,56
9,Alliance Insurance Co. Ltd.,500000,100,50,0.06,0.01,3,105,103,105,52.5
10,Sagarmatha Insurance Company L,510000,100,51,0.07,0.01,7,131,131,131,66.81
11,Nepal Life Insurance Co. Ltd,2500000,100,250,1.58,0.25,69,163,160,160,400
12,Life Insurance Corp. Nepal Ltd,2500000,100,250,13.15,1.86,90,144,138,138,345
,,9674770,,967.48,16.78,2.47,191,,,,2241.5
,,,,,,,,,,,
,Manufact. & Processing,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Bottlers Nepal Ltd. (Balaju),1948887,100,194.89,0.1,0.06,2,605,581,605,1179.08
2,Gorakhali Rubber Udyog Ltd.,3833400,75,287.51,0.2,0.01,2,30,29,30,115
3,Harisiddhi Bricks & Title Fact. Ltd.,18650000,10,186.5,0.5,0,1,1.5,1.5,1.5,27.98
4,Nepal Lever Ltd,920700,100,92.07,0.03,0.04,1,1400,1400,1400,1288.98
5,Shree Bhrikuti Paper ( Nepal ) Ltd.,3500000,100,350,0.11,0.01,11,56,56,56,196
,,28852987,,1110.96,0.94,0.12,17,,,,2807
,,,,,,,,,,,
,Hotel,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Soaltee Hotel Ltd.,8697187,10,86.97,2.93,0.19,3,68,65,68,591.41
2,Taragaon Regency Hotel Ltd.,7449875,100,744.99,2.87,0.12,9,42,39,42,312.89
3,Oriental Hotels Limited,5000000,100,500,3.33,0.14,25,45,41,45,225
4,Taragaon Regency Hotel Ltd. (Pre.),800000,100,80,0.05,0,1,39,39,39,31.2
,,21947062,,1411.96,9.18,0.45,38,,,,1160.5
,,,,,,,,,,,
,Trading,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share,Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Bishal Bazar Co. Ltd.,273000,100,27.3,0.26,0.37,5,1400,1400,1400,382.2
2,Nepal welfare Company Ltd.,41000,50,2.05,5.08,0.48,9,100,84,100,4.1
,,314000,,29.35,5.34,0.85,14,,,,386.3
,,,,,,,,,,,
,Development Banking,,,,,,,,,,
,,Outstanding,Paid up,Total Paid,Share,Traded,No.of tr-,High,Low,Closing,Market
,Name of the company,Equity,Value,up value,Quantity,Amount Rs.,ansactions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nepal Development Bank Limited,1600000,100,160,2.08,0.2,60,104,93,99,158.4
2,Development Credit Bank Ltd,1600000,100,160,4.82,0.97,70,209,167,208,332.8
3,Nirdhan Utthan Bank Ltd,100000,100,10,0.11,0.01,11,90,90,90,9
,,3300000,,330,7.01,1.18,141,,,,500.2
,,,,,,,,,,,
        Other,,,,,,,,,,,
,,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,Name of the company,Equity,Value,up value, share,Amount Rs.,actions,,,,Capitali-
,,,,(in million),( in '000),( in million),,,,,
1,Necon Air Ltd,1792000,100,179.2,2.62,0.07,19,28,25,28,50.18
2,NCM Mutual Fund,1000000,10,10,18.5,0.19,20,11,10,10,10
,,2792000,,189.2,21.12,0.26,39,,,,60.18
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Nepal Stock Exchange Limited,,,,,,,,,,,
,,,Company wise Transactions,,,,,,,,
,,17th Aug. 2004 to 16th Sept. 2004,,,,,,,,,
,Commercial Banks,Bhadra 2061,,,,,,,,,
,,,,,Traded,,,,,,
,Name of the company,Outstanding,Paid up,Total Paid,Share,Traded,No.of tran-,High,Low,Closing,Market
,,Equity,Value,,Quantity,Amount Rs.,sactions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,Nabil Bank Limited,4909950,100,491,34.2,40.02,205,1240,1100,1170,5744.64
2,Nepal Investment Bank Ltd.,2952930,100,295.29,6.56,6.53,73,1005,962,962,2840.72
3,Standard Chartered Bank Nepal,3746404,100,374.64,939.4,1660.1,79,1861,1760,1765,6612.4
4,Himalayan Bank Limited,5362500,100,536.25,4.82,4.46,87,950,901,915,4906.69
5,Nepal SBI Bank Limited,4316544,100,431.65,13.95,4.97,85,362,345,360,1553.96
6,Nepal Bangladesh Bank Limited,3600000,100,360,9.15,2.68,138,323,260,286,1029.6
7,Everest Bank Limited,3150000,100,315,14.97,10.46,151,739,665,698,2198.7
8,Bank of Kathmandu Limited,4635809,100,463.58,40.14,11.8,203,312,280,299,1386.11
9,Nepal Ind. & Commercial Bank Ltd.,5000000,100,500,18.72,4.52,132,262,227,239,1195
10,Macha Puchchhre Bank Ltd,5500000,100,550,37.86,5.11,154,141,130,135,742.5
11,Laxmi Bank Limited,5500000,100,550,28.92,4.83,377,182,150,164,902
12,Kumari Bank Limited,5000000,100,500,47.06,11.7,1356,263,236,245,1225
,,53674137,,5367.41,1195.75,1767.18,3040,,,,30337.31
,,,,,,,,,,,
,Finance Group,,,,,,,,,,
,Name of the company,    Outstanding,Paid up,Total Paid,Traded,Traded,No.of trans,High,Low,Closing,Market
,,Equity,Value,up value,Share, Amount Rs.,actions,,,,Cap.
,,,,(in million),( in '000),( in million),,,,,(in million)
1,NIDC Capital Markets,600000,100,60,9.58,1.26,28,142,120,133,79.8
2,National Finance Co. Ltd.,420000,100,42,0.07,0.02,2,350,350,350,147
3,Nepal Share Markets & Fin. Ltd.,1200000,100,120,9.21,1,15,120,102,120,144
4,Kathmandu Finance Ltd,300000,100,30,2.05,0.41,24,205,195,195,58.5
5,Peoples Finance Ltd,426255,100,20,0.13,0.01,11,110,105,110,46.89
6,Union Finance Ltd,659965,100,60,0.76,0.1,31,143,128,129,85.14
7,Citizen Investment Trust,400000,100,40,0.04,0.01,2,177,177,177,70.8
8,Nepal Aawas Bikas Beeta Co. Ltd.,363675,100,36.37,0.68,0.11,11,169,169,169,61.46
9,Narayani Finance Ltd,251224,100,25.12,2.9,0.64,11,230,220,230,57.78
10,Ace Finance Co. Ltd,900000,100,90,0.44,0.08,3,180,178,178,160.2
11,Gorkha Finance Co. Ltd,250000,100,25,1.27,0.15,23,118,115,118,29.5
12,Samjhana Finance Co. Ltd,225000,100,22.5,1.24,0.16,7,125,125,125,28.13
13,Universal Finance Ltd,375000,100,37.5,0.04,0.01,2,126,126,126,47.25
14,Nepal Housing & Merchant Fin. Ltd,450000,100,45,0.29,0.07,6,241,234,234,105.3
15,General Fiance Ltd,200000,100,20,0.28,0.04,5,150,150,150,30
16,Mahalaxmi Finance Ltd,495320,100,49.53,0.62,0.17,2,280,280,280,138.69
17,Lalitpur Finance Co. Ltd,225000,100,22.5,0.09,0.02,7,220,213,213,47.93
18,Goodwill Finance Co. Ltd,337500,95,32.06,0.02,0,1,180,180,180,60.75
19,Paschimanchal Finance Co. Ltd.,400000,100,40,1.74,0.38,11,220,220,220,88
20,Pokhara Finance Ltd,200000,100,20,0.06,0.02,3,324,295,324,64.8
21,Lumbini Fin. & Leasing Com. Ltd.,600000,85,51,1.89,0.19,52,101,95,101,60.6
22,Nepal Merchant Bank & Fin. Ltd.,2000000,50,100,11.04,2.42,99,235,195,200,400
23,Siddhartha Finance Ltd,200000,100,20,2.28,0.34,42,153,126,153,30.6
24,Alpic Everest Finance Ltd,400000,100,20,0.31,0.05,14,175,155,170,68
25,Nepal Bangladesh Fin. Leasing Co.,300000,100,30,0.32,0.03,12,95,92,92,27.6
26,United Finance Limited,600000,100,60,1.53,0.17,72,117,105,105,63
27,International Leas & Finance Co. L,120000,100,12,10.28,1.23,445,126,115,116,13.92
28,Shree Investment & Finance Co. Lt,400000,100,40,3.13,0.53,36,171,169,171,68.4
29,Central Finance Co. Ltd.,200000,100,20,1.81,0.27,33,152,143,148,29.6
30,Nepal Shreelanka Mer. Bank Ltd,1000000,100,100,2.28,0.2,83,92,86,86,86
31,Premier Finance Co. Ltd,200000,100,20,0.4,0.05,20,122,112,122,24.4
32,Nawa Durga Finance Ltd.,200000,100,20,0.11,0.01,4,118,118,118,23.6
33,Butwal Finance Ltd,500000,100,50,0.23,0.03,4,118,115,118,59
34,Janaki Finance Co. Ltd,200000,100,20,1.16,0.22,72,200,175,200,40
35,Standard Finance Limited,600000,100,60,5.79,0.64,190,123,108,108,64.8
36,Om Finance Limited,200000,100,20,0.45,0.07,37,151,150,151,30.2
37,Cosmic Merchant & Finance Ltd.,600000,100,60,35.01,4.82,1597,144,135,140,84
,,16998939,,1541,109.53,15.93,3017,,,,2725.63
,,,,,,,,,,,
,Insurance Group,,,,,,,,,,
