.,"Nepal Stock Exchange Limited
Singhadurbar Plaza, Kathmandu, Nepal
Phone: 977-1-4250758, 4250735, Fax: 977-1-4262538
Email: info@nepalstock.com",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
43,2024-09-22,1447644.880000,178.3204,794279.360000,152.6599
44,2024-09-23,1415067.440000,174.2879,779334.910000,149.4120
45,2024-09-24,1382950.340000,170.3417,763537.140000,146.1288
46,2024-09-25,1412497.780000,173.9284,777782.620000,149.3393
47,2024-09-26,1393530.460000,171.5960,768074.080000,147.3741
48,2024-09-29,1381008.100000,170.0359,763352.520000,146.4417
49,2024-09-30,1404162.350000,172.8447,773696.860000,148.6738
50,2024-10-01,1468673.400000,180.8084,806922.570000,155.7315
51,2024-10-02,1455011.820000,179.1538,799696.090000,154.3341
52,2024-10-06,1487486.620000,183.1364,816668.480000,157.8580
53,2024-10-07,1508383.740000,185.7249,828787.490000,160.2005
54,2024-10-08,1493472.970000,183.8854,822777.910000,159.0389
55,2024-10-09,1494948.250000,184.0587,822854.760000,159.0538
56,2024-10-15,1514738.070000,186.5045,833375.620000,161.0874
57,2024-10-16,1541475.410000,189.7928,847562.050000,163.8296
58,2024-10-17,1542185.530000,189.8894,848839.270000,164.0764
59,2024-10-20,1515665.310000,186.6250,835526.210000,161.5031
60,2024-10-21,1482625.700000,182.5627,816323.400000,157.7913
61,2024-10-22,1503871.810000,184.2142,831281.290000,159.1782
62,2024-10-23,1491232.180000,182.6678,824972.280000,157.9702
63,2024-10-24,1479201.010000,181.1918,818690.470000,156.7673
64,2024-10-27,1473535.590000,180.4146,810724.120000,155.2419
65,2024-10-28,1489490.550000,182.3579,816526.790000,156.3530
66,2024-10-29,1517003.460000,185.7280,831690.970000,159.2567
67,2024-10-30,1507706.260000,184.5913,827019.440000,158.3622
68,2024-11-05,1506818.560000,184.4838,824798.200000,157.9368
69,2024-11-06,1505990.180000,184.3199,823481.650000,157.6847
70,2024-11-10,1539688.620000,188.4388,839638.070000,160.7785
71,2024-11-11,1552733.970000,190.0365,846594.580000,162.1105
72,2024-11-12,1547189.640000,189.3011,844242.320000,161.5700
73,2024-11-13,1537858.050000,188.1595,835243.790000,159.8479
74,2024-11-14,1545807.580000,189.1330,839410.270000,160.6453
75,2024-11-17,1547587.440000,189.3624,839509.260000,160.6642
76,2024-11-19,1518727.190000,185.8366,825398.880000,157.9638
77,2024-11-20,1524290.010000,186.4493,826433.290000,158.1617
78,2024-11-21,1506842.130000,184.3175,816751.440000,156.3088
79,2024-11-24,1499199.510000,183.3768,813851.060000,155.7536
80,2024-11-25,1506928.630000,184.3214,816973.520000,156.3512
81,2024-11-26,1526261.810000,186.6868,825065.440000,157.8998
82,2024-11-27,1542991.590000,188.7238,830886.070000,159.0137
83,2024-11-28,1532251.740000,187.4143,825430.500000,157.9696
84,2024-12-01,1519404.550000,185.8287,818864.220000,156.7130
85,2024-12-02,1522059.170000,186.1551,816192.560000,156.2017
86,2024-12-03,1525622.130000,186.5305,815347.550000,155.9339
87,2024-12-04,1520804.970000,185.9339,812329.840000,155.3567
88,2024-12-05,1506427.930000,184.1870,803337.790000,153.6370
89,2024-12-08,1481565.470000,181.1352,791420.410000,151.3578
90,2024-12-09,1474752.250000,180.3039,788700.820000,150.8377
91,2024-12-10,1469625.100000,179.6722,786499.170000,150.4167
92,2024-12-11,1497322.100000,183.0644,804184.290000,153.7989
93,2024-12-12,1476795.010000,180.5316,792517.680000,151.5677
94,2024-12-16,1449502.560000,177.1993,779961.720000,149.1664
95,2024-12-17,1451015.300000,177.3856,780749.210000,149.3170
96,2024-12-18,1447775.900000,176.9878,778510.590000,148.8889
97,2024-12-19,1438230.670000,175.8252,776757.900000,148.5537
98,2024-12-22,1429080.400000,174.6876,771012.960000,147.4550
99,2024-12-23,1444988.950000,176.6297,777236.390000,148.6452
100,2024-12-24,1455200.350000,177.8945,782105.320000,149.5764
101,2024-12-26,1457174.840000,178.1369,785958.300000,150.3133
102,2024-12-29,1445530.520000,176.7071,781518.420000,149.4642
103,2024-12-31,1428481.070000,174.6258,773951.810000,148.0171
104,2025-01-01,1429916.770000,174.7948,773015.230000,147.8380
105,2025-01-02,1435048.850000,175.4250,773850.940000,147.9979
106,2025-01-05,1436580.030000,175.6136,772573.100000,147.7535
107,2025-01-06,1462729.580000,178.8015,784388.390000,150.0132
108,2025-01-07,1465050.000000,179.0759,784784.940000,150.0890
109,2025-01-08,1470920.700000,179.7852,786569.290000,150.4303
110,2025-01-09,1461207.290000,178.8117,781634.250000,149.8155
111,2025-01-12,1449197.470000,177.1350,775706.040000,148.3527
112,2025-01-13,1441051.080000,176.1478,771931.940000,147.6309
113,2025-01-15,1441296.210000,176.1723,768828.140000,147.0373
114,2025-01-16,1432705.770000,175.1133,763945.090000,146.1035
115,2025-01-19,1439989.650000,176.0028,767720.210000,146.8254
116,2025-01-20,1442389.510000,176.2899,768017.090000,146.8822
117,2025-01-21,1444366.130000,176.5109,769166.590000,147.1021
118,2025-01-22,1470658.610000,179.7342,783179.260000,149.7820
119,2025-01-23,1464149.050000,178.9402,779181.770000,149.0174
120,2025-01-26,1458085.350000,178.1928,774551.570000,148.1319
121,2025-01-27,1453997.590000,177.7000,771360.350000,147.5216
122,2025-01-28,1467664.740000,179.3545,777338.160000,148.6649
123,2025-02-02,1508514.200000,184.2918,801531.790000,153.2522
124,2025-02-03,1510866.500000,184.5841,804588.180000,153.8366
125,2025-02-04,1502989.260000,183.6302,800744.530000,153.1017
126,2025-02-05,1501622.320000,183.4680,799243.960000,152.8148
127,2025-02-06,1495055.410000,182.6684,796309.800000,152.2538
128,2025-02-09,1489027.960000,181.8351,792612.780000,151.5470
129,2025-02-10,1483125.810000,181.1143,790431.910000,151.1300
130,2025-02-11,1487621.150000,181.6632,790086.010000,151.0638
131,2025-02-12,1489755.870000,182.1066,791385.150000,151.3122
132,2025-02-13,1487358.340000,181.6311,790318.330000,151.1082
133,2025-02-16,1498757.750000,183.0232,795725.560000,152.1421
134,2025-02-17,1518490.520000,185.3747,807113.840000,154.3195
135,2025-02-18,1521969.530000,185.9419,806692.350000,154.2389
136,2025-02-20,1521927.200000,185.7942,803603.050000,153.6483
137,2025-02-23,1526450.290000,186.3464,804242.510000,153.7705
138,2025-02-24,1525736.040000,186.2592,804257.940000,153.7735
139,2025-02-25,1529498.230000,186.7185,805184.280000,153.9506
140,2025-02-27,1559916.100000,190.3951,823697.680000,157.4903
141,2025-03-02,1604751.750000,195.8675,848810.850000,162.2920
142,2025-03-03,1595875.270000,194.7841,841921.070000,160.9746
143,2025-03-04,1579376.340000,192.7703,833478.340000,159.3604
144,2025-03-05,1563070.330000,190.7801,823829.490000,157.5155
145,2025-03-06,1562190.130000,190.6727,825780.440000,157.8885
146,2025-03-09,1536437.030000,187.5294,812966.320000,155.4385
147,2025-03-10,1525986.000000,186.2538,806596.130000,154.2205
148,2025-03-11,1510048.740000,184.3086,801020.330000,153.1545
149,2025-03-12,1518698.670000,185.3644,804980.760000,153.9117
150,2025-03-16,1501830.710000,183.3056,797349.060000,152.4525
151,2025-03-17,1498782.040000,182.9334,795451.490000,152.0897
152,2025-03-18,1494707.670000,182.4362,793315.280000,151.6813
153,2025-03-19,1485336.620000,181.2924,788312.920000,150.7248
154,2025-03-20,1477722.700000,180.3631,784566.450000,150.0085
155,2025-03-23,1447466.670000,176.6600,769571.760000,147.1415
156,2025-03-24,1462103.590000,178.4464,776292.440000,148.4265
157,2025-03-25,1429875.260000,174.5130,761463.840000,145.5913
158,2025-03-26,1451932.080000,177.2050,772072.990000,147.6198
159,2025-03-27,1471921.280000,179.6446,782358.950000,149.5864
160,2025-03-30,1488808.050000,181.6443,789668.160000,150.9839
161,2025-04-01,1476711.560000,180.1684,784123.150000,149.9237
162,2025-04-02,1483521.980000,180.9993,786525.480000,150.3830
163,2025-04-03,1487828.310000,181.5247,791653.900000,151.3636
164,2025-04-07,1470805.360000,179.4478,783662.730000,149.8357
165,2025-04-08,1468816.700000,179.1139,781734.160000,149.4670
166,2025-04-09,1473929.840000,179.7374,784381.210000,149.9731
167,2025-04-10,1473164.370000,179.5528,784183.770000,149.9353
168,2025-04-13,1469949.620000,179.1610,784993.980000,150.0902
169,2025-04-15,1486356.460000,181.1607,792389.330000,151.5042
170,2025-04-16,1492137.230000,181.8653,795879.260000,152.1715
171,2025-04-17,1507585.330000,183.7481,806537.870000,154.2094
172,2025-04-20,1497534.440000,182.4842,803402.760000,153.6099
173,2025-04-21,1493657.090000,182.0118,801362.570000,153.2199
174,2025-04-22,1486528.330000,181.1431,794567.540000,151.9207
175,2025-04-23,1468125.010000,178.9005,784409.310000,149.9784
176,2025-04-24,1470004.020000,179.1295,787191.170000,150.5103
177,2025-04-27,1471116.830000,179.2040,789553.490000,150.9620
178,2025-04-28,1462749.050000,178.1847,783420.450000,149.7893
179,2025-04-29,1456280.230000,177.3967,782395.020000,149.5933
180,2025-04-30,1452154.270000,176.8941,780579.350000,149.2461
181,2025-05-04,1452114.050000,176.8241,780901.310000,149.3077
182,2025-05-05,1447651.570000,176.2807,779239.570000,148.9900
183,2025-05-06,1447135.260000,176.2178,779812.570000,149.0995
184,2025-05-07,1485282.410000,180.8630,799386.370000,152.8420
185,2025-05-08,1479411.400000,180.1481,794483.510000,151.9046
186,2025-05-11,1471754.900000,179.2158,790662.980000,151.1741
187,2025-05-13,1466760.310000,178.6076,789169.670000,150.8886
188,2025-05-14,1457947.900000,177.5345,783681.580000,149.8393
189,2025-05-15,1452316.640000,176.8488,780077.120000,149.1501
190,2025-05-18,1450090.900000,176.5637,776417.590000,148.4504
191,2025-05-19,1462813.060000,178.0980,785131.190000,150.1164
192,2025-05-20,1495100.840000,181.9924,801255.210000,153.1993
193,2025-05-21,1492383.690000,181.6617,801435.540000,153.2338
194,2025-05-22,1508160.280000,183.5821,814721.170000,155.7740
195,2025-05-25,1503275.820000,182.9876,811987.520000,155.2513
196,2025-05-26,1500580.950000,182.6595,811200.410000,155.1008
197,2025-05-27,1500998.240000,182.6483,812815.860000,155.4097
198,2025-05-28,1513204.880000,184.1337,821135.260000,157.0004
199,2025-06-02,1513461.650000,184.0798,820670.000000,156.7779
200,2025-06-03,1492261.240000,181.4745,807603.090000,154.2398
201,2025-06-04,1484413.890000,180.5202,802542.750000,153.2733
202,2025-06-05,1482369.910000,180.2521,803154.090000,153.3593
203,2025-06-08,1475710.690000,179.4424,799416.550000,152.6457
204,2025-06-09,1488492.140000,180.9966,805425.620000,153.7931
205,2025-06-10,1502333.000000,182.6796,813435.750000,155.3226
206,2025-06-11,1496296.300000,181.9456,812793.710000,155.2000
207,2025-06-12,1491443.010000,181.3554,808867.200000,154.4502
208,2025-06-15,1492360.600000,181.2239,809250.000000,154.1420
209,2025-06-16,1493799.080000,181.3797,808893.370000,154.0741
210,2025-06-17,1491489.590000,181.0993,807811.570000,153.8680
211,2025-06-18,1490580.760000,180.9890,807473.520000,153.8036
212,2025-06-19,1478674.090000,179.5432,802140.030000,152.7877
213,2025-06-22,1459685.050000,177.2243,792389.420000,150.9305
214,2025-06-23,1460973.190000,177.3807,793910.390000,151.2202
215,2025-06-24,1461728.860000,177.4725,794897.700000,151.4083
216,2025-06-25,1462280.790000,177.5395,794893.000000,151.4074
217,2025-06-26,1459142.070000,177.1584,792453.660000,150.9427
218,2025-06-29,1476048.860000,179.2111,801655.080000,152.6954
219,2025-06-30,1482446.010000,179.9878,805923.570000,153.5084
220,2025-07-01,1501935.830000,182.3541,817860.680000,155.7821
221,2025-07-02,1523092.500000,184.9228,828844.620000,157.8743
222,2025-07-03,1531526.610000,185.9468,833319.550000,158.7267
223,2025-07-06,1529557.450000,185.7077,831559.380000,158.3914
224,2025-07-07,1516166.720000,184.0819,824226.400000,156.9947
225,2025-07-08,1516056.790000,184.0686,824513.900000,157.0495
226,2025-07-09,1530587.000000,185.8327,834056.470000,158.8671
227,2025-07-10,1549334.140000,188.1089,848079.960000,161.5383
228,2025-07-13,1570593.990000,190.6729,865038.380000,164.7684
229,2025-07-14,1548505.660000,187.9914,851758.570000,162.2390
230,2025-07-15,1570003.860000,190.6013,865279.130000,164.8143
231,2025-07-16,1591974.350000,193.2685,880117.820000,167.6407
