.,"Nepal Stock Exchange Limited
Singhadurbar Plaza, Kathmandu, Nepal
Phone: 977-1-4250758, 4250735, Fax: 977-1-4262538
Email: info@nepalstock.com",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
39,Finance,Crystal Finance Ltd.,117.00,117.00,0.00
40,Finance,Goodwill Finance Limited,627.00,714.37,87.37
41,Finance,Guheshowori Merchant Bank & Finance Co. Ltd.,520.00,504.87,-15.13
42,Finance,Gurkhas Finance Ltd.,720.00,583.63,-136.37
43,Finance,Himalayan Finance Limited (Bittiya Sanstha),18.00,18.00,0.00
44,Finance,ICFC Finance Limited,619.00,640.57,21.57
45,Finance,Janaki Finance Company Limited,742.50,503.87,-238.63
46,Finance,Manjushree Finance Ltd.,602.90,623.27,20.37
47,Finance,Multipurpose Finance Company  Limited,529.50,642.20,112.70
48,Finance,Nepal Finance Ltd.,894.00,741.37,-152.63
49,Finance,Nepal Share Markets Ltd.,174.00,174.00,0.00
50,Finance,Pokhara Finance Ltd.,592.00,431.44,-160.56
51,Finance,Progressive Finance Limited,426.00,521.87,95.87
52,Finance,Reliance Finance Ltd.,459.00,504.27,45.27
53,Finance,Samjhana Finance Co. Ltd.,230.00,230.00,0.00
54,Finance,Samriddhi Finance Company Limited,460.00,539.47,79.47
55,Finance,Shree Investment Finance Co. Ltd.,490.00,543.54,53.54
56,Hotels And Tourism,Chandragiri Hills Limited,908.00,956.02,48.02
57,Hotels And Tourism,City Hotel Limited,744.00,873.65,129.65
58,Hotels And Tourism,Kalinchowk Darshan Limited,1171.00,1157.21,-13.79
59,Hotels And Tourism,Oriental Hotels Limited,785.00,880.45,95.45
60,Hotels And Tourism,Soaltee Hotel Limited,442.00,577.58,135.58
61,Hotels And Tourism,Taragaon Regency Hotel Limited,807.00,946.12,139.12
62,Hotels And Tourism,Yak And Yeti Hotel Limited,600.00,600.00,0.00
63,Hydro Power,Ankhu Khola Jalvidhyut Company Ltd,220.00,208.20,-11.80
64,Hydro Power,Api Power Company Ltd.,191.00,295.92,104.92
65,Hydro Power,Arun Kabeli Power Ltd.,185.00,262.97,77.97
66,Hydro Power,Arun Valley Hydropower Development Co. Ltd.,177.90,291.69,113.79
67,Hydro Power,Asian Hydropower Limited,520.30,619.18,98.88
68,Hydro Power,Balephi Hydropower Limited,415.00,210.74,-204.26
69,Hydro Power,Barahi Hydropower Public Limited,648.00,769.69,121.69
70,Hydro Power,Barun Hydropower Co. Ltd.,296.00,418.13,122.13
71,Hydro Power,Bhagawati Hydropower Development Company Limited,987.30,941.86,-45.44
72,Hydro Power,Bhugol Energy Development Company Limited,444.00,664.05,220.05
73,Hydro Power,Bindhyabasini Hydropower Development Company Limited,580.00,493.63,-86.37
74,Hydro Power,Buddha Bhumi Nepal Hydropower Company Limited,637.00,507.23,-129.77
75,Hydro Power,Butwal Power Company Limited,310.00,957.29,647.29
76,Hydro Power,Chhyangdi Hydropower Ltd.,314.00,319.14,5.14
77,Hydro Power,Chilime Hydropower Company Limited,465.00,533.45,68.45
78,Hydro Power,Chirkhwa Hydropower Limited ,606.70,662.09,55.39
79,Hydro Power,Dibyashwori Hydropower Ltd.,213.00,323.83,110.83
80,Hydro Power,Dolti Power Company Limited,462.00,568.48,106.48
81,Hydro Power,Dordi Khola Jal Bidyut Company Limited,450.50,337.15,-113.35
82,Hydro Power,Eastern Hydropower Limited,550.10,576.61,26.51
83,Hydro Power,Ghalemdi Hydro Limited,166.70,248.81,82.11
84,Hydro Power,Green Ventures Limited,645.00,482.30,-162.70
85,Hydro Power,GreenLife Hydropower Limited,216.10,272.62,56.52
86,Hydro Power,Himal Dolakha Hydropower Company Limited,149.00,197.76,48.76
87,Hydro Power,Himalaya Urja Bikas Company Limited,195.00,250.92,55.92
88,Hydro Power,Himalayan Hydropower Limited,376.80,367.48,-9.32
89,Hydro Power,Himalayan Power Partner Ltd.,306.00,496.29,190.29
90,Hydro Power,Ingwa Hydropower Limited,450.00,566.84,116.84
91,Hydro Power,Joshi Hydropower Development Company Ltd,298.10,346.79,48.69
92,Hydro Power,Kalika power Company Ltd,465.00,542.62,77.62
93,Hydro Power,Khanikhola Hydropower Co. Ltd.,238.90,291.34,52.44
94,Hydro Power,Kutheli Bukhari Small Hydropower Limited,1509.00,1910.10,401.10
95,Hydro Power,Liberty Energy Company Limited,201.00,215.05,14.05
96,Hydro Power,Madhya Bhotekoshi Jalavidyut Company Limited,307.50,316.05,8.55
97,Hydro Power,Mai Khola Hydropower Limited,590.90,915.95,325.05
98,Hydro Power,Mailung Khola Jal Vidhyut Company Limited,576.00,520.10,-55.90
99,Hydro Power,Makar Jitumaya Suri Hydropower Limited,454.30,632.90,178.60
100,Hydro Power,Manakamana Engineering Hydropower Limited,348.00,423.32,75.32
101,Hydro Power,Mandakini Hydropower Limited,565.00,602.38,37.38
102,Hydro Power,Mandu Hydropower Limited,1493.10,903.53,-589.57
103,Hydro Power,Mathillo Mailun Khola Jalvidhyut Limited,558.80,592.10,33.30
104,Hydro Power,Maya Khola Hydropower Company Limited,354.80,413.74,58.94
105,Hydro Power,Menchhiyam Hydropower Limited,449.00,533.03,84.03
106,Hydro Power,Mid Solu Hydropower Limited,657.10,916.96,259.86
107,Hydro Power,Modi Energy Limited,233.90,314.10,80.20
108,Hydro Power,Molung Hydropower Company Limited,410.00,446.80,36.80
109,Hydro Power,Mountain Energy Nepal Limited,597.00,639.19,42.19
110,Hydro Power,Mountain Hydro Nepal Limited,249.00,264.87,15.87
111,Hydro Power,National Hydro Power Company Limited,162.90,213.83,50.93
112,Hydro Power,Nepal Hydro Developers Ltd.,534.00,676.78,142.78
113,Hydro Power,Ngadi Group Power Ltd.,341.00,398.67,57.67
114,Hydro Power,Nyadi Hydropower Limited,350.00,455.06,105.06
115,Hydro Power,Panchakanya Mai Hydropower Ltd,236.20,406.66,170.46
116,Hydro Power,Panchthar Power Compant Limited,253.90,365.86,111.96
117,Hydro Power,People's Power Limited,455.00,385.49,-69.51
118,Hydro Power,Peoples Hydropower Company Limited,319.90,511.00,191.10
119,Hydro Power,Radhi Bidyut Company Ltd,268.20,810.24,542.04
120,Hydro Power,Rapti Hydro And General Construction Limited,352.50,344.58,-7.92
121,Hydro Power,RASUWAGADHI HYDROPOWER COMPANY LIMITED,295.00,336.35,41.35
122,Hydro Power,Rawa Energy Development Limited,587.00,796.02,209.02
123,Hydro Power,Ridi Power Company Limited,190.50,258.02,67.52
124,Hydro Power,River Falls Power Limited,369.10,616.50,247.40
125,Hydro Power,Ru Ru Jalbidhyut Pariyojana Limited,662.00,728.94,66.94
126,Hydro Power,Sagarmatha Jalabidhyut Company Limited,406.00,532.46,126.46
127,Hydro Power,Sahas Urja Limited,519.00,640.04,121.04
128,Hydro Power,Samling Power Company Limited,588.00,538.17,-49.83
129,Hydro Power,Sanima Mai Hydropower Ltd.,339.50,626.91,287.41
130,Hydro Power,Sanima Middle Tamor Hydropower Limited,450.00,517.53,67.53
131,Hydro Power,SANJEN JALAVIDHYUT COMPANY LIMITED,283.70,317.28,33.58
132,Hydro Power,Sayapatri Hydropower Limited,599.90,667.69,67.79
133,Hydro Power,Shiva Shree Hydropower Ltd,179.00,255.93,76.93
134,Hydro Power,Shuvam Power Limited,765.10,832.26,67.16
135,Hydro Power,Sikles Hydropower Limited,805.80,860.53,54.73
136,Hydro Power,Singati Hydro Energy Limited,171.50,288.37,116.87
137,Hydro Power,Super Madi Hydropower Limited,622.00,1108.38,486.38
138,Hydro Power,Super Mai Hydropower Limited,863.00,871.07,8.07
139,Hydro Power,Swet-Ganga Hydropower & Construction Limited ,368.00,396.82,28.82
140,Hydro Power,Synergy Power Development Ltd.,254.90,417.51,162.61
141,Hydro Power,Terhathum Power Company Limited,536.70,385.89,-150.81
142,Hydro Power,Three Star Hydropower Limited,590.00,731.70,141.70
143,Hydro Power,Trishuli Jal Vidhyut Company Limited ,497.00,495.64,-1.36
144,Hydro Power,Union Hydropower Limited,250.50,417.81,167.31
145,Hydro Power,United IDI Mardi RB Hydropower Limited.,430.00,611.69,181.69
146,Hydro Power,United Modi Hydropower Ltd.,256.00,563.37,307.37
147,Hydro Power,UNIVERSAL POWER COMPANY LTD,206.10,403.87,197.77
148,Hydro Power,Upper Hewakhola Hydropower Company Limited,466.30,600.29,133.99
149,Hydro Power,Upper Lohore Khola Hydropower Company Limited,394.00,473.61,79.61
150,Hydro Power,Upper Solu Hydro Electric Company Limited,487.00,466.23,-20.77
151,Hydro Power,Upper Syange Hydropower Limited,625.00,644.35,19.35
152,Hydro Power,Upper Tamakoshi Hydropower Ltd,176.70,198.56,21.86
153,Hydro Power,Vision Lumbini Urja Company Limited ,529.00,612.07,83.07
154,Investment,CEDB Holdings Limited,1159.00,2641.99,1482.99
155,Investment,Citizen Investment Trust,1945.00,1975.72,30.72
156,Investment,Emerging Nepal Limited,1108.00,1099.21,-8.79
157,Investment,Hathway Investment Nepal Limited,1013.00,1220.14,207.14
158,Investment,Hydorelectricity Investment and Development Company Ltd,179.00,292.61,113.61
159,Investment,Nepal Infrastructure Bank Limited,228.00,281.63,53.63
160,Investment,NRN Infrastructure and Development Limited,748.00,2279.19,1531.19
161,Life Insurance,Asian Life Insurance Co. Limited,623.00,498.36,-124.64
162,Life Insurance,Citizen Life Insurance Company Limited,544.60,474.24,-70.36
163,Life Insurance,Crest Micro Life Insurance Limited,-,1364.36,-
164,Life Insurance,Guardian Micro Life Insurance Limited ,-,2194.29,-
165,Life Insurance,Himalayan Life Insurance Limited,391.00,407.11,16.11
166,Life Insurance,IME Life Insurance Company Limited,453.00,462.02,9.02
167,Life Insurance,Life Insurance Corporation (Nepal) Limited,1438.00,889.23,-548.77
168,Life Insurance,National Life Insurance Co. Ltd.,595.00,623.58,28.58
169,Life Insurance,Nepal Life Insurance Co. Ltd.,619.00,772.97,153.97
170,Life Insurance,Prabhu Mahalaxmi Life Insurance Limited,564.10,522.73,-41.37
171,Life Insurance,Reliable Nepal Life Insurance Limited,458.00,476.68,18.68
172,Life Insurance,Sanima Reliance Life Insurance Limited,472.40,410.19,-62.21
173,Life Insurance,Sun Nepal Life Insurance Company Limited,511.30,490.64,-20.66
174,Life Insurance,SuryaJyoti Life Insurance Company Limited,429.90,446.69,16.79
175,Manufacturing And Processing,Arun Vanaspati Udhyog Limited,58.00,58.00,0.00
176,Manufacturing And Processing,Birat Shoe Limited,28.00,28.00,0.00
177,Manufacturing And Processing,Bottlers Nepal (Balaju) Limited,15705.00,17498.00,1793.00
178,Manufacturing And Processing,Bottlers Nepal (Terai) Limited,13000.00,12800.00,-200.00
179,Manufacturing And Processing,Butwal Spinning Mills Limited,18.00,18.00,0.00
180,Manufacturing And Processing,Fleur Himalayan Limited,75.00,75.00,0.00
181,Manufacturing And Processing,Ghorahi Cement Industry Limited,496.00,514.49,18.49
182,Manufacturing And Processing,Gorakhkali Rubber Udhyog Limited,38.00,38.00,0.00
183,Manufacturing And Processing,Harisiddhi Brick And Tiles Limited,4.00,4.00,0.00
184,Manufacturing And Processing,Himalayan Distillery Limited,1384.00,1236.54,-147.46
185,Manufacturing And Processing,Jyoti Sinning Mills Limited,27.00,27.00,0.00
186,Manufacturing And Processing,Nepal Bitumin And Barrel Udhyog Limited,64.00,64.00,0.00
187,Manufacturing And Processing,Nepal Khadya Udhyog Limited,32.00,32.00,0.00
188,Manufacturing And Processing,Nepal Lube Oil Limited,253.40,293.20,39.80
189,Manufacturing And Processing,Nepal Vanaspati Ghee Udhyog Limited,300.00,300.00,0.00
190,Manufacturing And Processing,Om Megashree Pharmaceuticals Limited,-,1517.76,-
191,Manufacturing And Processing,Raghupati Jute Mills Limited,100.00,100.00,0.00
192,Manufacturing And Processing,Sarbottam Cement Limited,806.50,865.81,59.31
193,Manufacturing And Processing,SHIVAM CEMENTS LTD,502.30,535.04,32.74
194,Manufacturing And Processing,Shree Bhrikuti Pulp And Paper Limited,50.00,50.00,0.00
195,Manufacturing And Processing,Shree Ram Sugar Mills Limited,338.00,338.00,0.00
196,Manufacturing And Processing,Sonapur Minerals And Oil Limited,456.10,464.11,8.01
197,Manufacturing And Processing,Unilever Nepal Limited,47328.00,46340.00,-988.00
198,Microfinance,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,1230.00,1087.41,-142.59
199,Microfinance,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,2725.00,5530.06,2805.06
200,Microfinance,Asha Laghubitta Bittiya Sanstha Ltd,1026.00,895.81,-130.19
201,Microfinance,Aviyan Laghubitta Bittiya Sanstha Limited,979.00,1065.12,86.12
202,Microfinance,Chhimek Laghubitta Bittiya Sanstha Limited,900.00,1035.98,135.98
203,Microfinance,CYC Nepal Laghubitta Bittiya Sanstha Limited,1549.90,1775.76,225.86
204,Microfinance,Deprosc Laghubitta Bittiya Sanstha Limited,841.00,882.25,41.25
205,Microfinance,Dhaulagiri Laghubitta Bittiya Sanstha Limited,1359.40,1518.53,159.13
206,Microfinance,First Micro Finance Laghubitta Bittiya Sanstha Limited,681.00,799.08,118.08
207,Microfinance,Forward Microfinance Laghubitta Bittiya Sanstha Limited,1413.00,1293.86,-119.14
208,Microfinance,Ganapati Laghubitta Bittiya Sanstha Limited,2205.00,1645.10,-559.90
209,Microfinance,Global IME Laghubitta Bittiya Sanstha Ltd.,1365.00,1320.74,-44.26
210,Microfinance,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,811.00,849.92,38.92
211,Microfinance,Gurans Laghubitta Bittiya Sanstha Limited,1821.00,2213.44,392.44
212,Microfinance,Himalayan Laghubitta Bittiya Sanstha Limited,1280.00,1015.30,-264.70
213,Microfinance,Infinity Laghubitta Bittiya Sanstha Limited,1196.00,915.94,-280.06
214,Microfinance,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,1425.10,1384.29,-40.81
215,Microfinance,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,1465.00,1497.27,32.27
216,Microfinance,Kalika Laghubitta Bittiya Sanstha Ltd,1199.90,1059.50,-140.40
217,Microfinance,Laxmi Laghubitta Bittiya Sanstha Ltd.,1224.00,1121.15,-102.85
218,Microfinance,Mahila Lagubitta Bittiya Sanstha Limited ,2035.00,2355.15,320.15
219,Microfinance,Mahuli Laghubitta Bittiya Sanstha Limited,1351.00,1296.01,-54.99
220,Microfinance,Manushi Laghubitta Bittiya Sanstha Limited,1400.00,1660.98,260.98
221,Microfinance,Matribhumi Lagubitta Bittiya Sanstha Limited,1070.00,1204.85,134.85
222,Microfinance,Mero Microfinance Bittiya Sanstha Ltd.,700.00,846.53,146.53
223,Microfinance,Mithila LaghuBitta Bittiya Sanstha Limited,1379.10,1598.84,219.74
224,Microfinance,Nadep Laghubittiya bittya Sanstha Ltd.,870.00,912.82,42.82
225,Microfinance,National Laghubitta Bittiya Sanstha Limited,1409.00,1400.05,-8.95
226,Microfinance,Nerude Mirmire Laghubitta Bittiya Sanstha Limited,720.20,700.35,-19.85
227,Microfinance,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,2099.00,1716.78,-382.22
228,Microfinance,NIC ASIA Laghubitta Bittiya Sanstha Limited,705.00,684.20,-20.80
229,Microfinance,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,711.90,768.71,56.81
230,Microfinance,NMB  Microfinance Bittiya Sanstha Ltd.,760.00,745.13,-14.87
231,Microfinance,RSDC Laghubitta Bittiya Sanstha Ltd.,692.00,701.19,9.19
232,Microfinance,Samaj Laghubittya Bittiya Sanstha Limited,2926.00,2400.00,-526.00
233,Microfinance,Samata Gharelu Laghubitta Bittiya Sanstha Limited,981.00,945.78,-35.22
234,Microfinance,Sampada Laghubitta Bittiya Sanstha Limited,1067.00,1039.52,-27.48
235,Microfinance,Samudayik Laghubitta Bittiya Sanstha Limited,1286.00,1522.82,236.82
236,Microfinance,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,853.70,884.41,30.71
237,Microfinance,Shrijanshil Laghubitta Bittiya Sanstha Limited,1963.20,2005.34,42.14
238,Microfinance,Support Microfinance Bittiya Sanstha Ltd.,1860.00,2308.96,448.96
239,Microfinance,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,945.00,759.81,-185.19
240,Microfinance,Swabalamban Laghubitta Bittiya Sanstha Limited,940.00,881.44,-58.56
241,Microfinance,Swabhimaan Laghubitta Bittiya Sanstha Limited,1599.00,1824.00,225.00
242,Microfinance,Swarojgar Laghubitta Bittiya Sanstha Ltd.,851.00,1021.03,170.03
243,Microfinance,Unique Nepal Laghubitta Bittiya Sanstha Limited,2176.00,2311.38,135.38
244,Microfinance,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,1750.00,1831.03,81.03
245,Microfinance,Upakar Laghubitta Bittiya Sanstha Limited,1985.30,3389.50,1404.20
246,Microfinance,Vijaya laghubitta Bittiya Sanstha Ltd.,1040.00,886.19,-153.81
247,Microfinance,Wean Nepal Laghubitta Bittiya Sanstha Limited,1521.00,2162.50,641.50
248,Non Life Insurance,Himalayan Everest Insurance Limited,632.00,616.36,-15.64
249,Non Life Insurance,IGI Prudential insurance Limited,558.00,556.99,-1.01
250,Non Life Insurance,Neco Insurance Limited,836.00,710.36,-125.64
251,Non Life Insurance,Nepal Insurance Co. Ltd.,880.00,645.18,-234.82
252,Non Life Insurance,Nepal Micro Insurance Company Limited,-,1559.40,-
253,Non Life Insurance,NLG Insurance Company Ltd.,794.90,779.28,-15.62
254,Non Life Insurance,Prabhu Insurance Ltd.,826.00,921.26,95.26
255,Non Life Insurance,Rastriya Beema Company Limited,13490.00,15110.00,1620.00
256,Non Life Insurance,Sagarmatha Lumbini Insurance Co. Limited,727.00,726.09,-0.91
257,Non Life Insurance,Sanima GIC Insurance Limited,577.00,609.99,32.99
258,Non Life Insurance,Shikhar Insurance Co. Ltd.,723.00,773.53,50.53
259,Non Life Insurance,Siddhartha Premier Insurance Limited,859.90,840.35,-19.55
260,Non Life Insurance,United Ajod Insurance Limited,598.50,571.56,-26.94
261,Others,Himalayan Reinsurance Limited,580.00,922.78,342.78
262,Others,Muktinath Krishi Company Limited,1390.00,1495.41,105.41
263,Others,Nepal Doorsanchar Company Limited,845.00,877.27,32.27
264,Others,Nepal Film Development Company Limited,34.00,34.00,0.00
265,Others,Nepal Reinsurance Company Limited,698.00,1260.11,562.11
266,Others,Nepal Republic Media Limited,437.40,454.49,17.09
267,Others,Nepal Warehousing Company Limited ,898.00,922.39,24.39
268,Others,Pure Energy Limited,-,871.71,-
269,Tradings,Bishal Bazar Company Limited,4087.00,5383.99,1296.99
270,Tradings,Nepal Tading Limited,56.00,56.00,0.00
271,Tradings,Nepal Welfare Company Limited,95.00,95.00,0.00
272,Tradings,Salt Trading Corporation,4905.00,5290.00,385.00
