.,"Nepal Stock Exchange Limited
Singhadurbar Plaza, Kathmandu, Nepal
Phone: 977-1-4250758, 4250735, Fax: 977-1-4262538
Email: info@nepalstock.com",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
11,2022-07-28,1389.0037,2856.8426,1593.9080,2542.9846,3892.5389,5345.0038,4914.6496,9950.5341,14.9181,70.1609,8305.0853,1970.9313,2074.5883,147.2196,134.1692,405.6242,2127.4753
12,2022-07-29,1392.2813,2966.4522,1617.0472,2540.5129,4073.6580,5381.4033,4934.8040,9926.5200,14.7951,70.7630,8290.0601,1989.9964,2077.8330,135.6722,135.0555,409.4870,2140.5259
13,2022-07-31,1432.9140,3046.6418,1669.8186,2560.9445,4105.2300,5479.8328,4989.0604,10339.4077,14.9093,74.1341,8664.1402,1958.0696,2153.1104,151.7768,138.8989,419.2035,2195.1046
14,2022-08-01,1438.6157,2985.7738,1658.9666,2579.3501,4045.8121,5592.6421,4930.3782,10333.6161,14.8536,74.6357,8644.3692,1957.3659,2229.3345,151.7748,139.0431,421.1425,2196.2529
15,2022-08-02,1432.3529,2957.4576,1641.6542,2607.6431,4023.4612,5593.5629,4972.0381,10270.9899,14.8870,74.1963,8636.7118,1981.6424,2272.7567,151.6731,139.1769,421.1383,2193.4898
16,2022-08-03,1422.4571,2942.6066,1621.3730,2650.3407,3999.8621,5580.3850,4979.2932,10197.2708,14.9195,74.0051,8551.1609,1979.6390,2359.4345,150.7762,138.5855,420.5054,2186.7660
17,2022-08-04,1402.3980,2838.0294,1582.5276,2592.2692,3899.3592,5508.5375,4898.6829,10029.4404,14.7521,72.4037,8503.0359,1921.3926,2238.4579,148.2800,135.8729,412.2577,2148.1601
18,2022-08-05,1380.2385,2812.2949,1573.3686,2552.7312,3812.6503,5440.6987,4782.5131,9909.4532,14.8827,70.9070,8407.7202,1856.1020,2175.8086,145.4549,133.3719,406.4587,2113.5536
19,2022-08-07,1380.4603,2873.0305,1595.9374,2578.9538,3865.0909,5443.4388,4810.3917,9904.8992,14.8852,71.1767,8408.4697,1889.6002,2223.4065,145.9288,134.3686,409.5549,2123.8278
20,2022-08-08,1374.6198,2826.8656,1557.2841,2552.1397,3813.0594,5449.0823,4792.9106,9802.9832,14.9249,70.1975,8371.9874,1864.7637,2212.0285,144.5617,133.2099,406.1110,2106.1527
21,2022-08-09,1356.5708,2792.2473,1498.5594,2474.1341,3690.3729,5378.7095,4667.2902,9680.4743,14.7836,68.8703,8248.5431,1804.4981,2141.7120,141.6657,130.4377,397.4344,2062.8038
22,2022-08-10,1351.2606,2780.6170,1493.9007,2461.7814,3682.7622,5405.8072,4651.7757,9670.7474,14.6884,69.3428,8172.7244,1788.3441,2109.8446,141.2617,129.7377,395.7521,2056.8897
23,2022-08-11,1348.2382,2730.6062,1463.0015,2429.9972,3625.4360,5323.6259,4617.8346,9602.9250,14.7562,68.1011,8108.9468,1748.1761,2109.7370,140.4413,128.7327,391.6732,2037.9299
24,2022-08-14,1339.2717,2709.4319,1446.4066,2384.7899,3577.9641,5132.8922,4567.3314,9369.2437,14.6387,66.2468,8056.0997,1703.0773,2062.0436,138.6510,126.9808,386.9085,2010.0130
25,2022-08-15,1355.9088,2793.7055,1537.1289,2490.5130,3768.7856,5156.8440,4703.3582,9516.5220,14.7306,68.1068,8310.2927,1828.7337,2152.3418,142.1129,130.4624,398.1374,2065.8933
26,2022-08-16,1352.4848,2769.3719,1526.3657,2411.3103,3667.7460,5058.7350,4643.6528,9442.3734,14.5983,67.0509,8168.2778,1780.8747,2114.3317,140.6785,129.3086,394.3906,2041.0645
27,2022-08-17,1348.7371,2769.1921,1522.9507,2427.6336,3693.4918,5061.2511,4646.7414,9397.0452,14.6560,66.9190,8201.3613,1790.1805,2110.4955,140.5468,129.3322,394.6739,2040.7059
28,2022-08-18,1356.6667,2785.3076,1558.6800,2498.4027,3810.4903,5114.4475,4708.3030,9449.3530,14.7178,67.8920,8258.9179,1844.1134,2134.2364,142.3502,131.0208,400.0808,2068.2695
29,2022-08-21,1357.9702,2822.1727,1532.7220,2469.6183,3775.2946,5137.2291,4700.5956,9412.3294,14.6260,67.3654,8267.2203,1827.2147,2093.0849,142.1218,131.1400,398.5877,2060.5508
30,2022-08-22,1356.4923,2792.6459,1522.5625,2452.7794,3751.2474,5105.0017,4685.2615,9409.3802,14.6550,67.0801,8219.8921,1818.6201,2092.1479,141.6043,130.5842,397.1176,2053.1367
31,2022-08-23,1361.4749,2755.1710,1523.1398,2453.3806,3736.4868,5134.3730,4673.7181,9417.9637,14.5812,67.0809,8214.8706,1812.5537,2103.0908,141.7097,130.5760,397.6967,2054.9861
32,2022-08-24,1364.0522,2763.9226,1516.2293,2464.9898,3745.1902,5124.9219,4683.2275,9465.7549,14.5378,67.1573,8199.6960,1806.8456,2080.8479,141.8534,130.6301,398.2961,2057.8438
33,2022-08-25,1359.1666,2722.2875,1482.8955,2425.8296,3687.3861,5044.9717,4656.1558,9407.1925,14.4540,66.6374,8177.9651,1769.4766,2060.1127,140.8014,129.5577,394.5162,2039.5580
34,2022-08-26,1349.4697,2718.2418,1476.1471,2385.1713,3639.7003,4990.2947,4614.7433,9441.2999,14.4393,65.9448,8121.1713,1736.3038,2021.2043,139.5812,128.3306,391.7468,2022.6299
35,2022-08-28,1338.9695,2646.8529,1468.3330,2303.5561,3545.5878,4927.0694,4511.1069,9326.4219,14.5156,64.3205,7955.2274,1671.4285,1970.7751,137.3652,125.9046,385.7008,1989.2650
36,2022-08-29,1338.8229,2682.2296,1475.2615,2310.4766,3573.7147,4967.6157,4507.1227,9369.5451,14.3532,63.9455,7962.3130,1702.9711,1987.9102,137.5986,126.6531,387.4645,1993.0243
37,2022-08-30,1338.0625,2677.4182,1509.0816,2292.4814,3579.9447,4979.3499,4511.3945,9367.1853,14.3699,64.1320,7955.9407,1692.0699,1989.4776,137.5242,126.6204,388.9540,1995.3495
38,2022-08-31,1330.9957,2640.9303,1493.2072,2243.2358,3512.1148,4931.5549,4446.2664,9226.7683,14.2687,63.5195,7907.3720,1651.1857,1963.2958,136.1633,124.9284,384.5983,1973.3809
39,2022-09-01,1328.8012,2665.7588,1464.5775,2253.6143,3519.3233,4928.2141,4447.9518,9281.5741,14.2601,63.4078,7969.5073,1672.8691,1956.4882,136.2826,125.1520,383.9394,1972.2978
40,2022-09-02,1327.0390,2658.1720,1471.8272,2254.5508,3509.6845,4905.2823,4448.4177,9275.8989,14.2397,63.2469,7938.4987,1667.7718,1956.0526,136.2985,124.8899,383.2037,1970.6240
41,2022-09-04,1328.5848,2641.5668,1458.6696,2276.0692,3564.9195,4896.9329,4470.0173,9322.0847,14.1911,63.3163,8085.5012,1678.2274,1960.9834,136.7341,125.5370,383.7737,1977.3023
42,2022-09-05,1327.1932,2633.5171,1443.8231,2269.9694,3554.0888,4898.8051,4473.0164,9319.4357,14.0600,62.9971,8081.1355,1668.3501,1952.9818,136.3746,125.1258,382.9508,1973.0122
43,2022-09-06,1320.3584,2639.1800,1425.0420,2222.1872,3489.2029,4875.4207,4420.6015,9233.7990,14.1158,62.1967,7933.2366,1633.0442,1923.2775,134.8691,123.7181,379.0828,1951.8492
44,2022-09-07,1314.9704,2617.9235,1417.6977,2200.9994,3451.9666,4871.1200,4388.2846,9197.5526,14.2253,61.3905,7899.3409,1621.5303,1876.5027,134.0728,123.2010,377.3828,1939.8803
45,2022-09-08,1310.9147,2628.8967,1398.8434,2214.7820,3489.0937,4858.1190,4386.7297,9172.7367,14.1000,61.4095,7901.0542,1643.7279,1858.9078,133.9956,123.2202,376.8403,1937.7499
46,2022-09-11,1307.5778,2591.8585,1402.9163,2180.5983,3437.3104,4852.4498,4350.1105,9133.0513,14.0196,60.7843,7862.6057,1620.8913,1847.7310,133.0935,122.2193,374.7354,1926.2881
47,2022-09-12,1302.4101,2585.2330,1379.1078,2149.9397,3423.0314,4838.8853,4319.8522,9080.4968,14.0359,60.3694,7815.7223,1603.4158,1840.2188,132.2862,121.5284,372.3449,1912.7468
48,2022-09-13,1313.6770,2615.1499,1394.9235,2170.7212,3483.0632,4929.5305,4373.4311,9176.7200,14.1425,61.3184,7874.4928,1637.5223,1864.7745,133.9989,123.1186,376.1739,1934.0475
49,2022-09-14,1338.1345,2682.1207,1435.4191,2249.3318,3643.9497,5041.2841,4479.2605,9309.9154,14.3176,62.8817,7991.4497,1734.6496,1972.0660,137.6042,126.3145,385.3604,1981.4854
50,2022-09-15,1313.8170,2590.3882,1378.8453,2148.9319,3474.5734,4882.2133,4339.6694,9132.7920,14.0381,60.8121,7794.7703,1643.7370,1893.8241,133.6703,122.1928,374.1307,1924.4837
51,2022-09-16,1306.9471,2571.0911,1374.7850,2123.6912,3430.5586,4826.3184,4295.8075,9110.5281,14.0485,60.0505,7767.4223,1621.3277,1887.8032,132.7222,121.4158,371.9057,1910.3826
52,2022-09-18,1294.6153,2530.1257,1340.3392,2058.0058,3338.9867,4754.6794,4218.3730,8888.7001,13.7535,58.9299,7642.8129,1573.8883,1826.5766,130.3955,119.0567,365.8676,1876.4145
53,2022-09-20,1274.5734,2494.9991,1327.3707,1988.5607,3232.3992,4656.7414,4114.0615,8731.0912,13.6231,57.0980,7525.6174,1513.6714,1778.3632,127.4809,116.2870,358.8704,1837.6063
54,2022-09-21,1281.3104,2525.7762,1329.8784,2000.3012,3277.1528,4711.5354,4142.4111,8766.6407,13.5638,57.4444,7545.2578,1540.8194,1792.4067,128.4646,116.9032,360.8831,1848.8004
55,2022-09-22,1281.0857,2521.7683,1316.7842,1980.7199,3249.8065,4678.8043,4099.1242,8724.8501,13.5211,57.0998,7486.6837,1516.7221,1791.3458,127.7736,116.2943,359.4337,1838.9697
56,2022-09-25,1272.9175,2501.1023,1294.9188,1930.4384,3200.4952,4594.3410,4047.8873,8648.4756,13.4829,55.4891,7427.5863,1477.6803,1778.2287,126.2579,114.9876,355.6071,1815.1384
57,2022-09-27,1285.4740,2500.1802,1303.6482,1955.0967,3252.3601,4611.0200,4084.2478,8698.7917,13.4192,55.7163,7459.3272,1499.2799,1794.5061,127.6839,116.0997,358.1461,1831.0560
58,2022-09-28,1289.0289,2512.9824,1300.7105,1959.6667,3270.4756,4645.3089,4123.4542,8719.8700,13.3617,55.9836,7486.6954,1495.3864,1790.1505,127.9526,116.4574,359.5949,1837.4677
59,2022-09-29,1302.3661,2535.1845,1303.6482,1967.6716,3309.3126,4702.9843,4191.8273,8714.2593,13.5298,56.7824,7508.5374,1508.5524,1791.6566,129.3618,117.9796,363.4298,1853.7611
60,2022-10-09,1327.9356,2584.7977,1335.8245,2024.1840,3458.3333,4824.0312,4304.1938,8901.3376,13.6246,58.1615,7644.0291,1579.2291,1808.8200,132.7339,121.1966,372.2104,1898.3835
61,2022-10-10,1312.8358,2539.6470,1317.3930,1980.5737,3366.6483,4782.4416,4230.3481,8829.7913,13.7396,57.3850,7529.9756,1541.5407,1798.9940,130.6695,118.9113,366.8463,1871.2264
62,2022-10-11,1303.1243,2540.4489,1301.4449,1964.7709,3323.4478,4746.4079,4212.6748,8706.0399,13.7749,56.5958,7459.1876,1528.4571,1799.7904,129.6705,118.0354,363.6344,1855.1658
63,2022-10-12,1307.3536,2563.6240,1311.0610,1980.5196,3392.8443,4785.8810,4231.2366,8755.9883,13.5394,56.8046,7505.9247,1569.3139,1785.9098,130.4833,119.0812,366.1934,1866.4854
64,2022-10-13,1308.2979,2568.4189,1313.5527,1978.1667,3426.8577,4859.2248,4234.9487,8771.2207,13.5571,56.9210,7538.5369,1583.3388,1787.0746,130.7355,119.3949,367.1462,1870.6350
65,2022-10-16,1311.5494,2552.5189,1302.9138,1956.3115,3366.1621,4873.0511,4199.5222,8694.9875,13.4871,55.9629,7482.3023,1555.1509,1763.2873,130.0169,118.5436,365.4298,1860.9410
66,2022-10-17,1313.0686,2562.8856,1307.5829,1942.1310,3338.6849,4855.0410,4193.5049,8668.8579,13.5160,55.6106,7495.0718,1538.0187,1764.9414,129.8409,118.5292,365.6268,1858.3300
67,2022-10-19,1310.2629,2602.8777,1293.4499,1906.6757,3293.6217,4812.6505,4161.5925,8649.8655,13.5397,55.0876,7439.5619,1499.0002,1748.3899,129.1878,117.5957,362.9624,1845.5198
68,2022-10-20,1310.1703,2596.6825,1292.6516,1896.6068,3301.7049,4811.8472,4161.5218,8644.1120,13.5044,55.1829,7406.6944,1495.9095,1760.5027,129.1718,117.8041,363.0528,1844.1426
69,2022-10-23,1321.2249,2576.7377,1304.5150,1915.5557,3335.3590,4822.3913,4191.0262,8683.1608,13.4665,55.6042,7496.7823,1500.8207,1764.8583,130.3211,118.8122,365.9305,1858.4914
70,2022-10-31,1341.3145,2619.2145,1327.4238,1917.5260,3322.2894,4853.1685,4205.1084,8708.5731,13.5691,55.7296,7520.3303,1513.4572,1784.9556,131.5096,120.6599,370.8628,1874.8789
71,2022-11-01,1370.8514,2673.9728,1397.5217,2001.3437,3453.5307,5014.8454,4297.0768,8883.4446,13.6404,58.0561,7702.6709,1596.6371,1866.3625,135.2267,124.4122,382.1474,1930.9781
72,2022-11-02,1368.2405,2690.3198,1417.6242,2018.2154,3487.1983,5027.9690,4333.9691,8938.5786,13.6769,58.3321,7701.0489,1605.2966,1843.3962,135.6216,124.9572,382.9409,1938.3030
73,2022-11-03,1356.8823,2669.3914,1400.3016,1990.5661,3445.6038,5014.8410,4286.7399,8939.9779,13.5712,57.9586,7701.6708,1585.8490,1823.4398,134.5097,123.7630,379.4362,1922.1650
74,2022-11-06,1368.2688,2730.5684,1457.0639,2057.2483,3536.6495,5206.0846,4482.9376,9035.0707,13.5643,59.0962,7834.9315,1650.5416,1887.6051,137.2980,126.9233,387.5288,1965.3682
75,2022-11-07,1364.3184,2728.7348,1457.8820,2051.2108,3497.1139,5143.0990,4461.4158,9081.1680,13.7078,59.1017,7754.9572,1639.0295,1890.8521,136.9036,126.0352,385.3365,1958.9409
76,2022-11-08,1360.3465,2724.9983,1472.0281,2038.4702,3489.8153,5106.5183,4433.4984,9174.7747,13.6719,58.9931,7778.3599,1643.6801,1861.4428,136.6054,125.5067,384.2192,1956.3695
77,2022-11-09,1346.3019,2668.8928,1437.4742,1985.4074,3378.8473,4970.2172,4314.0386,8974.8297,13.6291,57.3499,7633.9982,1566.0000,1843.7669,133.9246,122.7175,376.5386,1917.2230
78,2022-11-10,1337.0874,2640.6919,1403.8997,1944.2297,3330.7486,4906.2436,4263.4663,8905.0568,13.4657,56.3632,7545.4553,1527.5295,1821.9885,132.4963,121.4158,372.3701,1893.7055
79,2022-11-13,1331.7875,2656.5076,1402.8190,1923.7687,3326.9059,4873.0863,4209.6433,8834.3227,13.4235,55.9865,7527.0155,1526.8245,1795.7334,131.8128,120.8374,370.5391,1883.1668
80,2022-11-14,1336.3849,2716.7359,1435.4497,1963.6757,3400.0232,5025.7787,4233.6551,8951.3371,13.5297,56.7644,7544.7141,1568.1914,1802.5928,133.1192,122.3311,375.0491,1904.4519
81,2022-11-15,1337.4866,2695.2099,1429.4270,1945.5849,3355.0547,4961.7299,4208.3795,8939.5679,13.4479,56.6507,7551.7061,1542.9836,1808.0272,132.8132,121.9334,373.7152,1897.8634
82,2022-11-16,1345.6515,2708.1912,1439.0755,1967.5603,3397.6372,5005.5046,4225.3956,9020.2955,13.3335,57.1426,7573.8181,1558.6118,1786.4174,133.6646,122.8575,376.5758,1911.2632
83,2022-11-17,1357.9172,2717.6409,1461.7636,2029.2529,3462.5463,5108.3993,4263.7937,9077.0395,13.5564,57.8351,7675.9867,1595.8617,1826.6990,135.4691,124.6546,381.0633,1936.8379
84,2022-11-22,1359.1757,2700.0929,1444.0003,2015.2027,3412.5975,5068.9178,4244.3514,9079.4013,13.5325,57.4906,7650.8244,1590.4579,1819.6395,135.2601,124.4798,379.6073,1929.7076
85,2022-11-23,1352.3459,2695.6583,1432.7632,2004.7014,3412.3732,5109.4868,4226.7546,9055.3807,13.4901,57.1577,7626.6035,1588.9996,1824.9090,134.7833,123.9343,377.9050,1921.9919
86,2022-11-24,1358.2991,2697.7895,1457.0107,2016.3319,3450.2687,5169.7791,4254.1274,9082.2350,13.5407,57.2031,7623.3445,1607.1005,1848.1397,135.5762,124.8011,380.9284,1933.5536
87,2022-11-27,1377.5975,2734.1329,1478.7087,2053.8732,3514.3343,5283.9141,4384.9864,9181.6312,13.4082,57.9319,7699.6307,1642.8730,1875.2195,138.7163,126.9562,386.2680,1965.9805
88,2022-11-28,1367.5453,2717.8202,1461.9527,2028.8587,3465.9884,5209.5402,4369.8678,9116.9092,13.4407,57.6530,7686.6068,1617.9859,1878.1400,137.7199,125.8671,382.6132,1950.3742
89,2022-11-29,1366.5720,2712.6909,1468.8985,2031.3620,3494.1335,5208.2532,4395.1645,9147.8040,13.4855,57.5796,7672.0102,1637.5690,1863.2445,138.0740,126.0755,382.6924,1953.3592
90,2022-11-30,1366.2575,2711.3135,1459.1367,2029.0732,3475.2826,5189.8856,4395.4391,9130.2660,13.3622,57.3497,7664.5091,1619.7264,1879.6654,138.0655,126.0514,381.8465,1949.8505
91,2022-12-01,1379.7379,2706.5160,1463.3693,2036.5233,3484.8589,5213.5826,4406.1511,9246.8396,13.4342,57.3194,7649.3674,1620.4474,1896.2488,139.4297,126.5649,383.6696,1961.0656
92,2022-12-04,1370.4403,2751.0499,1474.2183,2040.5049,3483.2461,5200.1802,4422.4979,9430.2042,13.5183,57.7668,7707.0584,1610.5048,1911.6847,138.9510,127.2628,384.8384,1963.2225
93,2022-12-05,1360.6608,2715.3051,1445.9524,2005.4229,3430.0373,5076.7131,4363.9280,9294.2818,13.4885,57.1640,7615.1115,1573.7539,1885.3916,137.5680,125.5732,379.6440,1938.7627
94,2022-12-06,1355.3491,2712.1314,1454.2305,1996.6557,3406.1760,5041.6878,4376.3298,9294.9491,13.3870,56.6428,7588.0644,1572.5376,1878.4091,137.2156,124.7110,378.0830,1933.8881
95,2022-12-07,1337.9333,2712.4727,1444.1665,1984.3158,3375.3783,4986.1975,4366.4559,9211.3115,13.3576,56.4768,7551.4623,1552.5455,1860.1422,136.0825,123.3051,373.6477,1917.2814
96,2022-12-11,1307.1286,2684.8660,1423.0900,1957.8454,3327.4723,4904.1947,4311.1191,9132.8690,13.2289,55.7854,7453.0615,1531.5567,1835.5570,133.3609,121.2130,367.3675,1885.3123
97,2022-12-12,1299.5421,2713.0260,1510.4692,1988.7663,3390.4878,4991.3954,4342.7683,9203.7177,13.4068,56.0766,7483.7866,1559.0147,1839.2080,133.4001,122.4994,372.9393,1902.2744
98,2022-12-13,1294.6610,2710.7090,1496.8051,2006.2926,3380.8884,4988.5936,4349.2234,9193.0606,13.5269,56.0294,7509.8076,1548.7398,1836.4564,133.2243,122.1694,371.3090,1899.7087
99,2022-12-14,1290.6672,2730.1818,1492.8948,2011.9464,3369.2920,5001.1502,4342.4140,9166.9198,13.3993,56.0723,7501.7568,1549.6682,1836.3720,133.0743,121.7754,370.1919,1897.0885
100,2022-12-15,1285.3799,2709.5276,1475.7182,1990.5243,3343.5745,4937.0710,4305.4506,9064.7535,13.2651,55.6211,7463.1214,1526.6515,1831.2565,132.0864,120.9650,368.0459,1882.6092
101,2022-12-18,1265.7974,2684.1825,1443.4141,1949.9963,3274.7052,4898.6235,4249.1859,9024.3911,13.1538,55.1303,7396.0377,1482.7186,1826.5447,130.2150,119.3184,362.8210,1855.0663
102,2022-12-19,1265.2395,2688.3767,1471.5441,1948.9915,3289.9945,4909.0010,4235.4514,9052.9796,13.1593,55.2821,7409.3135,1489.5670,1828.0961,130.4501,119.4897,363.9721,1858.8956
103,2022-12-20,1272.1087,2752.8861,1505.5804,1965.0226,3298.2940,4931.2868,4265.6796,9138.0290,13.1629,55.3871,7437.1476,1493.4333,1843.9103,131.2809,120.2339,366.6532,1873.1156
104,2022-12-21,1275.4936,2744.7177,1484.6485,1950.9509,3280.4584,4897.9974,4252.1205,9100.1953,13.1240,55.0934,7416.9954,1471.7293,1828.7397,131.1718,119.8366,365.3449,1867.2256
105,2022-12-22,1276.8707,2682.2538,1514.8877,1939.2059,3263.3693,4896.4289,4244.7360,9062.6562,13.1765,54.9828,7395.3766,1460.8400,1808.2778,131.0592,119.7919,367.0698,1867.2137
106,2022-12-26,1319.6775,2743.4434,1480.2307,2039.3007,3415.4236,5036.3091,4363.5470,9318.7106,13.4159,57.2764,7653.0011,1556.0315,1864.8355,135.6043,123.7648,375.4536,1924.0901
107,2022-12-27,1354.7506,2860.4494,1517.2436,2134.6501,3515.8148,5108.6789,4419.1036,9690.9194,13.5115,60.9574,7936.4241,1623.7571,1918.1509,139.2894,127.0456,386.0451,1983.9599
108,2022-12-28,1341.3125,2795.0533,1511.4859,2148.9040,3483.0240,5093.2286,4372.7986,9696.1601,13.5277,60.2955,7946.2267,1627.3363,1902.4594,138.4245,125.5250,381.3286,1972.1536
109,2022-12-29,1365.7795,2870.5827,1553.4644,2254.6597,3599.5773,5206.1911,4486.6694,10080.5355,13.7190,62.0485,8294.7527,1714.9383,1949.5386,142.2225,129.4854,391.3043,2029.0322
110,2023-01-01,1372.5333,2885.5427,1578.9183,2260.1859,3597.4565,5237.5907,4515.1559,10381.8897,13.7726,62.6670,8456.8371,1711.7314,1955.6292,143.4190,130.2023,394.0174,2046.2692
111,2023-01-02,1386.8297,2967.5473,1551.4174,2294.6196,3660.2315,5200.2208,4564.0714,10436.1300,13.6877,62.8116,8715.4137,1732.7300,2024.5442,145.0340,131.5034,395.0169,2064.0961
112,2023-01-03,1383.4519,3044.6804,1524.5784,2288.2587,3640.6899,5166.7341,4675.4112,10314.5218,13.7357,62.4611,8693.0746,1710.2702,2088.5628,144.9300,131.8356,394.6279,2061.0670
113,2023-01-04,1400.4437,3098.5135,1580.5853,2384.0466,3801.9618,5446.1370,4940.5672,10458.6149,13.9679,66.0356,8993.2310,1779.2542,2291.9516,149.1986,136.7191,408.7213,2125.8450
114,2023-01-05,1395.7000,3276.7473,1566.8405,2426.3110,3805.5224,5610.2496,5005.0121,10593.3749,14.0251,68.1108,9123.5620,1829.4515,2340.6547,150.4364,137.8013,411.2318,2143.9377
115,2023-01-08,1383.4522,3407.2046,1582.1973,2480.1685,3824.7420,5545.6171,4994.0175,11062.3561,14.4472,69.3939,9445.1251,1865.5075,2398.3244,151.8878,137.7522,411.2354,2164.6195
116,2023-01-09,1412.6689,3401.3600,1615.1036,2602.7792,3948.0864,5550.7914,5002.7942,11244.8081,14.7089,71.1438,9686.1429,1925.2842,2473.9038,155.3680,140.8050,419.9141,2211.7667
117,2023-01-10,1421.8632,3285.4705,1575.0448,2586.6563,3906.2870,5495.0489,4902.4427,11001.7217,14.7407,70.2956,9407.8275,1842.2359,2402.1049,154.0443,140.6265,419.1464,2190.4267
118,2023-01-12,1406.8204,3199.4774,1552.4648,2528.4398,3814.5013,5357.1023,4809.1183,10692.1634,14.6303,68.1766,9174.0220,1774.0384,2417.9736,151.2805,137.9677,411.2564,2149.3900
119,2023-01-17,1402.3706,3363.2970,1593.4056,2655.8298,3915.8631,5361.6939,4865.5172,10844.7645,14.7117,70.1584,9290.1022,1837.9351,2423.8832,153.3791,139.4192,415.8323,2182.1144
120,2023-01-18,1392.4178,3336.2582,1590.2054,2678.5424,3935.7425,5318.6579,4864.5655,10745.8149,14.7432,69.5513,9194.3865,1822.2440,2251.9689,152.7551,138.8082,413.9052,2173.1043
121,2023-01-19,1401.6435,3300.0486,1576.0305,2706.0664,3930.1543,5292.4885,4828.5801,10713.0953,14.9599,70.7868,9213.6987,1813.9364,2312.2974,153.3139,139.4691,415.0575,2178.8125
122,2023-01-23,1416.8054,3220.8078,1552.6962,2640.6211,3838.4899,5219.6392,4786.3301,10625.9142,15.0591,69.6010,9095.2681,1806.8984,2310.1291,152.3999,138.8186,413.0111,2165.1012
123,2023-01-24,1414.6588,3231.3596,1591.7274,2668.7466,3843.0893,5215.8968,4790.5302,10627.4814,14.7436,69.1574,9155.4320,1876.9400,2314.3159,152.7417,139.3346,415.5439,2173.2507
124,2023-01-25,1407.1966,3349.3756,1576.2269,2705.3072,3871.3293,5256.8504,4838.4580,10893.6454,14.9142,69.3147,9349.3094,1876.6869,2333.4505,153.5111,139.1284,414.2478,2183.6248
