Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
12,2022-07-29,1076286.57,,,130547.57,,,51357.7,269331.7,340921.06,12094.48,,159088.01,149358.08,,63733.62,368547.64,218868,216401.52,,3056535.95
13,2022-07-31,1107697.19,,,132935.37,,,52746.01,278121.2,343662.85,12532.65,,166266.69,150515.65,,62711.1,372599.68,227971.71,226710.8,,3134470.9
14,2022-08-01,1112104.77,,,135672.01,,,51692.21,276313.7,346132.76,12976.33,,165887.28,148337.13,,62688.57,368217.1,227844.01,228244.85,,3136110.72
15,2022-08-02,1107263.41,,,135694.35,,,51201.98,273430.2,349929.51,13229.08,,165740.33,147517.65,,63466.07,371328.4,226463.18,226900.91,,3132165.07
16,2022-08-03,1097421.1,,,135374.67,,,50944.87,270052.2,355659.26,13733.61,,164098.59,146652.4,,63401.91,371870.24,224837.76,226316.4,,3120363.01
17,2022-08-04,1081945.59,,,133631.72,,,49134.34,263582.2,347866.43,13029.44,,163175.06,142967.52,,61536.45,365849.99,221137.3,221419.06,,3065275.1
18,2022-08-05,1064849.6,,,131986.01,,,48688.8,262056.7,342560.68,12664.77,,161345.93,139788.4,,59445.38,357174.04,218491.72,216841.92,,3015893.95
19,2022-08-07,1065020.73,,,132052.49,,,49740.31,265815.7,346079.59,12941.83,,161360.32,141711.1,,60518.23,359256.11,218391.31,217666.9,,3030554.62
20,2022-08-08,1060514.81,,,132189.39,,,48941.06,259377.7,345227.56,12875.6,,160660.21,139803.4,,59722.8,357950.56,216144.18,214672.39,,3008079.66
21,2022-08-09,1046590.08,,,130482.22,,,48341.72,249596.65,334675.76,12466.31,,158291.29,135305.17,,57792.67,348568.81,213443.01,210613.55,,2946167.24
22,2022-08-10,1042493.26,,,131139.58,,,48140.37,248820.7,333004.81,12280.81,,155904.04,135026.13,,57275.3,347410.14,213228.54,212058.74,,2936782.42
23,2022-08-11,1040161.49,,,129145.94,,,47274.54,243674.2,329421.36,12280.19,,154687.41,132924.31,,55988.84,344875.3,211733.14,208261.39,,2910428.11
24,2022-08-14,1033243.84,,,124518.93,,,46907.95,240910.2,323292.86,12002.58,,153679.29,131183.78,,54544.46,341103.56,206580.74,202590.9,,2870559.09
25,2022-08-15,1046079.37,,,125099.98,,,48366.97,256020.7,337394.7,12528.18,,158528.31,138180.13,,58568.86,351262.49,209828.05,208278.89,,2950136.63
26,2022-08-16,1043437.71,,,122719.95,,,47945.68,254228,326664.95,12306.93,,155819.22,134475.58,,57036.08,346803.49,208193.16,205049.78,,2914680.53
27,2022-08-17,1040546.37,,,122780.99,,,47942.57,253659.2,338869.92,12284.6,,156450.33,135419.53,,57334.12,347034.16,207193.73,204646.55,,2924162.07
28,2022-08-18,1046664.08,,,124071.48,,,48221.57,259610.2,348748.47,12422.79,,157548.28,139709.2,,59061.43,351631.79,208347.06,207622.03,,2963658.38
29,2022-08-21,1047669.68,,,124624.14,,,48859.81,255286.7,344730.51,12183.26,,157706.66,138418.77,,58520.21,351056.17,207530.73,206011.46,,2952598.1
30,2022-08-22,1046529.54,,,123842.33,,,48348.62,253594.55,342379.99,12177.81,,156803.82,137537.1,,58244.95,349910.97,207465.7,205138.95,,2941974.33
31,2022-08-23,1050373.55,,,124554.85,,,47699.82,253690.7,342463.9,12241.5,,156708.03,136995.91,,58050.66,349048.87,207654.96,205141.61,,2944624.36
32,2022-08-24,1052361.91,,,124325.58,,,47851.34,252539.7,344084.42,12112.03,,156418.56,137315.02,,57867.85,349759.07,208708.7,205375.06,,2948719.24
33,2022-08-25,1048592.73,,,122386.06,,,47130.52,246987.7,338618.1,11991.34,,156004.02,135195.67,,56671.03,347737.26,207417.47,203785.34,,2922517.24
34,2022-08-26,1041111.58,,,121059.65,,,47060.48,245863.7,338177.8,11764.86,,154920.61,133447.3,,55608.61,344644.44,208169.49,201667.26,,2903495.78
35,2022-08-28,1033010.7,,,119525.87,,,45824.53,244562.2,322471.07,11471.33,,151755.04,129996.72,,53530.85,336904.52,205636.57,196700.01,,2851389.41
36,2022-08-29,1032897.58,,,120509.48,,,46437,245716.2,323439.86,11571.07,,151890.21,131027.98,,54541.06,336606.97,206587.39,195553.16,,2856777.96
37,2022-08-30,1032311,,,120794.15,,,46353.7,251349.2,320920.74,11580.19,,151768.65,131256.39,,54191.93,336926,206535.35,196123.49,,2860110.79
38,2022-08-31,1026858.93,,,119634.68,,,45721.99,248705.2,316000.74,11427.8,,150842.14,128769.45,,52882.53,332062.02,203439.33,194250.33,,2830595.14
39,2022-09-01,1025165.91,,,119553.64,,,46151.84,243936.7,317462.74,11388.17,,152027.44,129033.75,,53576.99,332187.89,204647.73,193908.77,,2829041.57
40,2022-09-02,1023806.34,,,118997.34,,,46020.5,249192.58,317594.67,11385.63,,151435.92,128680.35,,53413.74,332222.69,204522.6,193416.66,,2830689.02
41,2022-09-04,1024998.97,,,118794.79,,,45733.01,242952.13,320625.93,11414.34,,154240.16,130705.51,,53748.6,333835.81,205540.94,193629.08,,2836219.27
42,2022-09-05,1023925.32,,,118840.21,,,45593.65,240479.34,319766.67,11367.76,,154156.88,130308.41,,53432.26,334059.79,205482.53,192652.76,,2830065.58
43,2022-09-06,1018652.28,,,118272.92,,,45691.69,237351.2,313035.66,11194.86,,151335.54,127929.4,,52301.51,330145.28,203594.34,190205.06,,2799709.74
44,2022-09-07,1014495.47,,,118168.59,,,45323.68,236127.95,310050.97,10922.6,,150688.94,126564.16,,51932.76,327731.74,202795.15,187739.67,,2782541.68
45,2022-09-08,1011366.52,,,117853.2,,,45513.66,232987.64,311992.5,10820.18,,150721.62,127925.4,,52643.68,327615.62,202247.99,187797.75,,2779485.76
46,2022-09-11,1008792.13,,,117715.67,,,44872.42,233666,307177.11,10755.12,,149988.17,126026.8,,51912.29,324880.77,201372.98,185885.71,,2763045.17
47,2022-09-12,1004805.22,,,117386.61,,,44757.71,229700.53,302858.28,10711.4,,149093.82,125503.27,,51352.6,322620.98,200214.21,184616.95,,2743621.58
48,2022-09-13,1013497.62,,,119585.57,,,45275.66,232334.75,305785.74,10854.33,,150214.93,127704.3,,52444.93,326622.44,202335.82,187519.03,,2774175.12
49,2022-09-14,1032366.49,,,122296.61,,,46435.12,239079.58,316859.47,11478.84,,152446.02,133603.1,,55555.63,334526.12,205272.62,192299.89,,2842219.49
50,2022-09-15,1013605.63,,,118437.71,,,44846.97,229656.8,302716.32,11023.42,,148694.14,127393.02,,52643.97,324101,201367.26,185970.75,,2760456.99
51,2022-09-16,1008305.52,,,117081.75,,,44512.88,228980.53,303793.08,10988.37,,148172.44,125779.25,,51926.27,320825.25,200876.37,183641.88,,2744883.59
52,2022-09-18,998791.58,,,115343.86,,,43803.65,223243.33,294396.8,10631.99,,145795.38,122421.82,,50406.93,315042.18,195985.32,180214.64,,2696077.48
53,2022-09-20,983329.31,,,112967.98,,,43195.51,221083.33,284462.72,10351.35,,143559.74,118513.86,,48478.36,307251.84,192510.35,174612.76,,2640317.11
54,2022-09-21,988526.94,,,114297.23,,,43728.35,221501,286142.19,10433.1,,143934.4,120154.72,,49347.83,309369.09,193294.18,175671.95,,2656400.98
55,2022-09-22,988353.53,,,113503.2,,,43658.96,219320.08,283341.09,10426.92,,142817.03,119152.09,,48576.06,306136.28,192372.75,174618.08,,2642276.07
56,2022-09-25,982051.78,,,111454.21,,,43301.17,215678.23,276148.36,10350.57,,141689.68,117344.12,,47325.67,303178.74,190688.78,169692.39,,2608903.7
57,2022-09-27,991739.11,,,111858.82,,,43285.21,217132.18,279675.71,10445.32,,142295.18,119245.71,,48017.44,305902.07,191798.19,170387.2,,2631782.14
58,2022-09-28,994481.7,,,112690.64,,,43506.85,216642.88,280329.44,10419.96,,142817.26,119909.91,,47892.75,308838.55,192262.94,171204.78,,2640997.66
59,2022-09-29,1004771.34,,,114089.79,,,43891.23,217132.18,281474.55,10428.73,,143233.92,121333.84,,48314.41,313959.56,192139.23,173647.44,,2664416.22
60,2022-10-09,1024498.13,,,117026.27,,,44750.18,222491.38,289558.61,10528.63,,145818.58,126797.59,,50577.98,322375.59,196264.09,177865.05,,2728552.08
61,2022-10-10,1012848.66,,,116017.34,,,43968.49,219421.48,283320.18,10471.44,,143642.88,123436.02,,49370.93,316844.69,194686.58,175490.45,,2689519.14
62,2022-10-11,1005356.22,,,115143.2,,,43982.37,216765.2,281059.6,10476.08,,142292.51,121852.1,,48951.9,315521,191958,173076.94,,2666435.12
63,2022-10-12,1008619.14,,,116100.78,,,44383.6,218366.83,283312.44,10395.28,,143184.08,124396.48,,50260.42,316911.23,193059.31,173715.32,,2682704.91
64,2022-10-13,1009347.66,,,117880.03,,,44466.62,218781.85,282975.86,10402.06,,143806.19,125643.56,,50709.6,317189.26,193395.16,174071.25,,2688669.1
65,2022-10-16,1011856.2,,,118215.44,,,44191.34,217009.85,281467.05,10263.6,,142733.45,123418.19,,49806.82,314535.89,191714.31,171141.29,,2676353.43
66,2022-10-17,1013028.28,,,117778.53,,,44370.82,217787.53,279619.59,10273.23,,142977.05,122410.76,,49258.13,314085.2,191138.18,170063.9,,2672791.2
67,2022-10-19,1010863.67,,,116750.18,,,45063.19,215433.58,274514.89,10176.89,,141918.13,120758.54,,48008.48,311695.03,190719.42,168464.65,,2654366.65
68,2022-10-20,1010792.22,,,116730.69,,,44955.94,215300.6,273065.21,10247.39,,141291.15,121054.91,,47909.5,311689.73,190592.56,168755.87,,2652385.77
69,2022-10-23,1019320.8,,,116986.48,,,44610.64,217276.55,275793.39,10272.75,,143009.68,122288.82,,48066.79,314084.83,191453.54,170044.32,,2673208.59
70,2022-10-31,1034819.88,,,117733.11,,,45346.03,221092.18,276077.06,10389.73,,143458.88,121809.63,,48471.5,315140.18,192013.86,170427.9,,2696779.94
71,2022-11-01,1057607.78,,,121655.23,,,46294.05,232767.5,288144.78,10863.57,,146937.24,126621.51,,51135.5,322032.49,195869.57,177542.72,,2777471.94
72,2022-11-02,1055593.5,,,121973.6,,,46577.07,236115.72,290573.89,10729.89,,146906.29,127855.91,,51412.84,324797.28,197085.21,178386.73,,2788007.93
73,2022-11-03,1046830.66,,,121655.12,,,46214.74,233230.52,286593.07,10613.73,,146918.16,126330.87,,50789.99,321257.82,197116.06,177244.57,,2764795.31
74,2022-11-06,1055615.33,,,126294.5,,,47273.88,242684.68,296193.75,10987.22,,149460.26,129669.01,,52861.9,335961.32,199212.75,180723.27,,2826937.87
75,2022-11-07,1052567.58,,,124766.54,,,47242.14,242820.95,295324.49,11006.12,,147934.66,128219.46,,52493.2,334348.42,200229.14,180740.3,,2817693
76,2022-11-08,1049503.25,,,123879.12,,,47177.45,245177.08,293490.15,10834.94,,148381.09,127951.86,,52642.15,332256.23,202293.06,180407.96,,2813994.34
77,2022-11-09,1038667.88,,,120572.59,,,46206.1,239421.88,285850.4,10732.05,,145627.23,123883.29,,50154.29,323303.65,197884.5,175382.98,,2757686.84
78,2022-11-10,1031558.98,,,119020.66,,,45717.87,233829.8,279921.81,10605.29,,143938.17,122119.78,,48922.19,319513.64,196346.09,172365.61,,2723859.89
79,2022-11-13,1027470.12,,,118216.29,,,45991.68,233649.8,276975.93,10452.46,,143586.41,121978.89,,48899.61,315480.03,194786.49,171213.56,,2708701.27
80,2022-11-14,1031017,,,121920.46,,,47034.4,239084.68,282721.56,10492.39,,143924.03,124659.69,,50224.47,317279.53,197366.52,173592.51,,2739317.24
81,2022-11-15,1031866.96,,,120366.7,,,46661.73,238081.56,282845.42,10524.02,,144057.41,123010.95,,49417.14,315385.32,197107.02,173244.83,,2732569.06
82,2022-11-16,1038166.09,,,121428.63,,,46886.47,239688.58,286282.2,10398.24,,144479.22,124572.21,,49917.67,316781.83,198886.97,174749.04,,2752237.15
83,2022-11-17,1047629.12,,,123924.76,,,47050.07,243467.45,295464.48,10632.7,,146428.2,126952.06,,51110.67,319660.57,200138.11,176866.66,,2789324.85
84,2022-11-22,1048600.04,,,122966.97,,,46746.27,240508.85,293293.69,10591.61,,145948.21,125120.72,,50937.6,318202.96,200190.19,175813.27,,2778920.38
85,2022-11-23,1043331.4,,,123951.14,,,46669.49,238637.23,291764.77,10622.28,,145486.16,125112.49,,50890.9,316883.71,199660.56,174795.22,,2767805.35
86,2022-11-24,1047924.35,,,125413.77,,,46706.39,242675.83,293439.26,10757.5,,145423.99,126501.91,,51470.61,318935.87,200252.89,174933.95,,2784436.32
87,2022-11-27,1062813.56,,,128182.57,,,47335.59,246289.78,298841.75,10915.13,,146879.24,128850.83,,52616.3,328746.49,202444.47,177162.81,,2831078.52
88,2022-11-28,1055058.27,,,126378.33,,,47053.18,243498.95,295208.82,10932.13,,146630.8,127078.26,,51819.24,327613.04,201017.42,176309.84,,2808598.28
89,2022-11-29,1054307.64,,,126347.11,,,46964.37,244655.83,295569.24,10845.42,,146352.35,128110.18,,52446.43,329509.56,201698.61,176085.49,,2812892.23
90,2022-11-30,1054064.98,,,125901.53,,,46940.53,243029.93,295197.21,10941.01,,146209.26,127419.03,,51874.98,329530.15,201311.92,175382.22,,2807802.75
91,2022-12-01,1064465.08,,,126476.4,,,46857.47,243734.9,296272.38,11037.53,,145920.41,127770.13,,51898.08,330333.23,203882.23,175289.66,,2823937.5
92,2022-12-04,1057292.04,,,126151.27,,,47628.48,245541.88,296956.14,11127.38,,147020.93,127711,,51579.64,331558.76,207925.22,176657.83,,2827150.57
93,2022-12-05,1049746.92,,,123156.08,,,47009.63,240833.98,288732.14,10974.34,,145266.94,125760.14,,50402.62,327167.73,204928.28,174814.54,,2788793.34
94,2022-12-06,1045648.96,,,122306.4,,,46954.69,242212.76,290601.97,10933.69,,144750.99,124885.28,,50363.67,328097.5,204942.99,173220.56,,2784919.46
95,2022-12-07,1032213.56,,,120960.26,,,46960.59,240536.54,288805.97,10827.37,,144052.76,123756.1,,49723.38,327357.24,203098.88,172713.01,,2761005.66
96,2022-12-11,1008448.57,,,118970.95,,,46482.64,237026.08,284953.35,10684.26,,142175.65,121999.66,,49051.17,323208.59,201369.31,170598.64,,2714968.87
97,2022-12-12,1002595.54,,,121086.36,,,46970.17,251579.74,289453.71,10705.52,,142761.77,124310.08,,49930.57,325581.37,202931.45,171489.12,,2739395.4
98,2022-12-13,998829.79,,,121018.39,,,46930.06,249303.88,292004.57,10689.5,,143258.15,123958.12,,49601.5,326065.31,202696.47,171344.85,,2735700.59
99,2022-12-14,995748.6,,,121323,,,47267.19,248652.58,302940.56,10689.01,,143104.57,123532.95,,49631.23,325554.8,202120.1,171475.91,,2742040.5
100,2022-12-15,991669.42,,,119768.5,,,46909.61,245791.7,299715.02,10659.23,,142367.56,122590.03,,48894.07,322783.63,199867.44,170096.0,,2721112.21
101,2022-12-18,976561.86,,,118835.8,,,46470.81,240411.2,293612.63,10631.81,,141087.86,120064.98,,47487.03,318565.4,198977.5,168595.28,,2681302.16
102,2022-12-19,976131.35,,,119087.55,,,46543.43,245096.46,293461.34,10640.84,,141341.11,120625.56,,47706.37,317535.72,199607.84,169059.37,,2686836.94
103,2022-12-20,981430.92,,,119628.18,,,47660.27,250765.47,295875.15,10732.89,,141872.08,120929.85,,47830.19,320891.98,201483.09,169380.35,,2708480.42
104,2022-12-21,984042.37,,,118820.61,,,47518.85,247279.1,293756.36,10644.58,,141487.65,120275.92,,47135.08,319951.53,200648.9,168482.22,,2700043.17
105,2022-12-22,985104.79,,,118782.56,,,46437.58,252315.67,291987.9,10525.48,,141075.25,119649.36,,46786.33,319395.88,199821.2,168144.06,,2700026.06
106,2022-12-26,1018130.21,,,122175.92,,,47496.95,246543.28,307059.28,10854.69,,145989.68,125224.15,,49835.03,328335.83,205466.92,175158.2,,2782270.14
107,2022-12-27,1045189.12,,,123931.54,,,49522.67,252708.05,321416.12,11165.02,,151396.3,128904.98,,52004.08,332516.2,213673.7,186415.28,,2868843.06
108,2022-12-28,1034821.5,,,123556.73,,,48390.47,251749.07,323562.25,11073.68,,151583.29,127702.62,,52118.71,329031.97,213789.25,184391.09,,2851770.63
109,2022-12-29,1053698.16,,,126297.09,,,49698.1,258740.9,339485.98,11347.72,,158231.82,132448.73,,54924.34,337600.2,222264.29,189751.19,,2934488.52
110,2023-01-01,1058908.75,,,127058.81,,,49957.1,262980.43,340318.05,11383.17,,161323.8,132370.69,,54821.63,339743.61,228908.8,191642.7,,2959417.54
111,2023-01-02,1069939.89,,,126152.25,,,51376.84,258399.95,345502.73,11784.31,,166256.43,134680.37,,55494.15,343424.27,230104.74,192084.96,,2985200.89
112,2023-01-03,1067334.38,,,125339.9,,,52712.24,253929.73,344544.97,12156.94,,165830.28,133961.32,,55002.07,351802.05,227423.42,191013.17,,2981050.47
113,2023-01-04,1080443.57,,,132117.94,,,53644.24,263258.08,359502.07,13340.81,,171556.11,139895.2,,57220.58,371753.73,230600.5,201944.14,,3075276.97
114,2023-01-05,1076783.83,,,136099.15,,,56729.99,260968.78,365875.32,13624.3,,174042.32,140026.21,,58834.92,376602.9,233571.81,208290.59,,3101450.12
115,2023-01-08,1067334.61,,,134531.23,,,58988.58,263526.58,373996.76,13959.97,,180176.57,140733.41,,59994.48,375775.6,243912.31,212214.26,,3125144.36
116,2023-01-09,1089875.31,,,134656.75,,,58887.39,269007.35,392485.83,14399.9,,184774.26,145271.93,,61916.89,376436,247935.17,217565.83,,3193212.61
117,2023-01-10,1096968.73,,,133304.49,,,56881.01,262335.28,390054.58,13981.98,,179465.07,143733.9,,59246.07,368885.03,242575.39,214971.7,,3162403.23
118,2023-01-12,1085363.2,,,129958.05,,,55392.22,258574.4,381275.83,14074.35,,175004.91,140356.6,,57052.84,361862.83,235749.98,208491.75,,3103156.96
119,2023-01-17,1081930.18,,,130069.43,,,58228.41,265393.4,400485.6,14108.75,,177219.17,144086.26,,59107.75,366106.57,239114.66,214552.09,,3150402.27
120,2023-01-18,1074251.56,,,129025.42,,,57760.29,264860.38,403910.53,13108.08,,175393.28,144817.73,,58603.13,366034.96,236932.94,212695.73,,3137394.03
121,2023-01-19,1081369.2,,,128390.58,,,57133.4,262499.45,408061.02,13459.24,,175761.69,144612.11,,58335.96,363327.23,236211.51,216473.83,,3145635.22
122,2023-01-23,1093066.37,,,126623.33,,,55761.51,258612.95,398192.2,13446.61,,173502.49,141239.27,,58109.62,360148.12,234289.26,212847.65,,3125839.38
123,2023-01-24,1091410.25,,,126532.54,,,55944.2,265113.88,402433.39,13470.98,,174650.18,141408.51,,60362.15,360464.16,234323.82,211491.17,,3137605.23
124,2023-01-25,1085653.21,,,127526.03,,,57987.4,262532.15,407946.54,13582.36,,178348.61,142447.61,,60354.01,364070.5,238660.32,211972.13,,3151080.87
125,2023-01-26,1080980.15,,,127111.37,,,58437.31,260304.58,411296.66,13604.66,,181001.9,141659.19,,59532.16,362887.89,241540.53,212130.16,,3150486.56
126,2023-01-29,1075363.5,,,126789.53,,,58556.46,255885.05,409981.71,13541.93,,180835.76,139401.62,,58340.26,359759.02,242370.25,208483.41,,3129308.5
127,2023-01-30,1063181.82,,,125038.43,,,56444.6,250357.63,397949.25,13274.44,,175682.8,135890.38,,56371.31,353308.7,239707.37,202709.9,,3069916.63
128,2023-01-31,1054745.71,,,123982.92,,,55898.94,248846,398040.01,13198.38,,175041.09,135477.17,,55934.78,349241.73,236807.2,200053.0,,3047266.93
129,2023-02-01,1055843.26,,,124662.27,,,56772.88,250597.02,398626.77,13177.25,,175479.07,137161.84,,56323.99,348077.05,238752.19,198972.37,,3054445.96
130,2023-02-02,1051655.83,,,124361.07,,,55887.87,248849.3,390407.08,13012.65,,172939.28,134769.52,,55395.22,344903.07,233578.43,196768.36,,3022527.68
131,2023-02-05,1052939.99,,,125196.94,,,56302.68,248421.35,391528.72,12912.91,,172157.74,135275.44,,56325.43,343723.53,232419.29,197552.95,,3024756.97
132,2023-02-06,1057218.49,,,126905.69,,,56455.92,248975.3,392067.46,12905.38,,172120.96,135170.8,,56602.47,344268.43,230601.41,198134.57,,3031426.88
133,2023-02-07,1081685.93,,,131163.17,,,58144.74,256306.22,412978.73,13436.69,,179660.93,142015.49,,59962.36,355320.81,240838.2,210510.0,,3142023.27
134,2023-02-08,1081367.95,,,130146.74,,,57284.15,257597.6,408853.04,13443.27,,179116.55,141183.1,,58813.86,353976.19,239490.89,210418.16,,3131691.5
135,2023-02-09,1084697.14,,,130991.96,,,57498.43,258223.18,412976.81,13491.07,,180153.5,143248.63,,59365.25,355219.63,241350.18,212438.99,,3149654.77
136,2023-02-12,1063116.74,,,125637.37,,,55925.28,252033.43,396290.77,13254.79,,175606.71,138038.94,,56641.18,347490.28,233526.17,204400.39,,3061962.05
137,2023-02-14,1055037.59,,,126029.69,,,55458.7,250378.55,392632.59,13189.83,,174656.99,136683.31,,56285.33,343959.23,231655.7,202325.68,,3038293.19
138,2023-02-15,1049748.13,,,127207.08,,,54752.11,247876.1,388938.37,13132.63,,173281.36,135945.38,,55763.59,341666.62,229105.76,200816.31,,3018233.44
139,2023-02-16,1043076.7,,,124751.93,,,54069.93,247802.75,383270.09,12935.24,,170915.53,134250.45,,54943.14,337425.35,225948.96,198321.92,,2987711.99
140,2023-02-20,1035276.01,,,120756.01,,,53585.68,244113.5,379642.5,12987.61,,169708.92,132820.45,,54465.23,329296.49,224050.39,196721.21,,2953424
141,2023-02-22,1048258,,,122500.14,,,55230.19,248828.51,394257.48,12987.12,,173158.83,135783.88,,56038,324765.9,228352.39,201708.05,,3001868.49
142,2023-02-23,1025966.6,,,120018.25,,,53528.06,243764.15,385500.92,12723.99,,169364.22,133830.34,,54662.25,293784.22,223560.96,198276.96,,2914980.92
143,2023-02-26,1023307.21,,,119658.03,,,54778.2,244271.45,388347.89,12546.46,,169890.44,134941.64,,55430.98,301938.78,223255.09,199471.68,,2927837.85
144,2023-02-27,1022335.59,,,119091.05,,,55536.74,246236.38,387229.98,12620.08,,170029.09,134502,,54505.84,298977.76,223058.69,198446.47,,2922569.67
145,2023-02-28,1018830.88,,,118507.57,,,55000.19,244505.08,390839.61,12621.19,,169183.98,133850.71,,54358.43,297732.61,222570.47,200474.51,,2918475.23
146,2023-03-01,1012926.28,,,115809.85,,,54030.4,241322.16,385569.06,12520.72,,167321.69,131957.49,,54018.64,289833.03,219135.02,198723.49,,2883167.83
147,2023-03-02,1003365.35,,,114096.74,,,53671.5,237850.55,379514.07,12230.43,,165730.22,130845.86,,53175.4,282190.69,216373.18,195880.44,,2844924.43
148,2023-03-05,994023.2,,,110641.13,,,52492.48,233228.38,378422.47,12184.93,,164510.26,129028.13,,52220.48,275481.27,212575.57,192563.97,,2807372.27
149,2023-03-07,999242.11,,,109462.84,,,53042.18,234881.54,385326.08,12276.63,,166107.67,130530.12,,52836.94,276866.58,213545.46,194707.65,,2828825.8
150,2023-03-09,1017448.72,,,111135.8,,,54224.46,240080.45,399176.26,12618.89,,170929.32,134409.03,,54665.06,285147.89,220421.09,201060.25,,2901317.22
151,2023-03-12,1000425.43,,,110698.03,,,53682.08,238612.5,393320.66,12474.13,,168679.34,132711.49,,53796.22,282889.49,217368.64,197862.19,,2862520.2
152,2023-03-13,984675.93,,,109627.8,,,53247.57,236323.25,390806.25,12295.97,,167101.05,131341.85,,53349.64,278297.96,213753.53,190188.1,,2821008.9
153,2023-03-14,981631.62,,,109060.67,,,53592.94,237357.81,393724.51,12002.81,,168009.27,131815.79,,53870.04,277207.44,213904.32,191502.23,,2823679.45
154,2023-03-15,973942.73,,,108274.14,,,53473.85,236491.02,392233.59,12064.36,,167683.88,130809.08,,53414.57,272048.98,212156.94,190215.83,,2802808.97
155,2023-03-16,968417.5,,,108119.48,,,52862.82,236769.58,392271.3,12332.25,,167254.73,130279.82,,53237.6,269595.36,211403.44,190874.87,,2793418.75
156,2023-03-19,963227.28,,,106928.1,,,53323.95,235896.89,393318.46,12347.46,,167306.76,129697.7,,53235.02,266751.51,210065.05,191352.78,,2783450.96
157,2023-03-20,968402.37,,,107788.67,,,54494.52,240931.47,402023.39,12797.45,,168899.68,132013.64,,54107.39,267883.93,212131.25,194709.38,,2816183.14
158,2023-03-22,962525.81,,,105759.05,,,53872.95,239759.75,400815.74,12793.02,,167095.22,130326.23,,53347.6,266997.68,209340.37,193693.78,,2796327.2
159,2023-03-23,956336.62,,,105531.65,,,53975.49,237238.92,396262.79,12514.04,,166373.22,129886.9,,52659.03,262532.45,207437.56,191282.02,,2772030.69
160,2023-03-26,942771.71,,,103413.77,,,53755.32,236574.88,392503.82,12259.21,,164481.88,127921.04,,52051.57,252425.96,205618.89,189386.8,,2733164.85
