.,"Nepal Stock Exchange Limited
Singhadurbar Plaza, Kathmandu, Nepal
Phone: 977-1-4250758, 4250735, Fax: 977-1-4262538
Email: info@nepalstock.com",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
39,Finance,Central Finance Co. Ltd.,302.00,393.00,91.00
40,Finance,Crystal Finance Ltd.,117.00,117.00,0.00
41,Finance,Goodwill Finance Limited,499.00,483.00,-16.00
42,Finance,Guheshowori Merchant Bank & Finance Co. Ltd.,307.00,396.80,89.80
43,Finance,Gurkhas Finance Ltd.,473.00,560.00,87.00
44,Finance,Himalayan Finance Limited (Bittiya Sanstha),18.00,18.00,0.00
45,Finance,ICFC Finance Limited,450.00,525.00,75.00
46,Finance,Janaki Finance Company Limited,372.00,409.00,37.00
47,Finance,Manjushree Finance Ltd.,447.00,550.00,103.00
48,Finance,Multipurpose Finance Company  Limited,240.00,381.10,141.10
49,Finance,Nepal Finance Ltd.,300.80,351.00,50.20
50,Finance,Nepal Share Markets Ltd.,174.00,174.00,0.00
51,Finance,Pokhara Finance Ltd.,354.00,398.00,44.00
52,Finance,Progressive Finance Limited,246.00,408.90,162.90
53,Finance,Reliance Finance Ltd.,310.00,385.90,75.90
54,Finance,Samjhana Finance Co. Ltd.,230.00,230.00,0.00
55,Finance,Samriddhi Finance Company Limited,223.00,323.00,100.00
56,Finance,Shree Investment Finance Co. Ltd.,299.00,375.00,76.00
57,Hotels And Tourism,Chandragiri Hills Limited,1049.90,1280.00,230.10
58,Hotels And Tourism,City Hotel Limited,-,680.10,-
59,Hotels And Tourism,Kalinchowk Darshan Limited,-,934.00,-
60,Hotels And Tourism,Oriental Hotels Limited,483.00,799.00,316.00
61,Hotels And Tourism,Soaltee Hotel Limited,202.50,485.00,282.50
62,Hotels And Tourism,Taragaon Regency Hotel Limited,315.00,790.30,475.30
63,Hotels And Tourism,Yak And Yeti Hotel Limited,600.00,600.00,0.00
64,Hydro Power,Ankhu Khola Jalvidhyut Company Ltd,200.50,192.50,-8.00
65,Hydro Power,Api Power Company Ltd.,244.50,197.00,-47.50
66,Hydro Power,Arun Kabeli Power Ltd.,459.00,234.50,-224.50
67,Hydro Power,Arun Valley Hydropower Development Co. Ltd.,356.10,255.00,-101.10
68,Hydro Power,Asian Hydropower Limited,-,330.00,-
69,Hydro Power,Balephi Hydropower Limited,239.70,260.00,20.30
70,Hydro Power,Barahi Hydropower Public Limited,-,454.50,-
71,Hydro Power,Barun Hydropower Co. Ltd.,440.00,249.00,-191.00
72,Hydro Power,Bhugol Energy Development Company Limited,-,232.20,-
73,Hydro Power,Bindhyabasini Hydropower Development Company Limited,-,390.00,-
74,Hydro Power,Buddha Bhumi Nepal Hydropower Company Limited,355.00,335.00,-20.00
75,Hydro Power,Butwal Power Company Limited,322.00,330.50,8.50
76,Hydro Power,Chhyangdi Hydropower Ltd.,250.00,264.00,14.00
77,Hydro Power,Chilime Hydropower Company Limited,408.00,536.70,128.70
78,Hydro Power,Dibyashwori Hydropower Ltd.,205.00,185.00,-20.00
79,Hydro Power,Dolti Power Company Limited,-,228.00,-
80,Hydro Power,Dordi Khola Jal Bidyut Company Limited,309.20,245.00,-64.20
81,Hydro Power,Eastern Hydropower Limited,-,311.00,-
82,Hydro Power,Ghalemdi Hydro Limited,208.00,222.00,14.00
83,Hydro Power,Green Ventures Limited,303.50,385.00,81.50
84,Hydro Power,GreenLife Hydropower Limited,303.00,255.50,-47.50
85,Hydro Power,Himal Dolakha Hydropower Company Limited,204.00,152.00,-52.00
86,Hydro Power,Himalaya Urja Bikas Company Limited,229.00,274.00,45.00
87,Hydro Power,Himalayan Hydropower Limited,-,249.00,-
88,Hydro Power,Himalayan Power Partner Ltd.,322.00,285.90,-36.10
89,Hydro Power,Ingwa Hydropower Limited,-,257.00,-
90,Hydro Power,Joshi Hydropower Development Company Ltd,203.00,269.00,66.00
91,Hydro Power,Kalika power Company Ltd,372.00,355.00,-17.00
92,Hydro Power,Khanikhola Hydropower Co. Ltd.,211.00,203.60,-7.40
93,Hydro Power,Liberty Energy Company Limited,249.80,244.50,-5.30
94,Hydro Power,Madhya Bhotekoshi Jalavidyut Company Limited,233.50,295.10,61.60
95,Hydro Power,Mai Khola Hydropower Limited,-,276.10,-
96,Hydro Power,Mailung Khola Jal Vidhyut Company Limited,492.60,392.00,-100.60
97,Hydro Power,Makar Jitumaya Suri Hydropower Limited,-,273.10,-
98,Hydro Power,Mandakini Hydropower Limited,-,303.00,-
99,Hydro Power,Maya Khola Hydropower Company Limited,-,233.50,-
100,Hydro Power,Menchhiyam Hydropower Limited,-,226.00,-
101,Hydro Power,Modi Energy Limited,-,207.50,-
102,Hydro Power,Molung Hydropower Company Limited,-,209.40,-
103,Hydro Power,Mountain Energy Nepal Limited,800.00,995.00,195.00
104,Hydro Power,Mountain Hydro Nepal Limited,272.00,238.00,-34.00
105,Hydro Power,National Hydro Power Company Limited,240.00,177.90,-62.10
106,Hydro Power,Nepal Hydro Developers Ltd.,360.00,377.00,17.00
107,Hydro Power,Ngadi Group Power Ltd.,297.00,233.90,-63.10
108,Hydro Power,Nyadi Hydropower Limited,316.00,261.10,-54.90
109,Hydro Power,Panchakanya Mai Hydropower Ltd,221.00,204.00,-17.00
110,Hydro Power,Panchthar Power Compant Limited,288.60,269.00,-19.60
111,Hydro Power,People's Power Limited,-,249.00,-
112,Hydro Power,Peoples Hydropower Company Limited,-,335.00,-
113,Hydro Power,Radhi Bidyut Company Ltd,538.50,234.00,-304.50
114,Hydro Power,Rapti Hydro And General Construction Limited,-,247.00,-
115,Hydro Power,RASUWAGADHI HYDROPOWER COMPANY LIMITED,273.00,300.00,27.00
116,Hydro Power,Rawa Energy Development Limited,-,353.20,-
117,Hydro Power,Ridi Power Company Limited,838.00,243.00,-595.00
118,Hydro Power,River Falls Power Limited,222.00,250.00,28.00
119,Hydro Power,Ru Ru Jalbidhyut Pariyojana Limited,770.10,778.10,8.00
120,Hydro Power,Sagarmatha Jalabidhyut Company Limited,-,250.00,-
121,Hydro Power,Sahas Urja Limited,460.00,483.90,23.90
122,Hydro Power,Samling Power Company Limited,428.10,403.50,-24.60
123,Hydro Power,Sanima Mai Hydropower Ltd.,306.00,355.00,49.00
124,Hydro Power,Sanima Middle Tamor Hydropower Limited,-,285.00,-
125,Hydro Power,SANJEN JALAVIDHYUT COMPANY LIMITED,260.00,296.90,36.90
126,Hydro Power,Sayapatri Hydropower Limited,-,365.00,-
127,Hydro Power,Shiva Shree Hydropower Ltd,222.00,182.60,-39.40
128,Hydro Power,Shuvam Power Limited,-,810.00,-
129,Hydro Power,Sikles Hydropower Limited,-,387.00,-
130,Hydro Power,Singati Hydro Energy Limited,255.00,280.00,25.00
131,Hydro Power,Super Madi Hydropower Limited,-,422.00,-
132,Hydro Power,Super Mai Hydropower Limited,-,564.80,-
133,Hydro Power,Swet-Ganga Hydropower & Construction Limited ,-,262.70,-
134,Hydro Power,Synergy Power Development Ltd.,335.00,250.10,-84.90
135,Hydro Power,Terhathum Power Company Limited,426.00,363.00,-63.00
136,Hydro Power,Union Hydropower Limited,215.00,196.00,-19.00
137,Hydro Power,United IDI Mardi RB Hydropower Limited.,730.00,434.10,-295.90
138,Hydro Power,United Modi Hydropower Ltd.,227.40,213.00,-14.40
139,Hydro Power,UNIVERSAL POWER COMPANY LTD,227.80,219.00,-8.80
140,Hydro Power,Upper Hewakhola Hydropower Company Limited,-,297.70,-
141,Hydro Power,Upper Solu Hydro Electric Company Limited,-,256.80,-
142,Hydro Power,Upper Tamakoshi Hydropower Ltd,542.00,426.80,-115.20
143,Investment,CEDB Hydropower Development Company Limited,730.00,904.00,174.00
144,Investment,Citizen Investment Trust,2515.00,2089.00,-426.00
145,Investment,Emerging Nepal Limited,684.00,696.00,12.00
146,Investment,Hydorelectricity Investment and Development Company Ltd,200.00,184.00,-16.00
147,Investment,Nepal Infrastructure Bank Limited,240.00,224.00,-16.00
148,Investment,NRN Infrastructure and Development Limited,516.50,513.00,-3.50
149,Life Insurance,Asian Life Insurance Co. Limited,574.00,745.10,171.10
150,Life Insurance,Himalayan Life Insurance Limited,569.00,507.00,-62.00
151,Life Insurance,Life Insurance Corporation (Nepal) Limited,1415.00,1555.00,140.00
152,Life Insurance,National Life Insurance Co. Ltd.,577.00,645.00,68.00
153,Life Insurance,Nepal Life Insurance Co. Ltd.,747.00,744.00,-3.00
154,Life Insurance,Prabhu Life Insurance Limited,357.00,587.00,230.00
155,Life Insurance,Sanima Reliance Life Insurance Limited,345.90,556.00,210.10
156,Life Insurance,SuryaJyoti Life Insurance Company Limited,387.00,610.00,223.00
157,Manufacturing And Processing,Arun Vanaspati Udhyog Limited,58.00,58.00,0.00
158,Manufacturing And Processing,Birat Shoe Limited,28.00,28.00,0.00
159,Manufacturing And Processing,Bottlers Nepal (Balaju) Limited,1941.90,2311.90,370.00
160,Manufacturing And Processing,Bottlers Nepal (Terai) Limited,13000.00,13800.00,800.00
161,Manufacturing And Processing,Butwal Spinning Mills Limited,18.00,18.00,0.00
162,Manufacturing And Processing,Fleur Himalayan Limited,75.00,75.00,0.00
163,Manufacturing And Processing,Gorakhkali Rubber Udhyog Limited,38.00,38.00,0.00
164,Manufacturing And Processing,Harisiddhi Brick And Tiles Limited,4.00,4.00,0.00
165,Manufacturing And Processing,Himalayan Distillery Limited,3410.00,2248.00,-1162.00
166,Manufacturing And Processing,Jyoti Sinning Mills Limited,27.00,27.00,0.00
167,Manufacturing And Processing,Nepal Bitumin And Barrel Udhyog Limited,64.00,64.00,0.00
168,Manufacturing And Processing,Nepal Khadya Udhyog Limited,32.00,32.00,0.00
169,Manufacturing And Processing,Nepal Lube Oil Limited,252.70,261.00,8.30
170,Manufacturing And Processing,Nepal Vanaspati Ghee Udhyog Limited,300.00,300.00,0.00
171,Manufacturing And Processing,Raghupati Jute Mills Limited,100.00,100.00,0.00
172,Manufacturing And Processing,SHIVAM CEMENTS LTD,760.00,651.50,-108.50
173,Manufacturing And Processing,Shree Bhrikuti Pulp And Paper Limited,50.00,50.00,0.00
174,Manufacturing And Processing,Shree Ram Sugar Mills Limited,338.00,338.00,0.00
175,Manufacturing And Processing,Unilever Nepal Limited,18360.00,32998.00,14638.00
176,Microfinance,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,825.10,647.00,-178.10
177,Microfinance,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,-,2363.90,-
178,Microfinance,Asha Laghubitta Bittiya Sanstha Ltd,1200.00,785.00,-415.00
179,Microfinance,Aviyan Laghubitta Bittiya Sanstha Limited,-,699.00,-
180,Microfinance,BPW Laghubitta Bittiya Sanstha Limited,-,1120.00,-
181,Microfinance,Chhimek Laghubitta Bittiya Sanstha Limited,1100.00,1000.00,-100.00
182,Microfinance,CYC Nepal Laghubitta Bittiya Sanstha Limited,1698.20,1410.00,-288.20
183,Microfinance,Deprosc Laghubitta Bittiya Sanstha Limited,940.00,826.00,-114.00
184,Microfinance,Dhaulagiri Laghubitta Bittiya Sanstha Limited,-,749.00,-
185,Microfinance,First Micro Finance Laghubitta Bittiya Sanstha Limited,665.00,736.30,71.30
186,Microfinance,Forward Microfinance Laghubitta Bittiya Sanstha Limited,2385.00,1321.00,-1064.00
187,Microfinance,Ganapati Laghubitta Bittiya Sanstha Limited,952.60,810.90,-141.70
188,Microfinance,Global IME Laghubitta Bittiya Sanstha Ltd.,1299.00,1061.00,-238.00
189,Microfinance,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,756.00,633.00,-123.00
190,Microfinance,Gurans Laghubitta Bittiya Sanstha Limited,966.00,738.00,-228.00
191,Microfinance,Himalayan Laghubitta Bittiya Sanstha Limited,774.00,754.00,-20.00
192,Microfinance,Infinity Laghubitta Bittiya Sanstha Limited,990.00,715.00,-275.00
193,Microfinance,Jalpa Samudayik Laghubitta Bittiya Sanstha Limited,2318.00,1615.10,-702.90
194,Microfinance,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,1725.00,1020.00,-705.00
195,Microfinance,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,2699.00,1600.10,-1098.90
196,Microfinance,Kalika Laghubitta Bittiya Sanstha Ltd,1198.50,736.00,-462.50
197,Microfinance,Khaptad Laghubitta Bittiya Sanstha Limited,-,836.00,-
198,Microfinance,Kisan Lagubitta Bittiya Sanstha Limited,891.90,709.00,-182.90
199,Microfinance,Laxmi Laghubitta Bittiya Sanstha Ltd.,1275.00,893.00,-382.00
200,Microfinance,Mahila Lagubitta Bittiya Sanstha Limited ,3439.00,2100.00,-1339.00
201,Microfinance,Mahuli Laghubitta Bittiya Sanstha Limited,1155.00,869.90,-285.10
202,Microfinance,Manakamana Smart Laghubitta Bittiya Sanstha Limited,947.00,756.90,-190.10
203,Microfinance,Manushi Laghubitta Bittiya Sanstha Limited,1002.00,788.00,-214.00
204,Microfinance,Mero Microfinance Bittiya Sanstha Ltd.,847.00,661.00,-186.00
205,Microfinance,Mirmire Laghubitta Bittya Sanstha Limited,1050.00,709.00,-341.00
206,Microfinance,Mithila LaghuBitta Bittiya Sanstha Limited,1367.00,1044.00,-323.00
207,Microfinance,Nadep Laghubittiya bittya Sanstha Ltd.,865.83,608.20,-257.63
208,Microfinance,National Microfinance Laghubitta Bittiya Sanstha Limited,1935.00,1366.00,-569.00
209,Microfinance,Naya Sarathi Laghubitta Bittiya Sanstha Limited,846.50,693.50,-153.00
210,Microfinance,Nerude Laghubitta Bittiya Sanstha Limited,880.00,688.00,-192.00
211,Microfinance,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,2280.00,2044.00,-236.00
212,Microfinance,NIC ASIA Laghubitta Bittiya Sanstha Limited,859.90,729.00,-130.90
213,Microfinance,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,1099.00,765.00,-334.00
214,Microfinance,NMB  Microfinance Bittiya Sanstha Ltd.,750.10,640.00,-110.10
215,Microfinance,Rastra Utthan Laghubitta Sanstha Limited,926.00,755.00,-171.00
216,Microfinance,RMDC Laghubitta Bittiya Sanstha Ltd.,838.00,775.00,-63.00
217,Microfinance,RSDC Laghubitta Bittiya Sanstha Ltd.,554.80,613.10,58.30
218,Microfinance,Sabaiko Laghubitta Bittiya Sanstha Limited,1074.90,730.00,-344.90
219,Microfinance,Sadhana Laghubitta Bittiya Sanstha Limited,1120.00,741.00,-379.00
220,Microfinance,Samata Gharelu Laghubitta Bittiya Sanstha Limited,799.00,702.70,-96.30
221,Microfinance,Samudayik Laghubitta Bittiya Sanstha Limited,1760.00,949.00,-811.00
222,Microfinance,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,1065.00,899.00,-166.00
223,Microfinance,Shrijanshil Laghubitta Bittiya Sanstha Limited,-,1187.00,-
224,Microfinance,Summit Laghubitta Bittiya Sanstha Limited,821.00,967.00,146.00
225,Microfinance,Support Microfinance Bittiya Sanstha Ltd.,1255.00,955.80,-299.20
226,Microfinance,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,783.00,733.00,-50.00
227,Microfinance,Swabalamban Laghubitta Bittiya Sanstha Limited,1169.00,900.60,-268.40
228,Microfinance,Swabhimaan Laghubitta Bittiya Sanstha Limited,1561.20,1150.00,-411.20
229,Microfinance,Swarojgar Laghu Bitta Bikas Bank Ltd.,851.00,705.00,-146.00
230,Microfinance,Unique Nepal Laghubitta Bittiya Sanstha Limited,-,1318.00,-
231,Microfinance,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,1000.00,836.50,-163.50
232,Microfinance,Upakar Laghubitta Bittiya Sanstha Limited,2699.00,1382.20,-1316.80
233,Microfinance,Vijaya laghubitta Bittiya Sanstha Ltd.,940.00,713.00,-227.00
234,Microfinance,Wean Nepal Laghubitta Bittiya Sanstha Limited,932.60,805.00,-127.60
235,Non Life Insurance,Ajod Insurance Limited,448.00,451.00,3.00
236,Non Life Insurance,Himalayan Everest Insurance Limited,520.00,600.00,80.00
237,Non Life Insurance,IGI Prudential insurance Limited,370.00,560.00,190.00
238,Non Life Insurance,Neco Insurance Limited,694.00,891.10,197.10
239,Non Life Insurance,Nepal Insurance Co. Ltd.,445.90,820.00,374.10
240,Non Life Insurance,NLG Insurance Company Ltd.,478.00,840.00,362.00
241,Non Life Insurance,Prabhu Insurance Ltd.,428.00,747.00,319.00
242,Non Life Insurance,Rastriya Beema Company Limited,13400.00,16099.00,2699.00
243,Non Life Insurance,Sagarmatha Lumbini Insurance Co. Limited,870.00,748.00,-122.00
244,Non Life Insurance,Sanima GIC Insurance Limited,365.00,649.90,284.90
245,Non Life Insurance,Shikhar Insurance Co. Ltd.,807.00,845.00,38.00
246,Non Life Insurance,Siddhartha Premier Insurance Limited,576.00,778.50,202.50
247,Non Life Insurance,United Ajod Insurance Limited,350.00,518.90,168.90
248,Others,Nepal Doorsanchar Company Limited,878.90,906.90,28.00
249,Others,Nepal Film Development Company Limited,34.00,34.00,0.00
250,Others,Nepal Reinsurance Company Limited,735.00,740.00,5.00
251,Tradings,Bishal Bazar Company Limited,3600.00,3430.00,-170.00
252,Tradings,Nepal Tading Limited,56.00,56.00,0.00
253,Tradings,Nepal Welfare Company Limited,95.00,95.00,0.00
254,Tradings,Salt Trading Corporation,3950.00,4899.00,949.00
